survey version standard standard_catagory shift Foundation-g Foundation-r Foundation-i Foundation-z 
PS1SN Foundation spectra/calspec23/ngc6681_12_stis_002.fits calspec23 0 16.981 nan nan nan
PS1SN Foundation spectra/calspec23/hz43_stis_005.fits calspec23 0 12.646 13.14 13.533 13.821
PS1SN Foundation spectra/calspec23/hd101452_stis_003.fits calspec23 0 7.564 7.507 7.575 7.646
PS1SN Foundation spectra/calspec23/ngc2506g31_stis_003.fits calspec23 0 18.164 17.717 17.574 17.538
PS1SN Foundation spectra/calspec23/hd158485_stis_005.fits calspec23 0 6.435 6.543 6.691 6.802
PS1SN Foundation spectra/calspec23/ksi2ceti_stis_006.fits calspec23 0 4.12 4.401 4.652 4.81
PS1SN Foundation spectra/calspec23/hd37962_stis_010.fits calspec23 0 8.051 7.664 7.548 7.523
PS1SN Foundation spectra/calspec23/ngc6681_10_stis_002.fits calspec23 0 18.131 nan nan nan
PS1SN Foundation spectra/calspec23/hd116405_stis_006.fits calspec23 0 8.164 8.451 8.71 8.871
PS1SN Foundation spectra/calspec23/hd009051_stis_007.fits calspec23 0 9.243 8.677 8.426 8.315
PS1SN Foundation spectra/calspec23/ngc6681_4_stis_002.fits calspec23 0 15.867 nan nan nan
PS1SN Foundation spectra/calspec23/hd55677_stis_004.fits calspec23 0 9.37 9.522 9.693 9.793
PS1SN Foundation spectra/calspec23/feige110_stisnic_008.fits calspec23 0 11.563 12.055 12.443 12.729
PS1SN Foundation spectra/calspec23/hd185975_stis_007.fits calspec23 0 8.328 7.909 7.783 7.757
PS1SN Foundation spectra/calspec23/hd200654_stis_007.fits calspec23 0 9.317 8.889 8.692 8.609
PS1SN Foundation spectra/calspec23/hz44_stis_006.fits calspec23 0 11.397 11.88 12.28 12.579
PS1SN Foundation spectra/calspec23/ngc6681_7_stis_002.fits calspec23 0 15.301 nan nan nan
PS1SN Foundation spectra/calspec23/ngc6681_6_stis_002.fits calspec23 0 15.933 nan nan nan
PS1SN Foundation spectra/calspec23/wd0947_857_stis_007.fits calspec23 0 15.511 15.989 16.38 16.669
PS1SN Foundation spectra/calspec23/hd205905_stis_009.fits calspec23 0 6.937 6.571 6.476 6.467
PS1SN Foundation spectra/calspec23/eta1dor_stis_004.fits calspec23 0 5.548 5.813 6.054 6.21
PS1SN Foundation spectra/calspec23/sun_reference_stis_002.fits calspec23 0 -26.52 -26.937 -27.044 -27.06
PS1SN Foundation spectra/calspec23/hd163466_stis_005.fits calspec23 0 6.83 6.879 6.995 7.093
PS1SN Foundation spectra/calspec23/hz4_stis_008.fits calspec23 0 14.42 14.675 14.949 15.183
PS1SN Foundation spectra/calspec23/bd_75d325_stis_006.fits calspec23 0 9.253 9.762 10.165 10.462
PS1SN Foundation spectra/calspec23/alpha_lyr_stis_011.fits calspec23 0 -0.105 0.14 0.37 0.513
PS1SN Foundation spectra/calspec23/hd180609_stis_006.fits calspec23 0 9.368 9.492 9.648 9.756
PS1SN Foundation spectra/calspec23/bd11d3759_stis_003.fits calspec23 0 11.962 10.705 9.182 8.475
PS1SN Foundation spectra/calspec23/hz43b_stis_005.fits calspec23 0 14.627 13.728 12.484 11.916
PS1SN Foundation spectra/calspec23/hd128998_stis_003.fits calspec23 0 5.683 5.93 6.156 6.295
PS1SN Foundation spectra/calspec23/ngc6681_8_stis_002.fits calspec23 0 16.616 nan nan nan
PS1SN Foundation spectra/calspec23/ngc6681_2_stis_002.fits calspec23 0 16.047 nan nan nan
PS1SN Foundation spectra/calspec23/hd200775_stis_001.fits calspec23 0 7.484 7.197 7.092 7.067
PS1SN Foundation spectra/calspec23/agk_81d266_stisnic_007.fits calspec23 0 11.637 12.156 12.563 12.862
PS1SN Foundation spectra/calspec23/hd160617_stis_005.fits calspec23 0 8.865 8.596 8.5 8.484
PS1SN Foundation spectra/calspec23/hd142331_stis_005.fits calspec23 0 8.949 8.527 8.402 8.374
PS1SN Foundation spectra/calspec23/hd159222_stis_008.fits calspec23 0 6.728 6.348 6.249 6.239
PS1SN Foundation spectra/calspec23/bd54d1216_stis_005.fits calspec23 0 9.84 9.576 9.488 9.478
PS1SN Foundation spectra/calspec23/hd167060_stis_005.fits calspec23 0 9.13 8.757 8.649 8.63
PS1SN Foundation spectra/calspec23/bd21d0607_stis_006.fits calspec23 0 9.347 9.103 9.023 9.015
PS1SN Foundation spectra/calspec23/bd29d2091_stis_006.fits calspec23 0 10.42 10.105 9.986 9.958
PS1SN Foundation spectra/calspec23/hs2027_stis_006.fits calspec23 0 16.44 16.822 17.194 17.475
PS1SN Foundation spectra/calspec23/ngc6681_11_stis_002.fits calspec23 0 15.648 nan nan nan
PS1SN Foundation spectra/calspec23/hd074000_stis_006.fits calspec23 0 9.775 9.549 9.477 9.472
PS1SN Foundation spectra/calspec23/wd1026_453_stis_007.fits calspec23 0 15.889 16.357 16.745 17.031
PS1SN Foundation spectra/calspec23/hd14943_stis_005.fits calspec23 0 5.878 5.931 6.058 6.164
PS1SN Foundation spectra/calspec23/ngc6681_5_stis_002.fits calspec23 0 15.846 nan nan nan
PS1SN Foundation spectra/calspec23/bd_28d4211_stis_005.fits calspec23 0 10.233 10.748 11.16 11.464
PS1SN Foundation spectra/calspec23/bd02d3375_stis_006.fits calspec23 0 10.086 9.802 9.693 9.665
PS1SN Foundation spectra/calspec23/hd106252_stis_008.fits calspec23 0 7.613 7.252 7.153 7.142
PS1SN Foundation spectra/calspec23/hd111980_stis_006.fits calspec23 0 8.538 8.222 8.11 8.083
PS1SN Foundation spectra/calspec23/hd2811_stis_004.fits calspec23 0 7.477 7.556 7.68 7.761
PS1SN Foundation spectra/calspec23/delumi_stis_004.fits calspec23 0 4.219 4.441 4.651 4.782
PS1SN Foundation spectra/calspec23/hd60753_stis_004.fits calspec23 0 6.522 6.799 7.045 7.207
PS1SN Foundation spectra/calspec23/etauma_stis_007.fits calspec23 0 1.603 1.999 2.321 2.542
PS1SN Foundation spectra/calspec23/lamlep_stis_007.fits calspec23 0 4.024 4.47 4.833 5.096
PS1SN Foundation spectra/calspec23/hd031128_stis_006.fits calspec23 0 9.277 8.996 8.898 8.881
PS1SN Foundation spectra/calspec23/hd172728_stis_002.fits calspec23 0 5.572 5.844 6.088 6.238
PS1SN Foundation spectra/calspec23/109vir_stis_003.fits calspec23 0 3.585 3.825 4.046 4.172
PS1SN Foundation spectra/calspec23/sdssj151421_stis_005.fits calspec23 0 15.693 16.093 16.441 16.707
PS1SN Foundation spectra/calspec23/bd_17d4708_stisnic_007.fits calspec23 0 9.597 9.345 9.26 9.247
PS1SN Foundation spectra/calspec23/10lac_stis_007.fits calspec23 0 4.649 5.041 5.372 5.618
PS1SN Foundation spectra/calspec23/ngc6681_1_stis_002.fits calspec23 0 15.766 nan nan nan
PS1SN Foundation spectra/calspec23/sirius_stis_005.fits calspec23 0 -1.58 -1.325 -1.082 -0.92
PS1SN Foundation spectra/calspec23/hd93521_stis_007.fits calspec23 0 6.778 7.194 7.552 7.816
PS1SN Foundation spectra/calspec23/sigori_stis_001.fits calspec23 0 3.585 4.015 4.365 4.627
