survey version standard standard_catagory shift CFA3S-B CFA3S-V CFA3S-R CFA3S-I 
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd175805_v2.fits stis_ngsl_v2 0 8.1423 7.663 7.3616 7.1234
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd194453_v2.fits stis_ngsl_v2 0 6.7011 6.7453 6.7617 6.7652
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd061064_v2.fits stis_ngsl_v2 0 5.4434 5.0371 4.7929 4.6009
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd134439_v2.fits stis_ngsl_v2 0 10.1049 9.4934 9.0558 8.6691
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd026630_v2.fits stis_ngsl_v2 0 4.9938 4.1222 3.567 3.1159
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd096446_v2.fits stis_ngsl_v2 0 6.5054 6.6712 6.7414 6.8133
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_g180-24_v2.fits stis_ngsl_v2 0 10.2733 9.8729 9.5463 9.2365
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd080607_v2.fits stis_ngsl_v2 0 9.7982 9.0979 8.6631 8.3304
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd141795_v2.fits stis_ngsl_v2 0 3.8173 3.6927 3.6233 3.5729
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd157244_v2.fits stis_ngsl_v2 0 4.1492 2.8167 2.0657 1.4854
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd111515_v2.fits stis_ngsl_v2 0 8.7176 8.1038 7.6959 7.3355
CFA3S CFA3S spectra/stis_ngsl_v2/h_stis_ngsl_hd107582_v2.fits stis_ngsl_v2 0 8.7419 8.188 7.8053 7.4709
CFA3S CFA3S spectra/calspec23/bd26d2606_stis_006.fits calspec23 0 10.0801 9.7124 9.3974 9.0944
CFA3S CFA3S spectra/calspec23/wd0308_565_stis_009.fits calspec23 0 13.9655 14.114 14.2198 14.3161
CFA3S CFA3S spectra/calspec23/sdss132811_stis_004.fits calspec23 0 17.1453 17.0632 17.1321 17.1505
CFA3S CFA3S spectra/calspec23/hz21_stis_007.fits calspec23 0 14.331 14.6758 14.8408 15.0284
CFA3S CFA3S spectra/calspec23/gj7541a_stis_004.fits calspec23 0 12.294 12.2965 12.2514 12.2301
CFA3S CFA3S spectra/calspec23/ngc6681_3_stis_002.fits calspec23 0 nan nan nan nan
CFA3S CFA3S spectra/calspec23/16cygb_stis_004.fits calspec23 0 6.8016 6.225 5.8345 5.5106
CFA3S CFA3S spectra/calspec23/hd38949_stis_007.fits calspec23 0 8.281 7.7921 7.4446 7.1527
CFA3S CFA3S spectra/calspec23/hd115169_stis_003.fits calspec23 0 9.8016 9.2448 8.86 8.5327
CFA3S CFA3S spectra/calspec23/feige34_stis_006.fits calspec23 0 10.8084 11.1653 11.3241 11.4692
CFA3S CFA3S spectra/calspec23/18sco_stis_005.fits calspec23 0 6.042 5.4868 5.1078 4.7874
CFA3S CFA3S spectra/calspec23/ngc6681_9_stis_002.fits calspec23 0 nan nan nan nan
CFA3S CFA3S spectra/calspec23/hd209458_stisnic_008.fits calspec23 0 8.1203 7.6458 7.3135 7.0332
CFA3S CFA3S spectra/calspec23/wd0320_539_stis_005.fits calspec23 0 14.672 14.9394 15.098 15.269
CFA3S CFA3S spectra/calspec23/mucol_stis_007.fits calspec23 0 4.8441 5.1405 5.2871 5.4506
CFA3S CFA3S spectra/calspec23/ngc6681_12_stis_002.fits calspec23 0 nan nan nan nan
CFA3S CFA3S spectra/calspec23/hz43_stis_005.fits calspec23 0 12.5834 12.9096 13.075 13.2561
CFA3S CFA3S spectra/calspec23/hd101452_stis_003.fits calspec23 0 7.7711 7.5287 7.3572 7.2077
CFA3S CFA3S spectra/calspec23/ngc2506g31_stis_003.fits calspec23 0 18.521 17.9203 17.505 17.154
CFA3S CFA3S spectra/calspec23/hd158485_stis_005.fits calspec23 0 6.5832 6.4841 6.4157 6.3451
CFA3S CFA3S spectra/calspec23/ksi2ceti_stis_006.fits calspec23 0 4.1904 4.2666 4.3009 4.3313
CFA3S CFA3S spectra/calspec23/hd37962_stis_010.fits calspec23 0 8.396 7.8415 7.4597 7.1334
CFA3S CFA3S spectra/calspec23/ngc6681_10_stis_002.fits calspec23 0 nan nan nan nan
CFA3S CFA3S spectra/calspec23/hd116405_stis_006.fits calspec23 0 8.2274 8.3141 8.3529 8.3906
CFA3S CFA3S spectra/calspec23/hd009051_stis_007.fits calspec23 0 9.6576 8.9397 8.4319 7.9718
CFA3S CFA3S spectra/calspec23/ngc6681_4_stis_002.fits calspec23 0 nan nan nan nan
CFA3S CFA3S spectra/calspec23/hd55677_stis_004.fits calspec23 0 9.4888 9.4487 9.4016 9.3471
CFA3S CFA3S spectra/calspec23/feige110_stisnic_008.fits calspec23 0 11.5015 11.8288 11.9897 12.1662
CFA3S CFA3S spectra/calspec23/hd185975_stis_007.fits calspec23 0 8.6953 8.1007 7.701 7.3681
CFA3S CFA3S spectra/calspec23/hd200654_stis_007.fits calspec23 0 9.6308 9.0968 8.6608 8.2498
CFA3S CFA3S spectra/calspec23/hz44_stis_006.fits calspec23 0 11.3388 11.6523 11.8175 12.0075
CFA3S CFA3S spectra/calspec23/ngc6681_7_stis_002.fits calspec23 0 nan nan nan nan
CFA3S CFA3S spectra/calspec23/ngc6681_6_stis_002.fits calspec23 0 nan nan nan nan
CFA3S CFA3S spectra/calspec23/wd0947_857_stis_007.fits calspec23 0 15.4567 15.7607 15.9244 16.1038
CFA3S CFA3S spectra/calspec23/hd205905_stis_009.fits calspec23 0 7.2761 6.7385 6.3721 6.0686
CFA3S CFA3S spectra/calspec23/eta1dor_stis_004.fits calspec23 0 5.6333 5.6819 5.7107 5.7312
CFA3S CFA3S spectra/calspec23/sun_reference_stis_002.fits calspec23 0 -26.1694 -26.7441 -27.1401 -27.4582
CFA3S CFA3S spectra/calspec23/hd163466_stis_005.fits calspec23 0 6.9964 6.8514 6.7425 6.6421
CFA3S CFA3S spectra/calspec23/hz4_stis_008.fits calspec23 0 14.5424 14.4954 14.5833 14.6481
CFA3S CFA3S spectra/calspec23/bd_75d325_stis_006.fits calspec23 0 9.1739 9.5287 9.6996 9.8905
CFA3S CFA3S spectra/calspec23/alpha_lyr_stis_011.fits calspec23 0 -0.0113 0.0179 0.0347 0.0426
CFA3S CFA3S spectra/calspec23/hd180609_stis_006.fits calspec23 0 9.5089 9.4255 9.3674 9.302
CFA3S CFA3S spectra/calspec23/bd11d3759_stis_003.fits calspec23 0 12.7727 11.3447 9.9368 8.4083
CFA3S CFA3S spectra/calspec23/hz43b_stis_005.fits calspec23 0 15.021 14.2642 13.1048 11.7733
CFA3S CFA3S spectra/calspec23/hd128998_stis_003.fits calspec23 0 5.7754 5.8077 5.8239 5.8271
CFA3S CFA3S spectra/calspec23/ngc6681_8_stis_002.fits calspec23 0 nan nan nan nan
CFA3S CFA3S spectra/calspec23/ngc6681_2_stis_002.fits calspec23 0 nan nan nan nan
CFA3S CFA3S spectra/calspec23/hd200775_stis_001.fits calspec23 0 7.6907 7.3781 6.9999 6.6622
CFA3S CFA3S spectra/calspec23/agk_81d266_stisnic_007.fits calspec23 0 11.5601 11.9185 12.0943 12.291
CFA3S CFA3S spectra/calspec23/hd160617_stis_005.fits calspec23 0 9.1183 8.7283 8.3987 8.0893
CFA3S CFA3S spectra/calspec23/hd142331_stis_005.fits calspec23 0 9.3124 8.7211 8.3199 7.9859
CFA3S CFA3S spectra/calspec23/hd159222_stis_008.fits calspec23 0 7.0766 6.5214 6.1479 5.841
CFA3S CFA3S spectra/calspec23/bd54d1216_stis_005.fits calspec23 0 10.0952 9.7039 9.3809 9.0792
CFA3S CFA3S spectra/calspec23/hd167060_stis_005.fits calspec23 0 9.4726 8.9278 8.5551 8.2369
CFA3S CFA3S spectra/calspec23/bd21d0607_stis_006.fits calspec23 0 9.5919 9.2221 8.9104 8.6152
CFA3S CFA3S spectra/calspec23/bd29d2091_stis_006.fits calspec23 0 10.6942 10.2567 9.9006 9.569
CFA3S CFA3S spectra/calspec23/hs2027_stis_006.fits calspec23 0 16.3886 16.6513 16.7498 16.9156
CFA3S CFA3S spectra/calspec23/ngc6681_11_stis_002.fits calspec23 0 nan nan nan nan
CFA3S CFA3S spectra/calspec23/hd074000_stis_006.fits calspec23 0 10.0101 9.6598 9.3594 9.0709
CFA3S CFA3S spectra/calspec23/wd1026_453_stis_007.fits calspec23 0 15.8477 16.1306 16.2924 16.4679
CFA3S CFA3S spectra/calspec23/hd14943_stis_005.fits calspec23 0 6.0492 5.8991 5.7974 5.7086
CFA3S CFA3S spectra/calspec23/ngc6681_5_stis_002.fits calspec23 0 nan nan nan nan
CFA3S CFA3S spectra/calspec23/bd_28d4211_stis_005.fits calspec23 0 10.1571 10.511 10.6876 10.8894
CFA3S CFA3S spectra/calspec23/bd02d3375_stis_006.fits calspec23 0 10.3416 9.941 9.6009 9.2768
CFA3S CFA3S spectra/calspec23/hd106252_stis_008.fits calspec23 0 7.9456 7.4174 7.0524 6.7441
CFA3S CFA3S spectra/calspec23/hd111980_stis_006.fits calspec23 0 8.8247 8.3732 8.0199 7.6948
CFA3S CFA3S spectra/calspec23/hd2811_stis_004.fits calspec23 0 7.625 7.5168 7.4223 7.3227
CFA3S CFA3S spectra/calspec23/delumi_stis_004.fits calspec23 0 4.3213 4.3305 4.3308 4.3185
CFA3S CFA3S spectra/calspec23/hd60753_stis_004.fits calspec23 0 6.5581 6.674 6.6977 6.7213
CFA3S CFA3S spectra/calspec23/etauma_stis_007.fits calspec23 0 1.6112 1.8131 1.9173 2.0211
CFA3S CFA3S spectra/calspec23/lamlep_stis_007.fits calspec23 0 3.9877 4.2633 4.3981 4.5473
CFA3S CFA3S spectra/calspec23/hd031128_stis_006.fits calspec23 0 9.5413 9.1312 8.7982 8.4863
CFA3S CFA3S spectra/calspec23/hd172728_stis_002.fits calspec23 0 5.6394 5.716 5.7418 5.7638
CFA3S CFA3S spectra/calspec23/109vir_stis_003.fits calspec23 0 3.6728 3.7086 3.7178 3.7128
CFA3S CFA3S spectra/calspec23/sdssj151421_stis_005.fits calspec23 0 15.6966 15.8849 16.0184 16.1546
CFA3S CFA3S spectra/calspec23/bd_17d4708_stisnic_007.fits calspec23 0 9.8421 9.4691 9.1514 8.8505
CFA3S CFA3S spectra/calspec23/10lac_stis_007.fits calspec23 0 4.626 4.8592 4.9615 5.0779
CFA3S CFA3S spectra/calspec23/ngc6681_1_stis_002.fits calspec23 0 nan nan nan nan
CFA3S CFA3S spectra/calspec23/sirius_stis_005.fits calspec23 0 -1.4928 -1.4494 -1.4271 -1.4035
CFA3S CFA3S spectra/calspec23/hd93521_stis_007.fits calspec23 0 6.7434 7.0035 7.1206 7.2649
CFA3S CFA3S spectra/calspec23/sigori_stis_001.fits calspec23 0 3.556 3.8134 3.9398 4.0782
