survey version standard shift  PS1-g PS1-r PS1-i PS1-z 
PS1 PS1 sdssj163800 0 18.8475 19.2712 19.6187 19.8804
PS1 PS1 sdssj163800 0 18.8446 19.2681 19.6227 19.8915
PS1 PS1 sdssj163800 0 18.8492 19.2716 19.6255 19.8939
PS1 PS1 sdssj163800 0 18.8482 19.2705 19.623 19.8901
PS1 PS1 sdssj163800 0 18.8479 19.2701 19.6177 19.8797
PS1 PS1 sdssj163800 0 18.8463 19.2682 19.6184 19.8831
PS1 PS1 sdssj163800 0 18.8481 19.2712 19.6245 19.892
PS1 PS1 sdssj163800 0 18.8468 19.2712 19.6252 19.8933
PS1 PS1 sdssj163800 0 18.8457 19.2694 19.6187 19.8821
PS1 PS1 sdssj163800 0 18.8515 19.2759 19.6234 19.8845
PS1 PS1 sdssj163800 0 18.8499 19.272 19.6226 19.8878
PS1 PS1 sdssj163800 0 18.8472 19.2679 19.6161 19.8791
PS1 PS1 sdssj163800 0 18.8436 19.268 19.62 19.8862
PS1 PS1 sdssj163800 0 18.8507 19.2748 19.6269 19.8932
PS1 PS1 sdssj163800 0 18.8459 19.268 19.6171 19.8807
PS1 PS1 sdssj163800 0 18.849 19.2708 19.6215 19.8867
PS1 PS1 sdssj163800 0 18.8463 19.2674 19.6201 19.8876
PS1 PS1 sdssj163800 0 18.8465 19.2746 19.6273 19.893
PS1 PS1 sdssj163800 0 18.8458 19.265 19.6116 19.8739
PS1 PS1 sdssj163800 0 18.842 19.2689 19.6205 19.8858
PS1 PS1 sdssj163800 0 18.8469 19.2686 19.6202 19.8864
PS1 PS1 sdssj163800 0 18.8466 19.2697 19.622 19.8887
PS1 PS1 sdssj163800 0 18.85 19.273 19.6238 19.889
PS1 PS1 sdssj163800 0 18.845 19.268 19.6205 19.8875
PS1 PS1 sdssj163800 0 18.8459 19.2685 19.6174 19.8809
PS1 PS1 sdssj163800 0 18.8491 19.272 19.6235 19.8894
PS1 PS1 sdssj163800 0 18.8494 19.2723 19.6216 19.885
PS1 PS1 sdssj163800 0 18.8468 19.2699 19.622 19.8884
PS1 PS1 sdssj163800 0 18.8433 19.2654 19.619 19.8872
PS1 PS1 sdssj163800 0 18.8515 19.2721 19.6177 19.8781
PS1 PS1 sdssj163800 0 18.8453 19.2655 19.6167 19.883
PS1 PS1 sdssj163800 0 18.8484 19.271 19.6216 19.8866
PS1 PS1 sdssj163800 0 18.8477 19.2713 19.6224 19.8877
PS1 PS1 sdssj163800 0 18.8471 19.2738 19.6276 19.8948
PS1 PS1 sdssj163800 0 18.8443 19.2669 19.6196 19.8869
PS1 PS1 sdssj163800 0 18.848 19.2701 19.6225 19.8899
PS1 PS1 sdssj163800 0 18.8482 19.2725 19.6224 19.8863
PS1 PS1 sdssj163800 0 18.8497 19.2744 19.6264 19.8922
PS1 PS1 sdssj163800 0 18.8469 19.2692 19.6178 19.8809
PS1 PS1 sdssj163800 0 18.848 19.2709 19.6216 19.8866
PS1 PS1 sdssj163800 0 18.8495 19.2751 19.6287 19.8961
PS1 PS1 sdssj163800 0 18.8481 19.2685 19.616 19.8783
PS1 PS1 sdssj163800 0 18.8445 19.2664 19.6163 19.8807
PS1 PS1 sdssj163800 0 18.8499 19.2725 19.6243 19.8906
PS1 PS1 sdssj163800 0 18.8466 19.2692 19.6213 19.8879
PS1 PS1 sdssj163800 0 18.8439 19.2689 19.6215 19.8879
PS1 PS1 sdssj163800 0 18.8459 19.2696 19.6201 19.8847
PS1 PS1 sdssj163800 0 18.8453 19.2677 19.6192 19.8851
PS1 PS1 sdssj163800 0 18.8455 19.2668 19.6177 19.8833
PS1 PS1 sdssj163800 0 18.8459 19.2698 19.6225 19.8894
PS1 PS1 sdssj163800 0 18.8471 19.2712 19.6228 19.8886
PS1 PS1 sdssj181424 0 16.5486 16.991 17.3631 17.6484
PS1 PS1 sdssj181424 0 16.5487 16.9903 17.362 17.6473
PS1 PS1 sdssj181424 0 16.5496 16.9909 17.3626 17.6479
PS1 PS1 sdssj181424 0 16.5492 16.99 17.3611 17.646
PS1 PS1 sdssj181424 0 16.5494 16.9907 17.3627 17.6484
PS1 PS1 sdssj181424 0 16.5503 16.9906 17.361 17.6453
PS1 PS1 sdssj181424 0 16.5493 16.9908 17.3625 17.648
PS1 PS1 sdssj181424 0 16.5504 16.991 17.3618 17.6464
PS1 PS1 sdssj181424 0 16.5497 16.9903 17.3611 17.6458
PS1 PS1 sdssj181424 0 16.55 16.9914 17.3633 17.6489
PS1 PS1 sdssj181424 0 16.55 16.9919 17.3636 17.6486
PS1 PS1 sdssj181424 0 16.5506 16.9921 17.3638 17.649
PS1 PS1 sdssj181424 0 16.5496 16.991 17.3624 17.6475
PS1 PS1 sdssj181424 0 16.5502 16.9913 17.3628 17.648
PS1 PS1 sdssj181424 0 16.5488 16.9907 17.3622 17.6472
PS1 PS1 sdssj181424 0 16.55 16.9914 17.3632 17.6488
PS1 PS1 sdssj181424 0 16.5489 16.9912 17.3636 17.6494
PS1 PS1 sdssj181424 0 16.5489 16.9899 17.3607 17.6453
PS1 PS1 sdssj181424 0 16.5483 16.9904 17.3629 17.6489
PS1 PS1 sdssj181424 0 16.5498 16.9913 17.3635 17.6494
PS1 PS1 sdssj181424 0 16.5497 16.9913 17.3634 17.6491
PS1 PS1 sdssj181424 0 16.5489 16.9906 17.3625 17.6479
PS1 PS1 sdssj181424 0 16.55 16.9908 17.3618 17.6467
PS1 PS1 sdssj181424 0 16.5494 16.9903 17.3617 17.6471
PS1 PS1 sdssj181424 0 16.5508 16.9919 17.3632 17.6481
PS1 PS1 sdssj181424 0 16.5508 16.992 17.3635 17.6486
PS1 PS1 sdssj181424 0 16.5513 16.9928 17.3647 17.6503
PS1 PS1 sdssj181424 0 16.5492 16.9906 17.3625 17.648
PS1 PS1 sdssj181424 0 16.5506 16.9921 17.3639 17.6495
PS1 PS1 sdssj181424 0 16.5495 16.9908 17.3622 17.6473
PS1 PS1 sdssj181424 0 16.5509 16.992 17.3636 17.6488
PS1 PS1 sdssj181424 0 16.5518 16.9932 17.3647 17.65
PS1 PS1 sdssj181424 0 16.5521 16.9929 17.3637 17.6481
PS1 PS1 sdssj181424 0 16.5509 16.9918 17.3627 17.6475
PS1 PS1 sdssj181424 0 16.5492 16.9905 17.3621 17.6475
PS1 PS1 sdssj181424 0 16.5507 16.9917 17.3634 17.6489
PS1 PS1 sdssj181424 0 16.5489 16.99 17.3612 17.6461
PS1 PS1 sdssj181424 0 16.5506 16.992 17.3634 17.6485
PS1 PS1 sdssj181424 0 16.5497 16.9903 17.3615 17.6468
PS1 PS1 sdssj181424 0 16.5499 16.9921 17.3638 17.6487
PS1 PS1 sdssj181424 0 16.5511 16.9918 17.3634 17.6489
PS1 PS1 sdssj181424 0 16.5507 16.9915 17.3632 17.6486
PS1 PS1 sdssj181424 0 16.5502 16.9922 17.3641 17.6495
PS1 PS1 sdssj181424 0 16.5497 16.9915 17.3634 17.6488
PS1 PS1 sdssj181424 0 16.5486 16.9907 17.3627 17.6481
PS1 PS1 sdssj181424 0 16.5508 16.9915 17.3625 17.6473
PS1 PS1 sdssj181424 0 16.553 16.9922 17.3623 17.6467
PS1 PS1 sdssj181424 0 16.5501 16.9917 17.3636 17.649
PS1 PS1 sdssj181424 0 16.55 16.9928 17.3651 17.6507
PS1 PS1 sdssj181424 0 16.5497 16.9918 17.3637 17.649
PS1 PS1 sdssj181424 0 16.5491 16.9897 17.3613 17.6467
PS1 PS1 sdssj181424 0 16.5506 16.992 17.3639 17.6495
PS1 PS1 sdssj181424 0 16.5498 16.9902 17.3616 17.647
PS1 PS1 sdssj181424 0 16.5501 16.9921 17.3634 17.6483
PS1 PS1 sdssj181424 0 16.5496 16.9905 17.3616 17.6465
PS1 PS1 sdssj181424 0 16.5502 16.992 17.3638 17.6491
PS1 PS1 sdssj181424 0 16.5481 16.99 17.3622 17.6479
PS1 PS1 sdssj181424 0 16.5501 16.9921 17.3642 17.6498
PS1 PS1 sdssj181424 0 16.5485 16.9898 17.3618 17.6475
PS1 PS1 sdssj181424 0 16.5501 16.9922 17.364 17.6492
PS1 PS1 sdssj181424 0 16.5506 16.9917 17.3628 17.6476
PS1 PS1 sdssj181424 0 16.5497 16.9922 17.3647 17.6506
PS1 PS1 sdssj181424 0 16.55 16.9913 17.3631 17.6486
PS1 PS1 sdssj181424 0 16.5505 16.9922 17.3639 17.649
PS1 PS1 sdssj181424 0 16.5508 16.9917 17.363 17.6482
PS1 PS1 sdssj181424 0 16.5485 16.9906 17.3627 17.6483
PS1 PS1 sdssj181424 0 16.5516 16.9925 17.3634 17.648
PS1 PS1 sdssj181424 0 16.5487 16.9907 17.3627 17.6483
PS1 PS1 sdssj181424 0 16.5495 16.9913 17.3634 17.6489
PS1 PS1 sdssj181424 0 16.5508 16.9923 17.3634 17.6481
PS1 PS1 sdssj181424 0 16.5506 16.9919 17.3634 17.6486
PS1 PS1 sdssj181424 0 16.55 16.9914 17.3631 17.6484
PS1 PS1 sdssj181424 0 16.5502 16.9915 17.363 17.6483
PS1 PS1 sdssj181424 0 16.5495 16.9909 17.3624 17.6476
PS1 PS1 sdssj181424 0 16.5503 16.9921 17.3639 17.6492
PS1 PS1 sdssj181424 0 16.5478 16.9902 17.3624 17.6479
PS1 PS1 sdssj181424 0 16.5501 16.9915 17.363 17.6482
PS1 PS1 sdssj181424 0 16.5495 16.9913 17.3629 17.6479
PS1 PS1 sdssj181424 0 16.5508 16.9912 17.3625 17.6478
PS1 PS1 sdssj181424 0 16.549 16.9914 17.3632 17.6484
PS1 PS1 sdssj181424 0 16.5507 16.991 17.362 17.6469
PS1 PS1 sdssj181424 0 16.55 16.992 17.3641 17.6496
PS1 PS1 sdssj181424 0 16.5499 16.9914 17.3629 17.6481
PS1 PS1 sdssj181424 0 16.5496 16.9907 17.362 17.647
PS1 PS1 sdssj181424 0 16.5493 16.9914 17.3629 17.6478
PS1 PS1 sdssj181424 0 16.5498 16.9915 17.3634 17.6489
PS1 PS1 sdssj181424 0 16.5482 16.99 17.3621 17.6477
PS1 PS1 sdssj181424 0 16.551 16.9928 17.3644 17.6495
PS1 PS1 sdssj181424 0 16.5508 16.9918 17.3632 17.6485
PS1 PS1 sdssj181424 0 16.5513 16.9917 17.3624 17.6471
PS1 PS1 sdssj181424 0 16.5484 16.9906 17.3627 17.6483
PS1 PS1 sdssj181424 0 16.5486 16.9904 17.3627 17.6487
PS1 PS1 sdssj181424 0 16.5501 16.9911 17.3621 17.6468
PS1 PS1 sdssj181424 0 16.5492 16.991 17.3624 17.6474
PS1 PS1 sdssj181424 0 16.5495 16.991 17.3625 17.6476
PS1 PS1 sdssj181424 0 16.5496 16.9908 17.3619 17.6468
PS1 PS1 sdssj181424 0 16.5509 16.9926 17.3644 17.6497
PS1 PS1 sdssj181424 0 16.5507 16.9926 17.3644 17.6499
PS1 PS1 sdssj181424 0 16.5509 16.992 17.3635 17.6488
PS1 PS1 sdssj181424 0 16.5484 16.9903 17.362 17.6472
PS1 PS1 sdssj210150 0 18.6603 19.0496 19.3894 19.6569
PS1 PS1 sdssj210150 0 18.659 19.0476 19.3849 19.6499
PS1 PS1 sdssj210150 0 18.6579 19.0448 19.3846 19.6527
PS1 PS1 sdssj210150 0 18.6595 19.0486 19.3873 19.6533
PS1 PS1 sdssj210150 0 18.6597 19.0477 19.3872 19.6547
PS1 PS1 sdssj210150 0 18.6617 19.0488 19.3881 19.6557
PS1 PS1 sdssj210150 0 18.6596 19.0467 19.3851 19.6516
PS1 PS1 sdssj210150 0 18.6591 19.0488 19.3878 19.6539
PS1 PS1 sdssj210150 0 18.659 19.049 19.3881 19.6543
PS1 PS1 sdssj210150 0 18.6616 19.0485 19.3867 19.653
PS1 PS1 sdssj210150 0 18.6586 19.0482 19.3873 19.6538
PS1 PS1 sdssj210150 0 18.6599 19.0483 19.3873 19.654
PS1 PS1 sdssj210150 0 18.6596 19.0478 19.3881 19.656
PS1 PS1 sdssj210150 0 18.6629 19.0491 19.3855 19.6503
PS1 PS1 sdssj210150 0 18.6563 19.048 19.3888 19.6562
PS1 PS1 sdssj210150 0 18.6573 19.0497 19.3905 19.6579
PS1 PS1 sdssj210150 0 18.6592 19.0485 19.3892 19.6574
PS1 PS1 sdssj210150 0 18.6618 19.0487 19.3864 19.6519
PS1 PS1 sdssj210150 0 18.6605 19.049 19.3869 19.6525
PS1 PS1 sdssj210150 0 18.6601 19.0465 19.385 19.6519
PS1 PS1 sdssj210150 0 18.6609 19.0489 19.3897 19.6587
PS1 PS1 sdssj210150 0 18.6594 19.0482 19.3873 19.6537
PS1 PS1 sdssj210150 0 18.6594 19.0479 19.3868 19.6535
PS1 PS1 sdssj210150 0 18.662 19.0488 19.3861 19.6515
PS1 PS1 sdssj210150 0 18.6595 19.0475 19.3868 19.6537
PS1 PS1 sdssj210150 0 18.6613 19.0489 19.3875 19.6539
PS1 PS1 sdssj210150 0 18.6606 19.0504 19.3885 19.6537
PS1 PS1 sdssj210150 0 18.6598 19.0484 19.3863 19.6519
PS1 PS1 sdssj210150 0 18.6593 19.0466 19.3852 19.6519
PS1 PS1 sdssj210150 0 18.6618 19.05 19.39 19.6578
PS1 PS1 sdssj210150 0 18.6609 19.0506 19.3884 19.6534
PS1 PS1 sdssj210150 0 18.6599 19.0474 19.386 19.6526
PS1 PS1 sdssj210150 0 18.6617 19.0498 19.3873 19.6525
PS1 PS1 sdssj210150 0 18.6624 19.0494 19.3865 19.6517
PS1 PS1 sdssj210150 0 18.6603 19.0492 19.3877 19.6536
PS1 PS1 sdssj210150 0 18.6606 19.0466 19.3842 19.6499
PS1 PS1 sdssj210150 0 18.6651 19.0507 19.3878 19.6534
PS1 PS1 sdssj210150 0 18.664 19.0499 19.3872 19.6527
PS1 PS1 sdssj210150 0 18.6606 19.0495 19.388 19.6539
PS1 PS1 sdssj210150 0 18.6617 19.0485 19.387 19.654
PS1 PS1 sdssj210150 0 18.6576 19.0482 19.3891 19.6573
PS1 PS1 sdssj210150 0 18.6569 19.0469 19.3876 19.6554
PS1 PS1 sdssj210150 0 18.6619 19.05 19.3893 19.6564
PS1 PS1 sdssj210150 0 18.6617 19.0489 19.3872 19.6534
PS1 PS1 sdssj210150 0 18.6601 19.0477 19.386 19.6521
PS1 PS1 sdssj210150 0 18.6603 19.047 19.3852 19.652
PS1 PS1 sdssj210150 0 18.6649 19.051 19.3882 19.6537
PS1 PS1 sdssj210150 0 18.6609 19.0509 19.3907 19.6576
PS1 PS1 sdssj210150 0 18.6623 19.0468 19.3849 19.652
PS1 PS1 sdssj210150 0 18.6619 19.0507 19.3886 19.6537
PS1 PS1 sdssj210150 0 18.6592 19.046 19.3857 19.6539
PS1 PS1 sdssj210150 0 18.6601 19.046 19.3846 19.6514
PS1 PS1 sdssj210150 0 18.6606 19.0468 19.3851 19.6517
PS1 PS1 sdssj210150 0 18.6569 19.0466 19.3854 19.6511
PS1 PS1 sdssj210150 0 18.6613 19.0502 19.3901 19.6577
PS1 PS1 sdssj210150 0 18.661 19.0511 19.3912 19.6585
PS1 PS1 sdssj210150 0 18.6652 19.0507 19.3879 19.6536
PS1 PS1 sdssj210150 0 18.6564 19.0468 19.3878 19.6555
PS1 PS1 sdssj210150 0 18.663 19.0516 19.3901 19.6559
PS1 PS1 sdssj210150 0 18.6615 19.0465 19.3827 19.6475
PS1 PS1 sdssj210150 0 18.6587 19.0483 19.3884 19.6559
PS1 PS1 sdssj210150 0 18.6627 19.0493 19.386 19.6507
PS1 PS1 sdssj210150 0 18.6609 19.0482 19.3879 19.6557
PS1 PS1 sdssj210150 0 18.6592 19.0488 19.3862 19.6507
PS1 PS1 sdssj210150 0 18.6567 19.0484 19.3897 19.6576
PS1 PS1 sdssj210150 0 18.6609 19.0487 19.389 19.6573
PS1 PS1 sdssj210150 0 18.6623 19.0512 19.3883 19.6526
PS1 PS1 sdssj210150 0 18.6601 19.0454 19.3836 19.6503
PS1 PS1 sdssj210150 0 18.6585 19.0475 19.3865 19.653
PS1 PS1 sdssj210150 0 18.6621 19.0485 19.3861 19.6521
PS1 PS1 sdssj210150 0 18.658 19.0477 19.3903 19.6606
PS1 PS1 sdssj210150 0 18.6592 19.0482 19.3895 19.6585
PS1 PS1 sdssj210150 0 18.658 19.0488 19.3907 19.6597
PS1 PS1 sdssj210150 0 18.6612 19.048 19.3859 19.6521
PS1 PS1 sdssj210150 0 18.6599 19.0493 19.3884 19.6547
PS1 PS1 sdssj210150 0 18.6624 19.0497 19.3891 19.6564
PS1 PS1 sdssj210150 0 18.6591 19.0495 19.3893 19.656
PS1 PS1 sdssj210150 0 18.6589 19.0472 19.3848 19.6498
PS1 PS1 sdssj210150 0 18.6648 19.0512 19.3889 19.6548
PS1 PS1 sdssj210150 0 18.6613 19.05 19.3889 19.6553
PS1 PS1 sdssj210150 0 18.6619 19.0499 19.3886 19.6552
PS1 PS1 sdssj210150 0 18.6621 19.0508 19.3894 19.6553
PS1 PS1 sdssj210150 0 18.6587 19.0465 19.3853 19.652
PS1 PS1 sdssj210150 0 18.661 19.0477 19.3862 19.653
PS1 PS1 sdssj210150 0 18.6627 19.0486 19.386 19.6519
PS1 PS1 sdssj210150 0 18.6625 19.0514 19.3917 19.6594
PS1 PS1 sdssj210150 0 18.6617 19.0502 19.3905 19.6584
PS1 PS1 sdssj210150 0 18.658 19.0482 19.3901 19.6594
PS1 PS1 sdssj210150 0 18.659 19.0475 19.3895 19.6596
PS1 PS1 sdssj210150 0 18.6613 19.0483 19.3891 19.6584
PS1 PS1 sdssj210150 0 18.6607 19.0496 19.3862 19.6501
PS1 PS1 sdssj210150 0 18.6591 19.0455 19.383 19.6487
PS1 PS1 sdssj210150 0 18.6563 19.0457 19.3862 19.6543
PS1 PS1 sdssj210150 0 18.6593 19.0494 19.3904 19.6586
PS1 PS1 sdssj210150 0 18.6543 19.0448 19.3856 19.6535
PS1 PS1 sdssj210150 0 18.6638 19.0512 19.3901 19.6569
PS1 PS1 sdssj210150 0 18.6583 19.0471 19.3844 19.6489
PS1 PS1 sdssj210150 0 18.6627 19.0514 19.3885 19.653
PS1 PS1 sdssj210150 0 18.6618 19.0467 19.3823 19.6463
PS1 PS1 sdssj210150 0 18.6635 19.0496 19.3868 19.6524
PS1 PS1 sdssj232941 0 18.1603 18.4633 18.7545 18.9962
PS1 PS1 sdssj232941 0 18.1538 18.4595 18.7513 18.9928
PS1 PS1 sdssj232941 0 18.1628 18.4663 18.7549 18.9939
PS1 PS1 sdssj232941 0 18.1527 18.4551 18.7464 18.9887
PS1 PS1 sdssj232941 0 18.1626 18.4668 18.7573 18.9978
PS1 PS1 sdssj232941 0 18.152 18.4603 18.756 19.0008
PS1 PS1 sdssj232941 0 18.158 18.467 18.7592 19.0
PS1 PS1 sdssj232941 0 18.159 18.4578 18.748 18.9901
PS1 PS1 sdssj232941 0 18.1578 18.4575 18.7479 18.9901
PS1 PS1 sdssj232941 0 18.1576 18.4623 18.7566 19.0013
PS1 PS1 sdssj232941 0 18.1565 18.4614 18.7507 18.9897
PS1 PS1 sdssj232941 0 18.1564 18.4601 18.7516 18.9937
PS1 PS1 sdssj232941 0 18.1597 18.4608 18.7508 18.992
PS1 PS1 sdssj232941 0 18.1488 18.4568 18.751 18.9942
PS1 PS1 sdssj232941 0 18.1653 18.468 18.7576 18.9977
PS1 PS1 sdssj232941 0 18.1618 18.4646 18.7545 18.995
PS1 PS1 sdssj232941 0 18.1642 18.4638 18.7516 18.9908
PS1 PS1 sdssj232941 0 18.1527 18.4608 18.7543 18.997
PS1 PS1 sdssj232941 0 18.1605 18.4625 18.7519 18.9922
PS1 PS1 sdssj232941 0 18.1616 18.4626 18.7512 18.9907
PS1 PS1 sdssj232941 0 18.1602 18.4637 18.7548 18.9964
PS1 PS1 sdssj232941 0 18.1524 18.4581 18.7524 18.9963
PS1 PS1 sdssj232941 0 18.159 18.4617 18.7501 18.9891
PS1 PS1 sdssj232941 0 18.1535 18.4636 18.759 19.0029
PS1 PS1 sdssj232941 0 18.1588 18.4586 18.7465 18.9859
PS1 PS1 sdssj232941 0 18.1535 18.4597 18.7518 18.9936
PS1 PS1 sdssj232941 0 18.1519 18.458 18.7522 18.9961
PS1 PS1 sdssj232941 0 18.1574 18.4641 18.7578 19.0013
PS1 PS1 sdssj232941 0 18.1562 18.4618 18.754 18.9961
PS1 PS1 sdssj232941 0 18.1565 18.4612 18.7509 18.9907
PS1 PS1 sdssj232941 0 18.151 18.462 18.7578 19.0018
PS1 PS1 sdssj232941 0 18.1628 18.4627 18.7512 18.9911
PS1 PS1 sdssj232941 0 18.1611 18.469 18.7626 19.0057
PS1 PS1 sdssj232941 0 18.1575 18.4615 18.7524 18.9935
PS1 PS1 sdssj232941 0 18.1597 18.4655 18.757 18.9982
PS1 PS1 sdssj232941 0 18.1498 18.4612 18.7554 18.9974
PS1 PS1 sdssj232941 0 18.1601 18.4621 18.7535 18.9958
PS1 PS1 sdssj232941 0 18.1622 18.4644 18.7562 18.9988
PS1 PS1 sdssj232941 0 18.1552 18.4597 18.7503 18.991
PS1 PS1 sdssj232941 0 18.1562 18.4633 18.7551 18.996
PS1 PS1 sdssj232941 0 18.1578 18.4629 18.7554 18.9978
PS1 PS1 sdssj232941 0 18.1584 18.4649 18.7563 18.997
PS1 PS1 sdssj232941 0 18.1558 18.46 18.7531 18.9964
PS1 PS1 sdssj232941 0 18.1588 18.4631 18.7555 18.9979
PS1 PS1 sdssj232941 0 18.1597 18.4608 18.751 18.9923
PS1 PS1 sdssj232941 0 18.1531 18.4614 18.7548 18.9973
PS1 PS1 sdssj232941 0 18.1601 18.4668 18.7589 19.0005
PS1 PS1 sdssj232941 0 18.155 18.4596 18.7505 18.9915
PS1 PS1 sdssj232941 0 18.1586 18.4621 18.7535 18.9953
PS1 PS1 sdssj232941 0 18.1517 18.4579 18.7509 18.9935
PS1 PS1 sdssj232941 0 18.1615 18.464 18.7539 18.9945
PS1 PS1 sdssj232941 0 18.1609 18.4621 18.7526 18.9942
PS1 PS1 sdssj232941 0 18.1614 18.4621 18.7524 18.9939
PS1 PS1 sdssj232941 0 18.1562 18.4627 18.7549 18.9969
PS1 PS1 sdssj232941 0 18.1552 18.4578 18.7504 18.9938
PS1 PS1 sdssj232941 0 18.1604 18.4631 18.7553 18.9985
PS1 PS1 sdssj232941 0 18.1577 18.4644 18.757 18.9989
PS1 PS1 sdssj232941 0 18.1594 18.4635 18.7527 18.9919
PS1 PS1 sdssj232941 0 18.1608 18.4661 18.7559 18.9955
PS1 PS1 sdssj232941 0 18.1628 18.4682 18.7588 18.9991
PS1 PS1 sdssj232941 0 18.1519 18.4587 18.7524 18.9957
PS1 PS1 sdssj232941 0 18.1481 18.4531 18.7472 18.9914
PS1 PS1 sdssj232941 0 18.1567 18.4647 18.7577 18.9997
PS1 PS1 sdssj232941 0 18.152 18.4536 18.7438 18.985
PS1 PS1 sdssj232941 0 18.1587 18.4613 18.7526 18.9948
PS1 PS1 sdssj232941 0 18.1569 18.4597 18.7499 18.9908
PS1 PS1 sdssj232941 0 18.1566 18.4645 18.7584 19.0013
PS1 PS1 sdssj232941 0 18.1573 18.4617 18.7527 18.9937
PS1 PS1 sdssj232941 0 18.1604 18.4667 18.7587 19.0005
PS1 PS1 sdssj232941 0 18.1579 18.4633 18.7558 18.9982
PS1 PS1 sdssj232941 0 18.1602 18.4646 18.7562 18.998
PS1 PS1 sdssj232941 0 18.156 18.4597 18.7507 18.9923
PS1 PS1 sdssj232941 0 18.1588 18.4605 18.7503 18.9911
PS1 PS1 sdssj232941 0 18.1595 18.4628 18.7542 18.9962
PS1 PS1 sdssj232941 0 18.156 18.4618 18.7534 18.9947
PS1 PS1 sdssj232941 0 18.1575 18.4568 18.7441 18.9827
PS1 PS1 sdssj232941 0 18.1535 18.4608 18.7549 18.9983
PS1 PS1 sdssj232941 0 18.1597 18.4633 18.7543 18.9955
PS1 PS1 sdssj232941 0 18.158 18.4642 18.7545 18.9945
PS1 PS1 sdssj232941 0 18.1568 18.4586 18.7499 18.9922
PS1 PS1 sdssj232941 0 18.1596 18.4635 18.7569 19.0011
PS1 PS1 sdssj232941 0 18.1538 18.4598 18.7502 18.99
PS1 PS1 sdssj232941 0 18.1579 18.465 18.759 19.0024
PS1 PS1 sdssj232941 0 18.1562 18.4649 18.7594 19.003
PS1 PS1 sdssj232941 0 18.1565 18.4645 18.7585 19.0018
PS1 PS1 sdssj232941 0 18.1528 18.4597 18.7536 18.9971
PS1 PS1 sdssj232941 0 18.165 18.4671 18.7564 18.9964
PS1 PS1 sdssj232941 0 18.1557 18.4626 18.7557 18.9982
PS1 PS1 sdssj232941 0 18.1566 18.4616 18.7527 18.994
PS1 PS1 sdssj232941 0 18.166 18.4711 18.7612 19.0015
PS1 PS1 sdssj232941 0 18.1522 18.4553 18.7474 18.9898
PS1 PS1 sdssj232941 0 18.1539 18.4569 18.747 18.9876
PS1 PS1 sdssj232941 0 18.1573 18.4636 18.7555 18.997
PS1 PS1 sdssj232941 0 18.1581 18.4656 18.7583 19.0003
PS1 PS1 sdssj232941 0 18.1535 18.4559 18.7468 18.9884
PS1 PS1 sdssj232941 0 18.1552 18.4634 18.7551 18.996
PS1 PS1 sdssj232941 0 18.1516 18.4544 18.7451 18.9862
PS1 PS1 sdssj232941 0 18.152 18.4555 18.7458 18.9864
PS1 PS1 sdssj232941 0 18.157 18.4603 18.7503 18.9905
PS1 PS1 sdssj232941 0 18.157 18.4645 18.7593 19.0036
PS1 PS1 sdssj235144 0 18.0858 18.4427 18.7583 19.0062
PS1 PS1 sdssj235144 0 18.0858 18.4415 18.7566 19.0042
PS1 PS1 sdssj235144 0 18.0867 18.4423 18.7584 19.0071
PS1 PS1 sdssj235144 0 18.0839 18.4408 18.7587 19.0088
PS1 PS1 sdssj235144 0 18.0858 18.4422 18.7565 19.0031
PS1 PS1 sdssj235144 0 18.0861 18.4428 18.7568 19.0027
PS1 PS1 sdssj235144 0 18.0881 18.4435 18.7581 19.0052
PS1 PS1 sdssj235144 0 18.0864 18.4428 18.7582 19.0057
PS1 PS1 sdssj235144 0 18.0841 18.4404 18.7557 19.0032
PS1 PS1 sdssj235144 0 18.0859 18.4435 18.7601 19.0086
PS1 PS1 sdssj235144 0 18.0894 18.4454 18.759 19.0049
PS1 PS1 sdssj235144 0 18.0856 18.4422 18.7582 19.0063
PS1 PS1 sdssj235144 0 18.0855 18.4409 18.7562 19.0039
PS1 PS1 sdssj235144 0 18.0873 18.4424 18.7578 19.0057
PS1 PS1 sdssj235144 0 18.0833 18.4403 18.7569 19.0055
PS1 PS1 sdssj235144 0 18.0855 18.4437 18.7602 19.0084
PS1 PS1 sdssj235144 0 18.0857 18.4436 18.7596 19.0075
PS1 PS1 sdssj235144 0 18.0863 18.4417 18.7562 19.0032
PS1 PS1 sdssj235144 0 18.0882 18.4444 18.7594 19.0065
PS1 PS1 sdssj235144 0 18.0843 18.4396 18.7553 19.0033
PS1 PS1 sdssj235144 0 18.085 18.4421 18.7584 19.0066
PS1 PS1 sdssj235144 0 18.0893 18.4442 18.7578 19.0041
PS1 PS1 sdssj235144 0 18.0849 18.4398 18.755 19.0028
PS1 PS1 sdssj235144 0 18.0891 18.4456 18.7589 19.0042
PS1 PS1 sdssj235144 0 18.0867 18.4428 18.7592 19.0081
PS1 PS1 sdssj235144 0 18.0866 18.4424 18.7561 19.0021
PS1 PS1 sdssj235144 0 18.0866 18.4421 18.7564 19.0033
PS1 PS1 sdssj235144 0 18.0877 18.4431 18.7586 19.0066
PS1 PS1 sdssj235144 0 18.0886 18.4447 18.76 19.0077
PS1 PS1 sdssj235144 0 18.0847 18.4417 18.758 19.0064
PS1 PS1 sdssj235144 0 18.0877 18.4415 18.7545 19.0004
