survey version standard standard_catagory shift DES-g DES-r DES-i DES-z 
DES DES spectra/calspec23/ngc6681_2_stis_002.fits calspec23 -15 16.065 nan nan nan
DES DES spectra/calspec23/hd200775_stis_001.fits calspec23 -15 7.507 7.192 7.077 7.101
DES DES spectra/calspec23/agk_81d266_stisnic_007.fits calspec23 -15 11.643 12.237 12.643 12.975
DES DES spectra/calspec23/hd160617_stis_005.fits calspec23 -15 8.892 8.591 8.505 8.489
DES DES spectra/calspec23/hd142331_stis_005.fits calspec23 -15 8.982 8.515 8.404 8.37
DES DES spectra/calspec23/hd159222_stis_008.fits calspec23 -15 6.761 6.339 6.256 6.24
DES DES spectra/calspec23/bd54d1216_stis_005.fits calspec23 -15 9.867 9.573 9.494 9.484
DES DES spectra/calspec23/hd167060_stis_005.fits calspec23 -15 9.162 8.748 8.653 8.628
DES DES spectra/calspec23/bd21d0607_stis_006.fits calspec23 -15 9.374 9.102 9.029 9.021
DES DES spectra/calspec23/bd29d2091_stis_006.fits calspec23 -15 10.448 10.096 9.988 9.959
DES DES spectra/calspec23/hs2027_stis_006.fits calspec23 -15 16.447 16.894 17.273 17.6
DES DES spectra/calspec23/ngc6681_11_stis_002.fits calspec23 -15 15.67 nan nan nan
DES DES spectra/calspec23/hd074000_stis_006.fits calspec23 -15 9.8 9.549 9.485 9.481
DES DES spectra/calspec23/wd1026_453_stis_007.fits calspec23 -15 15.897 16.438 16.823 17.139
DES DES spectra/calspec23/hd14943_stis_005.fits calspec23 -15 5.9 5.966 6.098 6.18
DES DES spectra/calspec23/ngc6681_5_stis_002.fits calspec23 -15 15.866 nan nan nan
DES DES spectra/calspec23/bd_28d4211_stis_005.fits calspec23 -15 10.238 10.83 11.241 11.579
DES DES spectra/calspec23/bd02d3375_stis_006.fits calspec23 -15 10.113 9.796 9.695 9.667
DES DES spectra/calspec23/hd106252_stis_008.fits calspec23 -15 7.644 7.244 7.159 7.145
DES DES spectra/calspec23/hd111980_stis_006.fits calspec23 -15 8.567 8.214 8.113 8.082
DES DES spectra/calspec23/hd2811_stis_004.fits calspec23 -15 7.497 7.591 7.718 7.767
DES DES spectra/calspec23/delumi_stis_004.fits calspec23 -15 4.235 4.492 4.702 4.793
DES DES spectra/calspec23/hd60753_stis_004.fits calspec23 -15 6.534 6.855 7.1 7.251
DES DES spectra/calspec23/etauma_stis_007.fits calspec23 -15 1.614 2.068 2.388 2.608
DES DES spectra/calspec23/lamlep_stis_007.fits calspec23 -15 4.032 4.545 4.907 5.186
DES DES spectra/calspec23/hd031128_stis_006.fits calspec23 -15 9.304 8.991 8.902 8.886
DES DES spectra/calspec23/hd172728_stis_002.fits calspec23 -15 5.586 5.899 6.144 6.264
DES DES spectra/calspec23/109vir_stis_003.fits calspec23 -15 3.6 3.878 4.097 4.184
DES DES spectra/calspec23/sdssj151421_stis_005.fits calspec23 -15 15.705 16.168 16.513 16.807
DES DES spectra/calspec23/bd_17d4708_stisnic_007.fits calspec23 -15 9.623 9.343 9.266 9.252
DES DES spectra/calspec23/10lac_stis_007.fits calspec23 -15 4.658 5.111 5.441 5.707
DES DES spectra/calspec23/ngc6681_1_stis_002.fits calspec23 -15 15.785 nan nan nan
DES DES spectra/calspec23/sirius_stis_005.fits calspec23 -15 -1.565 -1.269 -1.026 -0.894
DES DES spectra/calspec23/hd93521_stis_007.fits calspec23 -15 6.786 7.267 7.624 7.912
DES DES spectra/calspec23/sigori_stis_001.fits calspec23 -15 3.593 4.087 4.437 4.721
