survey version standard standard_catagory shift ATLAS-c ATLAS-o 
ATLAS ATLAS spectra/calspec23/ngc6681_11_stis_002.fits calspec23 0 nan nan
ATLAS ATLAS spectra/calspec23/hd074000_stis_006.fits calspec23 0 9.6787 9.5191
ATLAS ATLAS spectra/calspec23/wd1026_453_stis_007.fits calspec23 0 16.0578 16.5254
ATLAS ATLAS spectra/calspec23/hd14943_stis_005.fits calspec23 0 5.8903 5.9908
ATLAS ATLAS spectra/calspec23/ngc6681_5_stis_002.fits calspec23 0 nan nan
ATLAS ATLAS spectra/calspec23/bd_28d4211_stis_005.fits calspec23 0 10.4228 10.9243
ATLAS ATLAS spectra/calspec23/bd02d3375_stis_006.fits calspec23 0 9.9652 9.7542
ATLAS ATLAS spectra/calspec23/hd106252_stis_008.fits calspec23 0 7.4522 7.2077
ATLAS ATLAS spectra/calspec23/hd111980_stis_006.fits calspec23 0 8.4013 8.1728
ATLAS ATLAS spectra/calspec23/hd2811_stis_004.fits calspec23 0 7.503 7.6151
ATLAS ATLAS spectra/calspec23/delumi_stis_004.fits calspec23 0 4.2983 4.5374
ATLAS ATLAS spectra/calspec23/hd60753_stis_004.fits calspec23 0 6.6272 6.9096
ATLAS ATLAS spectra/calspec23/etauma_stis_007.fits calspec23 0 1.7488 2.1409
ATLAS ATLAS spectra/calspec23/lamlep_stis_007.fits calspec23 0 4.1892 4.6276
ATLAS ATLAS spectra/calspec23/hd031128_stis_006.fits calspec23 0 9.1562 8.9533
ATLAS ATLAS spectra/calspec23/hd172728_stis_002.fits calspec23 0 5.6719 5.9538
ATLAS ATLAS spectra/calspec23/109vir_stis_003.fits calspec23 0 3.6724 3.926
ATLAS ATLAS spectra/calspec23/sdssj151421_stis_005.fits calspec23 0 15.8322 16.246
ATLAS ATLAS spectra/calspec23/bd_17d4708_stisnic_007.fits calspec23 0 9.4892 9.3088
ATLAS ATLAS spectra/calspec23/10lac_stis_007.fits calspec23 0 4.7956 5.186
ATLAS ATLAS spectra/calspec23/ngc6681_1_stis_002.fits calspec23 0 nan nan
ATLAS ATLAS spectra/calspec23/sirius_stis_005.fits calspec23 0 -1.489 -1.2153
ATLAS ATLAS spectra/calspec23/hd93521_stis_007.fits calspec23 0 6.9334 7.3493
ATLAS ATLAS spectra/calspec23/sigori_stis_001.fits calspec23 0 3.7445 4.1674
