survey version standard standard_catagory shift ZTF-g ZTF-r ZTF-i ZTF-G ZTF-R ZTF-I 
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_cd-691618_v2.fits stis_ngsl_v2 0 9.0971 9.4931 9.8121 9.0951 9.4983 9.8127
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd423607_v2.fits stis_ngsl_v2 0 10.4179 10.1435 10.0888 10.4202 10.1421 10.0887
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd187879_v2.fits stis_ngsl_v2 0 5.5353 5.8216 6.0661 5.5341 5.8256 6.0666
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd203638_v2.fits stis_ngsl_v2 0 5.8308 4.9391 4.6798 5.8357 4.9335 4.6794
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_vgkcom_v2.fits stis_ngsl_v2 0 7.5103 6.0281 4.5119 7.5205 6.0084 4.51
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_mmj6476_v2.fits stis_ngsl_v2 0 11.3422 11.2891 11.3734 11.3421 11.2905 11.3736
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd055496_v2.fits stis_ngsl_v2 0 8.7873 8.0946 7.8762 8.7927 8.09 7.8759
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd126614_v2.fits stis_ngsl_v2 0 9.1005 8.5294 8.4155 9.1042 8.5263 8.4153
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd099648_v2.fits stis_ngsl_v2 0 5.3573 4.6235 4.4253 5.3623 4.6189 4.425
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd+413306_v2.fits stis_ngsl_v2 0 9.1891 8.5796 8.3844 9.1932 8.5754 8.3841
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd170737_v2.fits stis_ngsl_v2 0 8.4401 7.8174 7.6001 8.445 7.8127 7.5998
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g63-26_v2.fits stis_ngsl_v2 0 12.3886 12.1071 12.0751 12.3908 12.1054 12.0752
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd076291_v2.fits stis_ngsl_v2 0 6.181 5.311 5.0334 6.1858 5.3051 5.033
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd345957_v2.fits stis_ngsl_v2 0 9.0756 8.7203 8.609 9.0781 8.7177 8.6089
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd078362_v2.fits stis_ngsl_v2 0 4.7137 4.5943 4.6736 4.7136 4.5951 4.6738
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_bd442051_v2.fits stis_ngsl_v2 0 9.4807 8.0223 7.1424 9.4858 8.0096 7.1411
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd142703_v2.fits stis_ngsl_v2 0 6.1223 6.0901 6.1486 6.1224 6.0909 6.1488
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_vbnvul_v2.fits stis_ngsl_v2 0 10.8536 10.3399 10.1044 10.8557 10.3359 10.104
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd166283_v2.fits stis_ngsl_v2 0 7.7946 7.8241 7.9558 7.7937 7.8263 7.9561
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd137759_v2.fits stis_ngsl_v2 0 4.0235 3.2787 3.0204 4.0281 3.2734 3.02
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd175156_v2.fits stis_ngsl_v2 0 5.0847 5.0958 5.1809 5.0849 5.0969 5.1811
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd037763_v2.fits stis_ngsl_v2 0 5.6461 4.7525 4.4881 5.6503 4.7469 4.4876
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd044007_v2.fits stis_ngsl_v2 0 8.3886 7.7223 7.4734 8.3936 7.7172 7.4731
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd101107_v2.fits stis_ngsl_v2 0 5.6793 5.5529 5.5953 5.6799 5.553 5.5955
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd187111_v2.fits stis_ngsl_v2 0 8.2842 7.2201 6.7854 8.2902 7.2114 6.7847
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd038510_v2.fits stis_ngsl_v2 0 8.3621 8.0252 7.9411 8.3651 8.0231 7.941
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd063077_v2.fits stis_ngsl_v2 0 5.5564 5.2173 5.128 5.5597 5.2152 5.1279
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd175305_v2.fits stis_ngsl_v2 0 7.6242 7.0884 6.9169 7.6289 7.0847 6.9166
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd124547_v2.fits stis_ngsl_v2 0 5.4255 4.2902 3.9004 5.4308 4.2823 3.8998
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd015089_v2.fits stis_ngsl_v2 0 4.5852 4.8088 5.0797 4.5834 4.8134 5.0803
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd013520_v2.fits stis_ngsl_v2 0 5.4267 4.1701 3.7001 5.4323 4.1612 3.6993
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd019019_v2.fits stis_ngsl_v2 0 7.0896 6.7395 6.6873 7.0925 6.7377 6.6873
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd190073_v2.fits stis_ngsl_v2 0 7.7684 7.8795 8.0054 7.7671 7.8814 8.0056
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd175805_v2.fits stis_ngsl_v2 0 7.8419 7.5346 7.5224 7.8442 7.5335 7.5225
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd194453_v2.fits stis_ngsl_v2 0 6.6169 6.9083 7.1489 6.6151 6.9124 7.1494
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd061064_v2.fits stis_ngsl_v2 0 5.1747 4.9601 4.9995 5.1765 4.9602 4.9996
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd134439_v2.fits stis_ngsl_v2 0 9.7547 9.2482 9.0861 9.7591 9.2449 9.0859
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd026630_v2.fits stis_ngsl_v2 0 4.5312 3.7691 3.5362 4.5354 3.764 3.5358
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd096446_v2.fits stis_ngsl_v2 0 6.4886 6.8818 7.186 6.4864 6.8868 7.1866
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_g180-24_v2.fits stis_ngsl_v2 0 10.0239 9.7296 9.6413 10.0259 9.7274 9.6412
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd080607_v2.fits stis_ngsl_v2 0 9.3963 8.8482 8.7393 9.4001 8.8452 8.7392
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd141795_v2.fits stis_ngsl_v2 0 3.6552 3.7754 3.9572 3.6539 3.7783 3.9576
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd157244_v2.fits stis_ngsl_v2 0 3.4693 2.2885 1.9233 3.4752 2.2809 1.9227
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd111515_v2.fits stis_ngsl_v2 0 8.3618 7.8852 7.7469 8.3661 7.882 7.7468
ZTF ZTF spectra/stis_ngsl_v2/h_stis_ngsl_hd107582_v2.fits stis_ngsl_v2 0 8.4153 7.9912 7.8792 8.4192 7.9885 7.8791
ZTF ZTF spectra/calspec23/bd26d2606_stis_006.fits calspec23 0 9.8493 9.5787 9.5014 9.8511 9.5767 9.5013
ZTF ZTF spectra/calspec23/wd0308_565_stis_009.fits calspec23 0 13.9394 14.3588 14.6842 13.9371 14.3643 14.6848
ZTF ZTF spectra/calspec23/sdss132811_stis_004.fits calspec23 0 16.9929 17.2786 17.524 16.9893 17.284 17.5245
ZTF ZTF spectra/calspec23/hz21_stis_007.fits calspec23 0 14.4065 14.9715 15.3902 14.4045 14.9785 15.391
ZTF ZTF spectra/calspec23/gj7541a_stis_004.fits calspec23 0 12.2214 12.4007 12.6086 12.2213 12.4036 12.6091
ZTF ZTF spectra/calspec23/ngc6681_3_stis_002.fits calspec23 0 16.6633 nan nan 16.662 nan nan
ZTF ZTF spectra/calspec23/16cygb_stis_004.fits calspec23 0 6.46 6.0183 5.9183 6.4639 6.0156 5.9182
ZTF ZTF spectra/calspec23/hd38949_stis_007.fits calspec23 0 7.983 7.6243 7.5572 7.9861 7.6223 7.5571
ZTF ZTF spectra/calspec23/hd115169_stis_003.fits calspec23 0 9.47 9.0442 8.9411 9.4739 9.0416 8.941
ZTF ZTF spectra/calspec23/feige34_stis_006.fits calspec23 0 10.8846 11.4582 11.8368 10.8819 11.4649 11.8375
ZTF ZTF spectra/calspec23/18sco_stis_005.fits calspec23 0 5.7079 5.2911 5.1948 5.7118 5.2886 5.1947
ZTF ZTF spectra/calspec23/ngc6681_9_stis_002.fits calspec23 0 15.7187 nan nan 15.7179 nan nan
ZTF ZTF spectra/calspec23/hd209458_stisnic_008.fits calspec23 0 7.8255 7.4918 7.4365 7.8284 7.49 7.4365
ZTF ZTF spectra/calspec23/wd0320_539_stis_005.fits calspec23 0 14.7003 15.2301 15.6318 14.6973 15.2371 15.6326
ZTF ZTF spectra/calspec23/mucol_stis_007.fits calspec23 0 4.8893 5.4194 5.8148 4.887 5.4259 5.8156
ZTF ZTF spectra/calspec23/ngc6681_12_stis_002.fits calspec23 0 16.9859 nan nan 16.9855 nan nan
ZTF ZTF spectra/calspec23/hz43_stis_005.fits calspec23 0 12.6433 13.2059 13.6184 12.6406 13.2129 13.6193
ZTF ZTF spectra/calspec23/hd101452_stis_003.fits calspec23 0 7.5661 7.5196 7.601 7.5662 7.5207 7.6012
ZTF ZTF spectra/calspec23/ngc2506g31_stis_003.fits calspec23 0 18.183 17.6935 17.5642 18.1872 17.6904 17.564
ZTF ZTF spectra/calspec23/hd158485_stis_005.fits calspec23 0 6.4331 6.5699 6.7319 6.4318 6.5727 6.7323
ZTF ZTF spectra/calspec23/ksi2ceti_stis_006.fits calspec23 0 4.1165 4.445 4.7109 4.1143 4.4496 4.7114
ZTF ZTF spectra/calspec23/hd37962_stis_010.fits calspec23 0 8.0662 7.644 7.5416 8.07 7.6414 7.5415
ZTF ZTF spectra/calspec23/ngc6681_10_stis_002.fits calspec23 0 18.138 nan nan 18.1377 nan nan
ZTF ZTF spectra/calspec23/hd116405_stis_006.fits calspec23 0 8.1605 8.4962 8.7698 8.1582 8.5009 8.7704
ZTF ZTF spectra/calspec23/hd009051_stis_007.fits calspec23 0 9.2655 8.6356 8.3932 9.2706 8.6305 8.3928
ZTF ZTF spectra/calspec23/ngc6681_4_stis_002.fits calspec23 0 15.8685 nan nan 15.8674 nan nan
ZTF ZTF spectra/calspec23/hd55677_stis_004.fits calspec23 0 9.3684 9.5538 9.7354 9.367 9.5569 9.7358
ZTF ZTF spectra/calspec23/feige110_stisnic_008.fits calspec23 0 11.5607 12.1209 12.529 11.558 12.1277 12.5298
ZTF ZTF spectra/calspec23/hd185975_stis_007.fits calspec23 0 8.3449 7.886 7.7765 8.349 7.8832 7.7764
ZTF ZTF spectra/calspec23/hd200654_stis_007.fits calspec23 0 9.334 8.8573 8.6667 9.3373 8.8532 8.6664
ZTF ZTF spectra/calspec23/hz44_stis_006.fits calspec23 0 11.3944 11.9479 12.3689 11.392 11.9548 12.3697
ZTF ZTF spectra/calspec23/ngc6681_7_stis_002.fits calspec23 0 15.3269 nan nan 15.3323 nan nan
ZTF ZTF spectra/calspec23/ngc6681_6_stis_002.fits calspec23 0 15.9353 nan nan 15.9345 nan nan
ZTF ZTF spectra/calspec23/wd0947_857_stis_007.fits calspec23 0 15.5084 16.0556 16.466 15.5057 16.0626 16.4669
ZTF ZTF spectra/calspec23/hd205905_stis_009.fits calspec23 0 6.9511 6.5532 6.4743 6.9546 6.551 6.4743
ZTF ZTF spectra/calspec23/eta1dor_stis_004.fits calspec23 0 5.5438 5.8558 6.111 5.5417 5.8602 6.1115
ZTF ZTF spectra/calspec23/sun_reference_stis_002.fits calspec23 0 -26.5034 -26.9567 -27.051 -26.4997 -26.9592 -27.0511
ZTF ZTF spectra/calspec23/hd163466_stis_005.fits calspec23 0 6.8294 6.8997 7.0312 6.8286 6.9018 7.0315
ZTF ZTF spectra/calspec23/hz4_stis_008.fits calspec23 0 14.4124 14.726 15.0181 14.4096 14.7321 15.0188
ZTF ZTF spectra/calspec23/bd_75d325_stis_006.fits calspec23 0 9.2515 9.8299 10.2535 9.2491 9.8371 10.2544
ZTF ZTF spectra/calspec23/alpha_lyr_stis_011.fits calspec23 0 -0.1092 0.1809 0.4243 -0.1113 0.1851 0.4248
ZTF ZTF spectra/calspec23/hd180609_stis_006.fits calspec23 0 9.3658 9.5211 9.6892 9.3644 9.524 9.6896
ZTF ZTF spectra/calspec23/bd11d3759_stis_003.fits calspec23 0 12.0228 10.4973 8.9196 12.0324 10.4763 8.9175
ZTF ZTF spectra/calspec23/hz43b_stis_005.fits calspec23 0 14.6529 13.5672 12.2627 14.6569 13.5501 12.2609
ZTF ZTF spectra/calspec23/hd128998_stis_003.fits calspec23 0 5.6795 5.9706 6.2094 5.6776 5.9747 6.2099
ZTF ZTF spectra/calspec23/ngc6681_8_stis_002.fits calspec23 0 16.6197 nan nan 16.6196 nan nan
ZTF ZTF spectra/calspec23/ngc6681_2_stis_002.fits calspec23 0 16.0473 nan nan 16.0463 nan nan
ZTF ZTF spectra/calspec23/hd200775_stis_001.fits calspec23 0 7.4927 7.1847 7.0697 7.4937 7.1814 7.0694
ZTF ZTF spectra/calspec23/agk_81d266_stisnic_007.fits calspec23 0 11.6353 12.224 12.6516 11.6326 12.231 12.6525
ZTF ZTF spectra/calspec23/hd160617_stis_005.fits calspec23 0 8.8766 8.5811 8.4959 8.8786 8.579 8.4958
ZTF ZTF spectra/calspec23/hd142331_stis_005.fits calspec23 0 8.9654 8.505 8.3948 8.9693 8.5022 8.3947
ZTF ZTF spectra/calspec23/hd159222_stis_008.fits calspec23 0 6.7434 6.3294 6.247 6.747 6.3271 6.247
ZTF ZTF spectra/calspec23/bd54d1216_stis_005.fits calspec23 0 9.8511 9.5623 9.485 9.8533 9.5603 9.485
ZTF ZTF spectra/calspec23/hd167060_stis_005.fits calspec23 0 9.1447 8.7381 8.6444 9.1485 8.7356 8.6443
ZTF ZTF spectra/calspec23/bd21d0607_stis_006.fits calspec23 0 9.3577 9.091 9.0207 9.3594 9.0893 9.0206
ZTF ZTF spectra/calspec23/bd29d2091_stis_006.fits calspec23 0 10.4332 10.0859 9.9777 10.4359 10.0834 9.9776
ZTF ZTF spectra/calspec23/hs2027_stis_006.fits calspec23 0 16.4417 16.8814 17.2801 16.4397 16.8874 17.281
ZTF ZTF spectra/calspec23/ngc6681_11_stis_002.fits calspec23 0 15.652 nan nan 15.6517 nan nan
ZTF ZTF spectra/calspec23/hd074000_stis_006.fits calspec23 0 9.7844 9.539 9.4759 9.7861 9.5373 9.4759
ZTF ZTF spectra/calspec23/wd1026_453_stis_007.fits calspec23 0 15.8846 16.4241 16.8305 15.8815 16.431 16.8313
ZTF ZTF spectra/calspec23/hd14943_stis_005.fits calspec23 0 5.8774 5.9534 6.0963 5.8765 5.9557 6.0966
ZTF ZTF spectra/calspec23/ngc6681_5_stis_002.fits calspec23 0 15.8506 nan nan 15.8503 nan nan
ZTF ZTF spectra/calspec23/bd_28d4211_stis_005.fits calspec23 0 10.2314 10.8169 11.25 10.2293 10.8241 11.2508
ZTF ZTF spectra/calspec23/bd02d3375_stis_006.fits calspec23 0 10.0982 9.7852 9.6851 10.1003 9.7828 9.685
ZTF ZTF spectra/calspec23/hd106252_stis_008.fits calspec23 0 7.6272 7.2343 7.1502 7.6308 7.232 7.1501
ZTF ZTF spectra/calspec23/hd111980_stis_006.fits calspec23 0 8.551 8.2042 8.1031 8.5539 8.2018 8.103
ZTF ZTF spectra/calspec23/hd2811_stis_004.fits calspec23 0 7.477 7.5792 7.7142 7.4762 7.5814 7.7145
ZTF ZTF spectra/calspec23/delumi_stis_004.fits calspec23 0 4.2151 4.479 4.7022 4.2133 4.4829 4.7027
ZTF ZTF spectra/calspec23/hd60753_stis_004.fits calspec23 0 6.5211 6.842 7.101 6.5194 6.8463 7.1015
ZTF ZTF spectra/calspec23/etauma_stis_007.fits calspec23 0 1.5993 2.0546 2.3923 1.5969 2.0603 2.393
ZTF ZTF spectra/calspec23/lamlep_stis_007.fits calspec23 0 4.022 4.5316 4.9131 4.0197 4.5379 4.9138
ZTF ZTF spectra/calspec23/hd031128_stis_006.fits calspec23 0 9.2889 8.981 8.893 9.2913 8.9788 8.893
ZTF ZTF spectra/calspec23/hd172728_stis_002.fits calspec23 0 5.5689 5.8865 6.1447 5.567 5.8908 6.1452
ZTF ZTF spectra/calspec23/109vir_stis_003.fits calspec23 0 3.5815 3.8651 4.097 3.5797 3.8691 4.0975
ZTF ZTF spectra/calspec23/sdssj151421_stis_005.fits calspec23 0 15.6872 16.1543 16.5197 15.684 16.1608 16.5205
ZTF ZTF spectra/calspec23/bd_17d4708_stisnic_007.fits calspec23 0 9.6072 9.3326 9.2568 9.609 9.3308 9.2567
ZTF ZTF spectra/calspec23/10lac_stis_007.fits calspec23 0 4.6477 5.0977 5.4463 4.6459 5.1034 5.447
ZTF ZTF spectra/calspec23/ngc6681_1_stis_002.fits calspec23 0 15.7667 nan nan 15.7657 nan nan
ZTF ZTF spectra/calspec23/sirius_stis_005.fits calspec23 0 -1.5848 -1.2823 -1.0244 -1.5871 -1.2778 -1.0239
ZTF ZTF spectra/calspec23/hd93521_stis_007.fits calspec23 0 6.7769 7.2544 7.6306 6.7747 7.2605 7.6314
ZTF ZTF spectra/calspec23/sigori_stis_001.fits calspec23 0 3.5832 4.0742 4.444 3.581 4.0802 4.4447
