survey version standard shift  SDSS-G SDSS-R SDSS-I SDSS-Z SDSS-g SDSS-r SDSS-i SDSS-z 
SDSS SDSS sdssj155745 0 17.4396 17.9537 18.3307 18.6718 17.4453 17.9537 18.3307 18.6718
SDSS SDSS sdssj155745 0 17.4412 17.9572 18.3352 18.6771 17.4469 17.9572 18.3352 18.6771
SDSS SDSS sdssj155745 0 17.4421 17.9556 18.3322 18.673 17.4477 17.9556 18.3322 18.673
SDSS SDSS sdssj155745 0 17.4405 17.9565 18.3346 18.6766 17.4462 17.9565 18.3346 18.6766
SDSS SDSS sdssj155745 0 17.4415 17.9569 18.3345 18.676 17.4471 17.9569 18.3345 18.676
SDSS SDSS sdssj155745 0 17.44 17.9552 18.3327 18.6742 17.4457 17.9552 18.3327 18.6742
SDSS SDSS sdssj155745 0 17.4421 17.9569 18.3341 18.6752 17.4478 17.9569 18.3341 18.6752
SDSS SDSS sdssj155745 0 17.4428 17.9579 18.3355 18.6772 17.4484 17.9579 18.3355 18.6772
SDSS SDSS sdssj155745 0 17.4436 17.9595 18.3371 18.6785 17.4493 17.9595 18.3371 18.6785
SDSS SDSS sdssj155745 0 17.4397 17.9574 18.3366 18.6794 17.4454 17.9574 18.3366 18.6794
SDSS SDSS sdssj155745 0 17.4409 17.9572 18.3355 18.6775 17.4465 17.9572 18.3355 18.6775
SDSS SDSS sdssj155745 0 17.4405 17.9561 18.3339 18.6756 17.4462 17.9561 18.3339 18.6756
SDSS SDSS sdssj155745 0 17.4425 17.9601 18.3388 18.681 17.4482 17.9601 18.3388 18.681
SDSS SDSS sdssj155745 0 17.4416 17.9556 18.3322 18.6727 17.4473 17.9556 18.3322 18.6727
SDSS SDSS sdssj155745 0 17.438 17.954 18.3317 18.6731 17.4437 17.954 18.3317 18.6731
SDSS SDSS sdssj155745 0 17.4423 17.9583 18.3363 18.678 17.4479 17.9583 18.3363 18.678
SDSS SDSS sdssj155745 0 17.4427 17.9558 18.3319 18.6721 17.4484 17.9558 18.3319 18.6721
SDSS SDSS sdssj155745 0 17.4387 17.9546 18.3326 18.6746 17.4444 17.9546 18.3326 18.6746
SDSS SDSS sdssj155745 0 17.4406 17.9565 18.3343 18.6757 17.4463 17.9565 18.3343 18.6757
SDSS SDSS sdssj155745 0 17.4393 17.9557 18.334 18.6762 17.445 17.9557 18.334 18.6762
SDSS SDSS sdssj155745 0 17.4411 17.9557 18.3328 18.6738 17.4467 17.9557 18.3328 18.6738
SDSS SDSS sdssj155745 0 17.4422 17.9585 18.3363 18.6777 17.4479 17.9585 18.3363 18.6777
SDSS SDSS sdssj155745 0 17.4406 17.9562 18.3338 18.6752 17.4463 17.9562 18.3338 18.6752
SDSS SDSS sdssj155745 0 17.4404 17.9553 18.3333 18.6755 17.446 17.9553 18.3333 18.6755
SDSS SDSS sdssj155745 0 17.4413 17.9576 18.3356 18.6772 17.447 17.9576 18.3356 18.6772
SDSS SDSS sdssj155745 0 17.4407 17.955 18.3322 18.6735 17.4463 17.955 18.3322 18.6735
SDSS SDSS sdssj155745 0 17.4395 17.9569 18.3355 18.6775 17.4452 17.9569 18.3355 18.6775
SDSS SDSS sdssj155745 0 17.443 17.9569 18.3334 18.6739 17.4487 17.9569 18.3334 18.6739
SDSS SDSS sdssj155745 0 17.4445 17.961 18.339 18.6807 17.4502 17.961 18.339 18.6807
SDSS SDSS sdssj155745 0 17.4413 17.9572 18.3351 18.677 17.447 17.9572 18.3351 18.677
SDSS SDSS sdssj155745 0 17.4438 17.9592 18.3372 18.679 17.4494 17.9592 18.3372 18.679
SDSS SDSS sdssj155745 0 17.4397 17.9568 18.3356 18.678 17.4454 17.9568 18.3356 18.678
SDSS SDSS sdssj155745 0 17.4396 17.9568 18.3359 18.6788 17.4453 17.9568 18.3359 18.6788
SDSS SDSS sdssj155745 0 17.4416 17.9573 18.3346 18.6756 17.4473 17.9573 18.3346 18.6756
SDSS SDSS sdssj155745 0 17.4403 17.9577 18.3365 18.679 17.446 17.9577 18.3365 18.679
SDSS SDSS sdssj155745 0 17.4426 17.9589 18.3372 18.6795 17.4483 17.9589 18.3372 18.6795
SDSS SDSS sdssj155745 0 17.4404 17.9555 18.3328 18.674 17.4461 17.9555 18.3328 18.674
SDSS SDSS sdssj155745 0 17.4379 17.9537 18.3321 18.6746 17.4435 17.9537 18.3321 18.6746
SDSS SDSS sdssj155745 0 17.4383 17.9548 18.3337 18.6764 17.444 17.9548 18.3337 18.6764
SDSS SDSS sdssj155745 0 17.4414 17.9565 18.3342 18.6759 17.4471 17.9565 18.3342 18.6759
SDSS SDSS sdssj155745 0 17.442 17.9562 18.3329 18.6737 17.4476 17.9562 18.3329 18.6737
SDSS SDSS sdssj155745 0 17.4405 17.957 18.336 18.6789 17.4461 17.957 18.336 18.6789
SDSS SDSS sdssj155745 0 17.4405 17.9554 18.3331 18.6751 17.4461 17.9554 18.3331 18.6751
SDSS SDSS sdssj155745 0 17.4402 17.9562 18.3341 18.6758 17.4458 17.9562 18.3341 18.6758
SDSS SDSS sdssj155745 0 17.4394 17.9564 18.3355 18.6783 17.4451 17.9564 18.3355 18.6783
SDSS SDSS sdssj155745 0 17.4398 17.9549 18.3324 18.6737 17.4454 17.9549 18.3324 18.6737
SDSS SDSS sdssj155745 0 17.441 17.9571 18.3351 18.6769 17.4467 17.9571 18.3351 18.6769
SDSS SDSS sdssj155745 0 17.4403 17.9561 18.3338 18.6752 17.446 17.9561 18.3338 18.6752
SDSS SDSS sdssj155745 0 17.4416 17.9571 18.3346 18.676 17.4473 17.9571 18.3346 18.676
SDSS SDSS sdssj155745 0 17.4406 17.9563 18.3341 18.6759 17.4463 17.9563 18.3341 18.6759
SDSS SDSS sdssj155745 0 17.4401 17.9558 18.3337 18.6755 17.4458 17.9558 18.3337 18.6755
SDSS SDSS sdssj155745 0 17.4396 17.9541 18.3312 18.6724 17.4453 17.9541 18.3312 18.6724
SDSS SDSS sdssj155745 0 17.4408 17.9551 18.3319 18.6727 17.4465 17.9551 18.3319 18.6727
SDSS SDSS sdssj155745 0 17.4394 17.9543 18.3317 18.6732 17.4451 17.9543 18.3317 18.6732
SDSS SDSS sdssj155745 0 17.4382 17.9535 18.3313 18.6732 17.4438 17.9535 18.3313 18.6732
SDSS SDSS sdssj155745 0 17.4401 17.9561 18.3338 18.6753 17.4458 17.9561 18.3338 18.6753
SDSS SDSS sdssj155745 0 17.438 17.9569 18.3369 18.6804 17.4437 17.9569 18.3369 18.6804
SDSS SDSS sdssj155745 0 17.4382 17.9557 18.3349 18.6776 17.4438 17.9557 18.3349 18.6776
SDSS SDSS sdssj155745 0 17.4407 17.9566 18.3346 18.6765 17.4464 17.9566 18.3346 18.6765
SDSS SDSS sdssj155745 0 17.4385 17.9546 18.3332 18.6758 17.4441 17.9546 18.3332 18.6758
SDSS SDSS sdssj155745 0 17.4395 17.9546 18.3319 18.6731 17.4452 17.9546 18.3319 18.6731
SDSS SDSS sdssj155745 0 17.4405 17.9551 18.3325 18.6739 17.4461 17.9551 18.3325 18.6739
SDSS SDSS sdssj163800 0 18.8071 19.2594 19.5998 19.9139 18.812 19.2594 19.5998 19.9139
SDSS SDSS sdssj163800 0 18.8054 19.2585 19.5986 19.9121 18.8104 19.2585 19.5986 19.9121
SDSS SDSS sdssj163800 0 18.8088 19.2566 19.5931 19.9035 18.8137 19.2566 19.5931 19.9035
SDSS SDSS sdssj163800 0 18.8076 19.2571 19.5946 19.9057 18.8125 19.2571 19.5946 19.9057
SDSS SDSS sdssj163800 0 18.8041 19.2567 19.5977 19.9125 18.809 19.2567 19.5977 19.9125
SDSS SDSS sdssj163800 0 18.808 19.2594 19.5985 19.9109 18.8129 19.2594 19.5985 19.9109
SDSS SDSS sdssj163800 0 18.8029 19.2567 19.5987 19.915 18.8078 19.2567 19.5987 19.915
SDSS SDSS sdssj163800 0 18.8045 19.2589 19.6004 19.9153 18.8094 19.2589 19.6004 19.9153
SDSS SDSS sdssj163800 0 18.8032 19.2543 19.5942 19.9082 18.8081 19.2543 19.5942 19.9082
SDSS SDSS sdssj163800 0 18.8044 19.259 19.6001 19.9139 18.8094 19.259 19.6001 19.9139
SDSS SDSS sdssj163800 0 18.8105 19.2631 19.6024 19.9148 18.8155 19.2631 19.6024 19.9148
SDSS SDSS sdssj163800 0 18.7959 19.2514 19.594 19.9098 18.8008 19.2514 19.594 19.9098
SDSS SDSS sdssj163800 0 18.8028 19.2536 19.5925 19.9051 18.8077 19.2536 19.5925 19.9051
SDSS SDSS sdssj163800 0 18.803 19.2536 19.5935 19.9078 18.8078 19.2536 19.5935 19.9078
SDSS SDSS sdssj163800 0 18.8022 19.2558 19.5971 19.9121 18.8071 19.2558 19.5971 19.9121
SDSS SDSS sdssj163800 0 18.806 19.2579 19.5971 19.9096 18.8109 19.2579 19.5971 19.9096
SDSS SDSS sdssj163800 0 18.804 19.2553 19.595 19.9083 18.8088 19.2553 19.595 19.9083
SDSS SDSS sdssj163800 0 18.8079 19.2581 19.5965 19.9087 18.8128 19.2581 19.5965 19.9087
SDSS SDSS sdssj163800 0 18.7977 19.2501 19.5906 19.9048 18.8026 19.2501 19.5906 19.9048
SDSS SDSS sdssj163800 0 18.8074 19.2589 19.5986 19.912 18.8123 19.2589 19.5986 19.912
SDSS SDSS sdssj163800 0 18.8032 19.2579 19.5988 19.9124 18.8081 19.2579 19.5988 19.9124
SDSS SDSS sdssj163800 0 18.8099 19.2594 19.5971 19.9085 18.8148 19.2594 19.5971 19.9085
SDSS SDSS sdssj163800 0 18.8024 19.2557 19.5967 19.9117 18.8073 19.2557 19.5967 19.9117
SDSS SDSS sdssj163800 0 18.8076 19.2614 19.6022 19.9161 18.8125 19.2614 19.6022 19.9161
SDSS SDSS sdssj163800 0 18.8075 19.2566 19.5947 19.9071 18.8124 19.2566 19.5947 19.9071
SDSS SDSS sdssj163800 0 18.805 19.257 19.5972 19.9112 18.8099 19.257 19.5972 19.9112
SDSS SDSS sdssj163800 0 18.8016 19.2568 19.599 19.9144 18.8065 19.2568 19.599 19.9144
SDSS SDSS sdssj163800 0 18.8032 19.2549 19.5948 19.9084 18.808 19.2549 19.5948 19.9084
SDSS SDSS sdssj163800 0 18.8014 19.2546 19.5952 19.9094 18.8063 19.2546 19.5952 19.9094
SDSS SDSS sdssj163800 0 18.8033 19.2568 19.598 19.9127 18.8082 19.2568 19.598 19.9127
SDSS SDSS sdssj163800 0 18.8093 19.2584 19.5962 19.9079 18.8142 19.2584 19.5962 19.9079
SDSS SDSS sdssj163800 0 18.8012 19.2541 19.5944 19.9083 18.8062 19.2541 19.5944 19.9083
SDSS SDSS sdssj163800 0 18.8024 19.2547 19.5955 19.9104 18.8072 19.2547 19.5955 19.9104
SDSS SDSS sdssj163800 0 18.8074 19.258 19.597 19.91 18.8123 19.258 19.597 19.91
SDSS SDSS sdssj163800 0 18.8045 19.2563 19.5955 19.9083 18.8094 19.2563 19.5955 19.9083
SDSS SDSS sdssj163800 0 18.8053 19.2598 19.6024 19.9187 18.8101 19.2598 19.6024 19.9187
SDSS SDSS sdssj163800 0 18.8085 19.257 19.595 19.9072 18.8133 19.257 19.595 19.9072
SDSS SDSS sdssj163800 0 18.8057 19.2588 19.5992 19.9132 18.8106 19.2588 19.5992 19.9132
SDSS SDSS sdssj163800 0 18.8045 19.2562 19.5951 19.9073 18.8094 19.2562 19.5951 19.9073
SDSS SDSS sdssj163800 0 18.7994 19.2535 19.5954 19.9111 18.8043 19.2535 19.5954 19.9111
SDSS SDSS sdssj163800 0 18.8089 19.2588 19.5978 19.9112 18.8137 19.2588 19.5978 19.9112
SDSS SDSS sdssj163800 0 18.8109 19.2641 19.6049 19.9194 18.8158 19.2641 19.6049 19.9194
SDSS SDSS sdssj163800 0 18.804 19.2574 19.5979 19.912 18.809 19.2574 19.5979 19.912
SDSS SDSS sdssj163800 0 18.8062 19.2568 19.5954 19.9076 18.8111 19.2568 19.5954 19.9076
SDSS SDSS sdssj163800 0 18.8042 19.2554 19.5947 19.9075 18.8091 19.2554 19.5947 19.9075
SDSS SDSS sdssj163800 0 18.7996 19.2544 19.5963 19.9116 18.8045 19.2544 19.5963 19.9116
SDSS SDSS sdssj163800 0 18.8051 19.2584 19.5987 19.9121 18.81 19.2584 19.5987 19.9121
SDSS SDSS sdssj163800 0 18.8041 19.2588 19.6002 19.9146 18.809 19.2588 19.6002 19.9146
SDSS SDSS sdssj163800 0 18.8016 19.2583 19.6013 19.9177 18.8066 19.2583 19.6013 19.9177
SDSS SDSS sdssj163800 0 18.8061 19.2579 19.5971 19.9097 18.8111 19.2579 19.5971 19.9097
SDSS SDSS sdssj163800 0 18.8074 19.2571 19.5948 19.9062 18.8123 19.2571 19.5948 19.9062
SDSS SDSS sdssj163800 0 18.8021 19.2528 19.5912 19.9031 18.807 19.2528 19.5912 19.9031
SDSS SDSS sdssj163800 0 18.8071 19.2575 19.5963 19.909 18.812 19.2575 19.5963 19.909
SDSS SDSS sdssj163800 0 18.806 19.2568 19.5953 19.9072 18.8109 19.2568 19.5953 19.9072
SDSS SDSS sdssj163800 0 18.8037 19.255 19.5941 19.9068 18.8086 19.255 19.5941 19.9068
SDSS SDSS sdssj163800 0 18.8015 19.2544 19.5953 19.9103 18.8064 19.2544 19.5953 19.9103
SDSS SDSS sdssj163800 0 18.805 19.2586 19.599 19.9125 18.8099 19.2586 19.599 19.9125
SDSS SDSS sdssj163800 0 18.8057 19.259 19.5989 19.912 18.8106 19.259 19.5989 19.912
SDSS SDSS sdssj163800 0 18.8047 19.2546 19.5931 19.9056 18.8096 19.2546 19.5931 19.9056
SDSS SDSS sdssj163800 0 18.798 19.2493 19.5894 19.9035 18.8028 19.2493 19.5894 19.9035
SDSS SDSS sdssj163800 0 18.8024 19.2544 19.5949 19.9099 18.8073 19.2544 19.5949 19.9099
SDSS SDSS sdssj163800 0 18.8068 19.2559 19.5936 19.9054 18.8117 19.2559 19.5936 19.9054
SDSS SDSS sdssj163800 0 18.8033 19.2576 19.6001 19.9166 18.8082 19.2576 19.6001 19.9166
SDSS SDSS sdssj163800 0 18.802 19.2539 19.5936 19.9071 18.8069 19.2539 19.5936 19.9071
SDSS SDSS sdssj163800 0 18.7999 19.2549 19.5977 19.9141 18.8048 19.2549 19.5977 19.9141
SDSS SDSS sdssj163800 0 18.8063 19.259 19.5991 19.9127 18.8112 19.259 19.5991 19.9127
SDSS SDSS sdssj163800 0 18.8054 19.2575 19.5972 19.9103 18.8103 19.2575 19.5972 19.9103
SDSS SDSS sdssj163800 0 18.8041 19.2582 19.5996 19.9142 18.809 19.2582 19.5996 19.9142
SDSS SDSS sdssj163800 0 18.8041 19.2599 19.6027 19.919 18.809 19.2599 19.6027 19.919
SDSS SDSS sdssj163800 0 18.8051 19.2566 19.5964 19.91 18.81 19.2566 19.5964 19.91
SDSS SDSS sdssj163800 0 18.8093 19.2625 19.6028 19.9166 18.8142 19.2625 19.6028 19.9166
SDSS SDSS sdssj163800 0 18.8059 19.2577 19.5976 19.9112 18.8108 19.2577 19.5976 19.9112
SDSS SDSS sdssj163800 0 18.8101 19.2578 19.5942 19.9047 18.815 19.2578 19.5942 19.9047
SDSS SDSS sdssj163800 0 18.8065 19.2578 19.5967 19.9091 18.8114 19.2578 19.5967 19.9091
SDSS SDSS sdssj163800 0 18.7959 19.2539 19.6002 19.9202 18.8007 19.2539 19.6002 19.9202
SDSS SDSS sdssj163800 0 18.8028 19.2527 19.5914 19.904 18.8077 19.2527 19.5914 19.904
SDSS SDSS sdssj163800 0 18.8037 19.2558 19.5955 19.9087 18.8086 19.2558 19.5955 19.9087
SDSS SDSS sdssj163800 0 18.808 19.2584 19.5965 19.9078 18.8129 19.2584 19.5965 19.9078
SDSS SDSS sdssj163800 0 18.8082 19.259 19.5977 19.9102 18.8131 19.259 19.5977 19.9102
SDSS SDSS sdssj163800 0 18.803 19.2578 19.5996 19.9151 18.808 19.2578 19.5996 19.9151
SDSS SDSS sdssj163800 0 18.8093 19.2585 19.5959 19.9071 18.8142 19.2585 19.5959 19.9071
SDSS SDSS sdssj163800 0 18.8025 19.2531 19.5935 19.9083 18.8073 19.2531 19.5935 19.9083
SDSS SDSS sdssj163800 0 18.8017 19.2542 19.5956 19.9115 18.8065 19.2542 19.5956 19.9115
SDSS SDSS sdssj163800 0 18.8068 19.2605 19.6011 19.9149 18.8117 19.2605 19.6011 19.9149
SDSS SDSS sdssj163800 0 18.8029 19.2543 19.5938 19.9071 18.8078 19.2543 19.5938 19.9071
SDSS SDSS sdssj163800 0 18.81 19.2611 19.6 19.9126 18.8149 19.2611 19.6 19.9126
SDSS SDSS sdssj163800 0 18.8023 19.2574 19.6001 19.9166 18.8072 19.2574 19.6001 19.9166
SDSS SDSS sdssj163800 0 18.8048 19.2551 19.5939 19.9068 18.8097 19.2551 19.5939 19.9068
SDSS SDSS sdssj163800 0 18.8045 19.2551 19.5939 19.9065 18.8094 19.2551 19.5939 19.9065
SDSS SDSS sdssj163800 0 18.8062 19.2555 19.5933 19.9051 18.8111 19.2555 19.5933 19.9051
SDSS SDSS sdssj163800 0 18.8064 19.2566 19.5952 19.9078 18.8113 19.2566 19.5952 19.9078
SDSS SDSS sdssj163800 0 18.8008 19.2555 19.5966 19.911 18.8058 19.2555 19.5966 19.911
SDSS SDSS sdssj163800 0 18.8049 19.2584 19.5983 19.9113 18.8099 19.2584 19.5983 19.9113
SDSS SDSS sdssj163800 0 18.8055 19.258 19.599 19.9141 18.8104 19.258 19.599 19.9141
SDSS SDSS sdssj163800 0 18.8029 19.2559 19.5966 19.911 18.8078 19.2559 19.5966 19.911
SDSS SDSS sdssj163800 0 18.8086 19.2606 19.6006 19.9144 18.8135 19.2606 19.6006 19.9144
SDSS SDSS sdssj163800 0 18.8065 19.2576 19.5965 19.9091 18.8114 19.2576 19.5965 19.9091
SDSS SDSS sdssj163800 0 18.8055 19.2551 19.5931 19.905 18.8104 19.2551 19.5931 19.905
SDSS SDSS sdssj181424 0 16.5194 16.979 17.3352 17.6702 16.5234 16.979 17.3352 17.6702
SDSS SDSS sdssj181424 0 16.5205 16.979 17.3345 17.6693 16.5244 16.979 17.3345 17.6693
SDSS SDSS sdssj181424 0 16.5187 16.9785 17.335 17.6705 16.5227 16.9785 17.335 17.6705
SDSS SDSS sdssj181424 0 16.5173 16.9763 17.3324 17.6676 16.5213 16.9763 17.3324 17.6676
SDSS SDSS sdssj181424 0 16.5201 16.9782 17.3335 17.668 16.524 16.9782 17.3335 17.668
SDSS SDSS sdssj181424 0 16.5196 16.979 17.3349 17.6697 16.5235 16.979 17.3349 17.6697
SDSS SDSS sdssj181424 0 16.5203 16.9784 17.3336 17.668 16.5242 16.9784 17.3336 17.668
SDSS SDSS sdssj181424 0 16.5206 16.9802 17.3364 17.6715 16.5245 16.9802 17.3364 17.6715
SDSS SDSS sdssj181424 0 16.5203 16.9797 17.3359 17.6711 16.5243 16.9797 17.3359 17.6711
SDSS SDSS sdssj181424 0 16.5186 16.9781 17.3344 17.6695 16.5225 16.9781 17.3344 17.6695
SDSS SDSS sdssj181424 0 16.5209 16.9802 17.3362 17.671 16.5249 16.9802 17.3362 17.671
SDSS SDSS sdssj181424 0 16.5187 16.9779 17.3338 17.6688 16.5227 16.9779 17.3338 17.6688
SDSS SDSS sdssj181424 0 16.5167 16.9769 17.3334 17.6686 16.5207 16.9769 17.3334 17.6686
SDSS SDSS sdssj181424 0 16.5203 16.9787 17.3344 17.6692 16.5242 16.9787 17.3344 17.6692
SDSS SDSS sdssj181424 0 16.5179 16.9767 17.3324 17.667 16.5218 16.9767 17.3324 17.667
SDSS SDSS sdssj181424 0 16.5201 16.9789 17.3345 17.6693 16.5241 16.9789 17.3345 17.6693
SDSS SDSS sdssj181424 0 16.5199 16.9788 17.3345 17.6691 16.5239 16.9788 17.3345 17.6691
SDSS SDSS sdssj181424 0 16.5221 16.9802 17.3355 17.6701 16.526 16.9802 17.3355 17.6701
SDSS SDSS sdssj181424 0 16.518 16.9766 17.3323 17.6671 16.5219 16.9766 17.3323 17.6671
SDSS SDSS sdssj181424 0 16.5202 16.9787 17.3341 17.6685 16.5242 16.9787 17.3341 17.6685
SDSS SDSS sdssj181424 0 16.518 16.9772 17.3334 17.6686 16.5219 16.9772 17.3334 17.6686
SDSS SDSS sdssj181424 0 16.5201 16.9796 17.3359 17.671 16.524 16.9796 17.3359 17.671
SDSS SDSS sdssj181424 0 16.519 16.9779 17.3338 17.6687 16.523 16.9779 17.3338 17.6687
SDSS SDSS sdssj181424 0 16.5212 16.9789 17.3337 17.6677 16.5251 16.9789 17.3337 17.6677
SDSS SDSS sdssj181424 0 16.5206 16.9795 17.3353 17.6701 16.5246 16.9795 17.3353 17.6701
SDSS SDSS sdssj181424 0 16.521 16.9793 17.335 17.67 16.5249 16.9793 17.335 17.67
SDSS SDSS sdssj181424 0 16.518 16.9775 17.3339 17.6693 16.522 16.9775 17.3339 17.6693
SDSS SDSS sdssj181424 0 16.5202 16.9788 17.3343 17.6686 16.5242 16.9788 17.3343 17.6686
SDSS SDSS sdssj181424 0 16.5186 16.9782 17.3344 17.6695 16.5225 16.9782 17.3344 17.6695
SDSS SDSS sdssj181424 0 16.5191 16.9779 17.3334 17.6678 16.5231 16.9779 17.3334 17.6678
SDSS SDSS sdssj181424 0 16.5182 16.9783 17.3348 17.67 16.5222 16.9783 17.3348 17.67
SDSS SDSS sdssj181424 0 16.5193 16.9786 17.3347 17.6697 16.5233 16.9786 17.3347 17.6697
SDSS SDSS sdssj181424 0 16.5185 16.9777 17.3338 17.6687 16.5225 16.9777 17.3338 17.6687
SDSS SDSS sdssj181424 0 16.5196 16.9795 17.3358 17.671 16.5236 16.9795 17.3358 17.671
SDSS SDSS sdssj181424 0 16.5192 16.9793 17.3358 17.6711 16.5232 16.9793 17.3358 17.6711
SDSS SDSS sdssj181424 0 16.5199 16.9797 17.3361 17.6715 16.5238 16.9797 17.3361 17.6715
SDSS SDSS sdssj181424 0 16.5183 16.9772 17.3331 17.6681 16.5222 16.9772 17.3331 17.6681
SDSS SDSS sdssj181424 0 16.5186 16.9799 17.3374 17.6736 16.5226 16.9799 17.3374 17.6736
SDSS SDSS sdssj181424 0 16.5196 16.9775 17.3328 17.6674 16.5235 16.9775 17.3328 17.6674
SDSS SDSS sdssj181424 0 16.5182 16.9786 17.3353 17.6708 16.5222 16.9786 17.3353 17.6708
SDSS SDSS sdssj181424 0 16.5207 16.9789 17.3342 17.6686 16.5247 16.9789 17.3342 17.6686
SDSS SDSS sdssj181424 0 16.5197 16.9792 17.3356 17.6709 16.5237 16.9792 17.3356 17.6709
SDSS SDSS sdssj181424 0 16.5199 16.9786 17.3342 17.6688 16.5239 16.9786 17.3342 17.6688
SDSS SDSS sdssj181424 0 16.5205 16.9797 17.3358 17.6711 16.5245 16.9797 17.3358 17.6711
SDSS SDSS sdssj181424 0 16.5191 16.9785 17.3348 17.6702 16.5231 16.9785 17.3348 17.6702
SDSS SDSS sdssj181424 0 16.5179 16.9783 17.3351 17.6708 16.5218 16.9783 17.3351 17.6708
SDSS SDSS sdssj181424 0 16.5197 16.9784 17.334 17.6687 16.5237 16.9784 17.334 17.6687
SDSS SDSS sdssj181424 0 16.5179 16.9778 17.3342 17.6693 16.5218 16.9778 17.3342 17.6693
SDSS SDSS sdssj181424 0 16.5197 16.9806 17.3378 17.6738 16.5237 16.9806 17.3378 17.6738
SDSS SDSS sdssj181424 0 16.5203 16.9791 17.3347 17.6692 16.5243 16.9791 17.3347 17.6692
SDSS SDSS sdssj181424 0 16.5195 16.9789 17.335 17.6701 16.5235 16.9789 17.335 17.6701
SDSS SDSS sdssj181424 0 16.5187 16.978 17.3341 17.6692 16.5226 16.978 17.3341 17.6692
SDSS SDSS sdssj181424 0 16.5206 16.9778 17.3326 17.6667 16.5245 16.9778 17.3326 17.6667
SDSS SDSS sdssj181424 0 16.5167 16.9767 17.3332 17.6683 16.5207 16.9767 17.3332 17.6683
SDSS SDSS sdssj181424 0 16.5175 16.9773 17.334 17.6696 16.5214 16.9773 17.334 17.6696
SDSS SDSS sdssj181424 0 16.5202 16.9807 17.3374 17.6727 16.5242 16.9807 17.3374 17.6727
SDSS SDSS sdssj181424 0 16.5199 16.9784 17.3339 17.6684 16.5238 16.9784 17.3339 17.6684
SDSS SDSS sdssj181424 0 16.5201 16.9788 17.3344 17.669 16.5241 16.9788 17.3344 17.669
SDSS SDSS sdssj181424 0 16.5202 16.9797 17.3359 17.6709 16.5241 16.9797 17.3359 17.6709
SDSS SDSS sdssj181424 0 16.5201 16.978 17.3333 17.6677 16.524 16.978 17.3333 17.6677
SDSS SDSS sdssj181424 0 16.5181 16.9769 17.3327 17.6675 16.522 16.9769 17.3327 17.6675
SDSS SDSS sdssj181424 0 16.5186 16.9769 17.3323 17.6668 16.5225 16.9769 17.3323 17.6668
SDSS SDSS sdssj181424 0 16.5193 16.9796 17.3361 17.6714 16.5233 16.9796 17.3361 17.6714
SDSS SDSS sdssj181424 0 16.5197 16.9773 17.3322 17.6663 16.5236 16.9773 17.3322 17.6663
SDSS SDSS sdssj181424 0 16.5201 16.9803 17.337 17.6724 16.5241 16.9803 17.337 17.6724
SDSS SDSS sdssj181424 0 16.5171 16.9767 17.333 17.6682 16.521 16.9767 17.333 17.6682
SDSS SDSS sdssj181424 0 16.5184 16.9772 17.333 17.6679 16.5223 16.9772 17.333 17.6679
SDSS SDSS sdssj181424 0 16.5204 16.9795 17.3353 17.67 16.5243 16.9795 17.3353 17.67
SDSS SDSS sdssj181424 0 16.518 16.9778 17.3343 17.6698 16.5219 16.9778 17.3343 17.6698
SDSS SDSS sdssj181424 0 16.521 16.9791 17.3342 17.6685 16.5249 16.9791 17.3342 17.6685
SDSS SDSS sdssj181424 0 16.5212 16.9808 17.337 17.6721 16.5252 16.9808 17.337 17.6721
SDSS SDSS sdssj181424 0 16.5184 16.9777 17.3339 17.6691 16.5224 16.9777 17.3339 17.6691
SDSS SDSS sdssj181424 0 16.5185 16.9775 17.3333 17.6679 16.5225 16.9775 17.3333 17.6679
SDSS SDSS sdssj181424 0 16.5185 16.9783 17.3349 17.6706 16.5225 16.9783 17.3349 17.6706
SDSS SDSS sdssj181424 0 16.5187 16.9779 17.3339 17.6689 16.5226 16.9779 17.3339 17.6689
SDSS SDSS sdssj181424 0 16.5206 16.9783 17.3334 17.6678 16.5246 16.9783 17.3334 17.6678
SDSS SDSS sdssj181424 0 16.5193 16.9786 17.3346 17.6696 16.5233 16.9786 17.3346 17.6696
SDSS SDSS sdssj181424 0 16.5197 16.9793 17.3356 17.6709 16.5236 16.9793 17.3356 17.6709
SDSS SDSS sdssj181424 0 16.5187 16.9775 17.3333 17.6681 16.5227 16.9775 17.3333 17.6681
SDSS SDSS sdssj181424 0 16.5209 16.9804 17.3363 17.6708 16.5249 16.9804 17.3363 17.6708
SDSS SDSS sdssj181424 0 16.5195 16.9776 17.3329 17.6675 16.5235 16.9776 17.3329 17.6675
SDSS SDSS sdssj181424 0 16.5175 16.9759 17.3315 17.6664 16.5215 16.9759 17.3315 17.6664
SDSS SDSS sdssj181424 0 16.5202 16.9792 17.3353 17.6703 16.5241 16.9792 17.3353 17.6703
SDSS SDSS sdssj181424 0 16.5174 16.9777 17.3346 17.6703 16.5214 16.9777 17.3346 17.6703
SDSS SDSS sdssj181424 0 16.5188 16.9779 17.334 17.6692 16.5227 16.9779 17.334 17.6692
SDSS SDSS sdssj181424 0 16.5206 16.978 17.3326 17.6664 16.5246 16.978 17.3326 17.6664
SDSS SDSS sdssj181424 0 16.5176 16.9772 17.3334 17.6685 16.5216 16.9772 17.3334 17.6685
SDSS SDSS sdssj181424 0 16.5187 16.9774 17.3331 17.6679 16.5226 16.9774 17.3331 17.6679
