survey version standard standard_catagory shift GAIA-X GAIA-X GAIA-X 
GAIA GAIA spectra/calspec23/wd0947_857_stis_007.fits calspec23 0 15.8313 15.5615 16.4055
GAIA GAIA spectra/calspec23/hd205905_stis_009.fits calspec23 0 6.7077 6.911 6.487
GAIA GAIA spectra/calspec23/eta1dor_stis_004.fits calspec23 0 5.7912 5.6759 6.0677
GAIA GAIA spectra/calspec23/sun_reference_stis_002.fits calspec23 0 -26.7901 -26.567 -27.0337
GAIA GAIA spectra/calspec23/hd163466_stis_005.fits calspec23 0 6.9316 6.9213 7.0111
GAIA GAIA spectra/calspec23/hz4_stis_008.fits calspec23 0 14.6615 14.5185 14.999
GAIA GAIA spectra/calspec23/bd_75d325_stis_006.fits calspec23 0 9.5801 9.2932 10.1888
GAIA GAIA spectra/calspec23/alpha_lyr_stis_011.fits calspec23 0 0.127 0.0232 0.3815
GAIA GAIA spectra/calspec23/hd180609_stis_006.fits calspec23 0 9.5208 9.4756 9.6611
GAIA GAIA spectra/calspec23/bd11d3759_stis_003.fits calspec23 0 10.0084 11.5774 9.0158
GAIA GAIA spectra/calspec23/hz43b_stis_005.fits calspec23 0 13.2502 14.3826 12.3814
GAIA GAIA spectra/calspec23/hd128998_stis_003.fits calspec23 0 5.9146 5.8112 6.167
GAIA GAIA spectra/calspec23/ngc6681_8_stis_002.fits calspec23 0 nan nan nan
GAIA GAIA spectra/calspec23/ngc6681_2_stis_002.fits calspec23 0 nan nan nan
GAIA GAIA spectra/calspec23/hd200775_stis_001.fits calspec23 0 7.29 7.4495 7.0884
GAIA GAIA spectra/calspec23/agk_81d266_stisnic_007.fits calspec23 0 11.9706 11.6827 12.5856
GAIA GAIA spectra/calspec23/hd160617_stis_005.fits calspec23 0 8.6932 8.8537 8.5111
GAIA GAIA spectra/calspec23/hd142331_stis_005.fits calspec23 0 8.6688 8.9053 8.4107
GAIA GAIA spectra/calspec23/hd159222_stis_008.fits calspec23 0 6.4882 6.6988 6.2599
GAIA GAIA spectra/calspec23/bd54d1216_stis_005.fits calspec23 0 9.6745 9.8291 9.4996
GAIA GAIA spectra/calspec23/hd167060_stis_005.fits calspec23 0 8.8902 9.1017 8.6586
GAIA GAIA spectra/calspec23/bd21d0607_stis_006.fits calspec23 0 9.1972 9.3415 9.0344
GAIA GAIA spectra/calspec23/bd29d2091_stis_006.fits calspec23 0 10.2078 10.3921 9.996
GAIA GAIA spectra/calspec23/hs2027_stis_006.fits calspec23 0 16.7141 16.4681 17.2193
GAIA GAIA spectra/calspec23/ngc6681_11_stis_002.fits calspec23 0 nan nan nan
GAIA GAIA spectra/calspec23/hd074000_stis_006.fits calspec23 0 9.6395 9.7739 9.4887
GAIA GAIA spectra/calspec23/wd1026_453_stis_007.fits calspec23 0 16.2096 15.9472 16.7711
GAIA GAIA spectra/calspec23/hd14943_stis_005.fits calspec23 0 5.9859 5.9711 6.0749
GAIA GAIA spectra/calspec23/ngc6681_5_stis_002.fits calspec23 0 nan nan nan
GAIA GAIA spectra/calspec23/bd_28d4211_stis_005.fits calspec23 0 10.5653 10.2764 11.183
GAIA GAIA spectra/calspec23/bd02d3375_stis_006.fits calspec23 0 9.8976 10.0678 9.702
GAIA GAIA spectra/calspec23/hd106252_stis_008.fits calspec23 0 7.3847 7.5867 7.1642
GAIA GAIA spectra/calspec23/hd111980_stis_006.fits calspec23 0 8.3303 8.517 8.1191
GAIA GAIA spectra/calspec23/hd2811_stis_004.fits calspec23 0 7.595 7.5737 7.6895
GAIA GAIA spectra/calspec23/delumi_stis_004.fits calspec23 0 4.4351 4.3444 4.6623
GAIA GAIA spectra/calspec23/hd60753_stis_004.fits calspec23 0 6.754 6.6105 7.058
GAIA GAIA spectra/calspec23/etauma_stis_007.fits calspec23 0 1.9053 1.7078 2.3385
GAIA GAIA spectra/calspec23/lamlep_stis_007.fits calspec23 0 4.336 4.0921 4.8539
GAIA GAIA spectra/calspec23/hd031128_stis_006.fits calspec23 0 9.0966 9.2616 8.909
GAIA GAIA spectra/calspec23/hd172728_stis_002.fits calspec23 0 5.8154 5.6941 6.0988
GAIA GAIA spectra/calspec23/109vir_stis_003.fits calspec23 0 3.8101 3.7094 4.0534
GAIA GAIA spectra/calspec23/sdssj151421_stis_005.fits calspec23 0 15.9895 15.7638 16.4738
GAIA GAIA spectra/calspec23/bd_17d4708_stisnic_007.fits calspec23 0 9.4401 9.5898 9.2707
GAIA GAIA spectra/calspec23/10lac_stis_007.fits calspec23 0 4.9313 4.7064 5.3943
GAIA GAIA spectra/calspec23/ngc6681_1_stis_002.fits calspec23 0 nan nan nan
GAIA GAIA spectra/calspec23/sirius_stis_005.fits calspec23 0 -1.3405 -1.4533 -1.067
GAIA GAIA spectra/calspec23/hd93521_stis_007.fits calspec23 0 7.074 6.835 7.5726
GAIA GAIA spectra/calspec23/sigori_stis_001.fits calspec23 0 3.888 3.6506 4.3872
