survey version standard standard_catagory shift ASASSN-g ASASSN-j ASASSN-i ASASSN-h 
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd019019_v2.fits stis_ngsl_v2 0 7.491 6.921 6.773 6.693
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd190073_v2.fits stis_ngsl_v2 0 7.92 7.836 7.89 8.009
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd175805_v2.fits stis_ngsl_v2 0 8.246 7.684 7.564 7.523
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd194453_v2.fits stis_ngsl_v2 0 6.709 6.757 6.911 7.126
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd061064_v2.fits stis_ngsl_v2 0 5.531 5.057 4.983 4.998
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd134439_v2.fits stis_ngsl_v2 0 10.239 9.518 9.291 9.109
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd026630_v2.fits stis_ngsl_v2 0 5.178 4.152 3.821 3.561
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd096446_v2.fits stis_ngsl_v2 0 6.491 6.68 6.879 7.155
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_g180-24_v2.fits stis_ngsl_v2 0 10.348 9.894 9.766 9.652
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd080607_v2.fits stis_ngsl_v2 0 9.964 9.123 8.887 8.753
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd141795_v2.fits stis_ngsl_v2 0 3.861 3.708 3.785 3.938
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd157244_v2.fits stis_ngsl_v2 0 4.472 2.854 2.351 1.971
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd111515_v2.fits stis_ngsl_v2 0 8.852 8.128 7.926 7.764
ASASSN2 ASASSN2 spectra/stis_ngsl_v2/h_stis_ngsl_hd107582_v2.fits stis_ngsl_v2 0 8.859 8.211 8.03 7.893
ASASSN2 ASASSN2 spectra/calspec23/bd26d2606_stis_006.fits calspec23 0 10.143 9.733 9.614 9.513
ASASSN2 ASASSN2 spectra/calspec23/wd0308_565_stis_009.fits calspec23 0 13.952 14.122 14.352 14.65
ASASSN2 ASASSN2 spectra/calspec23/sdss132811_stis_004.fits calspec23 0 17.187 17.077 17.284 17.493
ASASSN2 ASASSN2 spectra/calspec23/hz21_stis_007.fits calspec23 0 14.284 14.681 14.959 15.346
ASASSN2 ASASSN2 spectra/calspec23/gj7541a_stis_004.fits calspec23 0 12.298 12.308 12.408 12.586
ASASSN2 ASASSN2 spectra/calspec23/ngc6681_3_stis_002.fits calspec23 0 16.775 nan nan nan
ASASSN2 ASASSN2 spectra/calspec23/16cygb_stis_004.fits calspec23 0 6.93 6.248 6.056 5.93
ASASSN2 ASASSN2 spectra/calspec23/hd38949_stis_007.fits calspec23 0 8.385 7.814 7.659 7.565
ASASSN2 ASASSN2 spectra/calspec23/hd115169_stis_003.fits calspec23 0 9.924 9.268 9.082 8.953
ASASSN2 ASASSN2 spectra/calspec23/feige34_stis_006.fits calspec23 0 10.763 11.171 11.447 11.799
ASASSN2 ASASSN2 spectra/calspec23/18sco_stis_005.fits calspec23 0 6.166 5.51 5.329 5.206
ASASSN2 ASASSN2 spectra/calspec23/ngc6681_9_stis_002.fits calspec23 0 15.918 nan nan nan
ASASSN2 ASASSN2 spectra/calspec23/hd209458_stisnic_008.fits calspec23 0 8.223 7.667 7.525 7.443
ASASSN2 ASASSN2 spectra/calspec23/wd0320_539_stis_005.fits calspec23 0 14.643 14.947 15.219 15.588
ASASSN2 ASASSN2 spectra/calspec23/mucol_stis_007.fits calspec23 0 4.808 5.146 5.409 5.773
ASASSN2 ASASSN2 spectra/calspec23/ngc6681_12_stis_002.fits calspec23 0 17.13 nan nan nan
ASASSN2 ASASSN2 spectra/calspec23/hz43_stis_005.fits calspec23 0 12.544 12.916 13.194 13.574
ASASSN2 ASASSN2 spectra/calspec23/hd101452_stis_003.fits calspec23 0 7.833 7.546 7.539 7.593
ASASSN2 ASASSN2 spectra/calspec23/ngc2506g31_stis_003.fits calspec23 0 18.644 17.945 17.735 17.577
ASASSN2 ASASSN2 spectra/calspec23/hd158485_stis_005.fits calspec23 0 6.62 6.499 6.581 6.716
ASASSN2 ASASSN2 spectra/calspec23/ksi2ceti_stis_006.fits calspec23 0 4.195 4.278 4.446 4.684
ASASSN2 ASASSN2 spectra/calspec23/hd37962_stis_010.fits calspec23 0 8.517 7.864 7.682 7.554
ASASSN2 ASASSN2 spectra/calspec23/ngc6681_10_stis_002.fits calspec23 0 18.342 nan nan nan
ASASSN2 ASASSN2 spectra/calspec23/hd116405_stis_006.fits calspec23 0 8.228 8.325 8.497 8.743
ASASSN2 ASASSN2 spectra/calspec23/hd009051_stis_007.fits calspec23 0 9.801 8.966 8.688 8.422
ASASSN2 ASASSN2 spectra/calspec23/ngc6681_4_stis_002.fits calspec23 0 16.007 nan nan nan
ASASSN2 ASASSN2 spectra/calspec23/hd55677_stis_004.fits calspec23 0 9.511 9.462 9.562 9.719
ASASSN2 ASASSN2 spectra/calspec23/feige110_stisnic_008.fits calspec23 0 11.462 11.835 12.11 12.484
ASASSN2 ASASSN2 spectra/calspec23/hd185975_stis_007.fits calspec23 0 8.827 8.124 7.925 7.789
ASASSN2 ASASSN2 spectra/calspec23/hd200654_stis_007.fits calspec23 0 9.721 9.12 8.904 8.691
ASASSN2 ASASSN2 spectra/calspec23/hz44_stis_006.fits calspec23 0 11.3 11.658 11.935 12.323
ASASSN2 ASASSN2 spectra/calspec23/ngc6681_7_stis_002.fits calspec23 0 15.931 nan nan nan
ASASSN2 ASASSN2 spectra/calspec23/ngc6681_6_stis_002.fits calspec23 0 16.086 nan nan nan
ASASSN2 ASASSN2 spectra/calspec23/wd0947_857_stis_007.fits calspec23 0 15.42 15.768 16.044 16.421
ASASSN2 ASASSN2 spectra/calspec23/hd205905_stis_009.fits calspec23 0 7.396 6.761 6.589 6.483
ASASSN2 ASASSN2 spectra/calspec23/eta1dor_stis_004.fits calspec23 0 5.644 5.693 5.858 6.085
ASASSN2 ASASSN2 spectra/calspec23/sun_reference_stis_002.fits calspec23 0 -26.046 -26.72 -26.92 -27.038
ASASSN2 ASASSN2 spectra/calspec23/hd163466_stis_005.fits calspec23 0 7.041 6.867 6.914 7.018
ASASSN2 ASASSN2 spectra/calspec23/hz4_stis_008.fits calspec23 0 14.575 14.51 14.726 14.984
ASASSN2 ASASSN2 spectra/calspec23/bd_75d325_stis_006.fits calspec23 0 9.128 9.534 9.817 10.209
ASASSN2 ASASSN2 spectra/calspec23/alpha_lyr_stis_011.fits calspec23 0 0.002 0.03 0.184 0.4
ASASSN2 ASASSN2 spectra/calspec23/hd180609_stis_006.fits calspec23 0 9.541 9.44 9.531 9.673
ASASSN2 ASASSN2 spectra/calspec23/bd11d3759_stis_003.fits calspec23 0 13.063 11.384 10.688 9.074
ASASSN2 ASASSN2 spectra/calspec23/hz43b_stis_005.fits calspec23 0 15.129 14.296 13.72 12.4
ASASSN2 ASASSN2 spectra/calspec23/hd128998_stis_003.fits calspec23 0 5.788 5.819 5.974 6.186
ASASSN2 ASASSN2 spectra/calspec23/ngc6681_8_stis_002.fits calspec23 0 16.756 nan nan nan
ASASSN2 ASASSN2 spectra/calspec23/ngc6681_2_stis_002.fits calspec23 0 16.191 nan nan nan
ASASSN2 ASASSN2 spectra/calspec23/hd200775_stis_001.fits calspec23 0 7.738 7.399 7.218 7.089
ASASSN2 ASASSN2 spectra/calspec23/agk_81d266_stisnic_007.fits calspec23 0 11.515 11.924 12.211 12.605
ASASSN2 ASASSN2 spectra/calspec23/hd160617_stis_005.fits calspec23 0 9.187 8.749 8.617 8.508
ASASSN2 ASASSN2 spectra/calspec23/hd142331_stis_005.fits calspec23 0 9.444 8.745 8.544 8.408
ASASSN2 ASASSN2 spectra/calspec23/hd159222_stis_008.fits calspec23 0 7.2 6.544 6.366 6.256
ASASSN2 ASASSN2 spectra/calspec23/bd54d1216_stis_005.fits calspec23 0 10.167 9.724 9.597 9.496
ASASSN2 ASASSN2 spectra/calspec23/hd167060_stis_005.fits calspec23 0 9.593 8.95 8.775 8.656
ASASSN2 ASASSN2 spectra/calspec23/bd21d0607_stis_006.fits calspec23 0 9.658 9.242 9.125 9.031
ASASSN2 ASASSN2 spectra/calspec23/bd29d2091_stis_006.fits calspec23 0 10.773 10.278 10.124 9.992
ASASSN2 ASASSN2 spectra/calspec23/hs2027_stis_006.fits calspec23 0 16.349 16.659 16.873 17.235
ASASSN2 ASASSN2 spectra/calspec23/ngc6681_11_stis_002.fits calspec23 0 15.876 nan nan nan
ASASSN2 ASASSN2 spectra/calspec23/hd074000_stis_006.fits calspec23 0 10.072 9.68 9.572 9.486
ASASSN2 ASASSN2 spectra/calspec23/wd1026_453_stis_007.fits calspec23 0 15.816 16.138 16.412 16.786
ASASSN2 ASASSN2 spectra/calspec23/hd14943_stis_005.fits calspec23 0 6.097 5.915 5.967 6.081
ASASSN2 ASASSN2 spectra/calspec23/ngc6681_5_stis_002.fits calspec23 0 16.043 nan nan nan
ASASSN2 ASASSN2 spectra/calspec23/bd_28d4211_stis_005.fits calspec23 0 10.113 10.516 10.803 11.203
ASASSN2 ASASSN2 spectra/calspec23/bd02d3375_stis_006.fits calspec23 0 10.41 9.962 9.823 9.699
ASASSN2 ASASSN2 spectra/calspec23/hd106252_stis_008.fits calspec23 0 8.06 7.44 7.271 7.16
ASASSN2 ASASSN2 spectra/calspec23/hd111980_stis_006.fits calspec23 0 8.912 8.395 8.242 8.116
ASASSN2 ASASSN2 spectra/calspec23/hd2811_stis_004.fits calspec23 0 7.659 7.532 7.592 7.703
ASASSN2 ASASSN2 spectra/calspec23/delumi_stis_004.fits calspec23 0 4.339 4.343 4.484 4.68
ASASSN2 ASASSN2 spectra/calspec23/hd60753_stis_004.fits calspec23 0 6.547 6.684 6.844 7.076
ASASSN2 ASASSN2 spectra/calspec23/etauma_stis_007.fits calspec23 0 1.594 1.821 2.049 2.357
ASASSN2 ASASSN2 spectra/calspec23/lamlep_stis_007.fits calspec23 0 3.955 4.27 4.522 4.872
ASASSN2 ASASSN2 spectra/calspec23/hd031128_stis_006.fits calspec23 0 9.617 9.152 9.017 8.905
ASASSN2 ASASSN2 spectra/calspec23/hd172728_stis_002.fits calspec23 0 5.642 5.727 5.888 6.119
ASASSN2 ASASSN2 spectra/calspec23/109vir_stis_003.fits calspec23 0 3.683 3.72 3.869 4.075
ASASSN2 ASASSN2 spectra/calspec23/sdssj151421_stis_005.fits calspec23 0 15.682 15.894 16.147 16.48
ASASSN2 ASASSN2 spectra/calspec23/bd_17d4708_stisnic_007.fits calspec23 0 9.909 9.49 9.367 9.268
ASASSN2 ASASSN2 spectra/calspec23/10lac_stis_007.fits calspec23 0 4.597 4.867 5.091 5.409
ASASSN2 ASASSN2 spectra/calspec23/ngc6681_1_stis_002.fits calspec23 0 15.949 nan nan nan
ASASSN2 ASASSN2 spectra/calspec23/sirius_stis_005.fits calspec23 0 -1.48 -1.438 -1.28 -1.051
ASASSN2 ASASSN2 spectra/calspec23/hd93521_stis_007.fits calspec23 0 6.711 7.01 7.246 7.591
ASASSN2 ASASSN2 spectra/calspec23/sigori_stis_001.fits calspec23 0 3.526 3.82 4.066 4.404
