survey version standard shift  PS1SN-g PS1SN-r PS1SN-i PS1SN-z 
PS1SN PS1SN sdssj163800 0 18.8766 19.2862 19.6294 19.8921
PS1SN PS1SN sdssj163800 0 18.8784 19.2892 19.6355 19.901
PS1SN PS1SN sdssj163800 0 18.8771 19.2892 19.6362 19.9023
PS1SN PS1SN sdssj163800 0 18.876 19.2874 19.6297 19.8911
PS1SN PS1SN sdssj163800 0 18.8818 19.2939 19.6344 19.8935
PS1SN PS1SN sdssj163800 0 18.8801 19.29 19.6336 19.8968
PS1SN PS1SN sdssj163800 0 18.8774 19.2859 19.6271 19.8881
PS1SN PS1SN sdssj163800 0 18.8738 19.286 19.631 19.8952
PS1SN PS1SN sdssj163800 0 18.8809 19.2928 19.6379 19.9022
PS1SN PS1SN sdssj163800 0 18.876 19.286 19.6281 19.8897
PS1SN PS1SN sdssj163800 0 18.8792 19.2888 19.6325 19.8957
PS1SN PS1SN sdssj163800 0 18.8765 19.2854 19.6311 19.8966
PS1SN PS1SN sdssj163800 0 18.8769 19.2926 19.6383 19.902
PS1SN PS1SN sdssj163800 0 18.8757 19.283 19.6226 19.8829
PS1SN PS1SN sdssj163800 0 18.8721 19.2869 19.6315 19.8948
PS1SN PS1SN sdssj163800 0 18.8771 19.2866 19.6312 19.8954
PS1SN PS1SN sdssj163800 0 18.8769 19.2877 19.633 19.8977
PS1SN PS1SN sdssj163800 0 18.8802 19.291 19.6348 19.898
PS1SN PS1SN sdssj163800 0 18.8752 19.286 19.6315 19.8965
PS1SN PS1SN sdssj163800 0 18.876 19.2865 19.6284 19.8899
PS1SN PS1SN sdssj163800 0 18.8793 19.29 19.6345 19.8984
PS1SN PS1SN sdssj163800 0 18.8796 19.2903 19.6326 19.894
PS1SN PS1SN sdssj163800 0 18.8771 19.2879 19.633 19.8974
PS1SN PS1SN sdssj163800 0 18.8734 19.2834 19.63 19.8962
PS1SN PS1SN sdssj163800 0 18.8817 19.2901 19.6287 19.8871
PS1SN PS1SN sdssj163800 0 18.8754 19.2835 19.6277 19.892
PS1SN PS1SN sdssj163800 0 18.8786 19.289 19.6326 19.8956
PS1SN PS1SN sdssj163800 0 18.8778 19.2893 19.6334 19.8967
PS1SN PS1SN sdssj163800 0 18.8774 19.2918 19.6386 19.9038
PS1SN PS1SN sdssj163800 0 18.8744 19.2849 19.6306 19.8959
PS1SN PS1SN sdssj163800 0 18.8781 19.2881 19.6335 19.8989
PS1SN PS1SN sdssj163800 0 18.8784 19.2905 19.6334 19.8953
PS1SN PS1SN sdssj163800 0 18.8799 19.2924 19.6374 19.9012
PS1SN PS1SN sdssj163800 0 18.8771 19.2872 19.6288 19.8899
PS1SN PS1SN sdssj163800 0 18.8783 19.2889 19.6326 19.8956
PS1SN PS1SN sdssj163800 0 18.8797 19.2931 19.6397 19.9051
PS1SN PS1SN sdssj163800 0 18.8782 19.2865 19.627 19.8873
PS1SN PS1SN sdssj163800 0 18.8747 19.2844 19.6273 19.8897
PS1SN PS1SN sdssj163800 0 18.88 19.2905 19.6353 19.8996
PS1SN PS1SN sdssj163800 0 18.8768 19.2872 19.6323 19.8969
PS1SN PS1SN sdssj163800 0 18.8741 19.2869 19.6325 19.8969
PS1SN PS1SN sdssj163800 0 18.8761 19.2876 19.6311 19.8937
PS1SN PS1SN sdssj163800 0 18.8755 19.2857 19.6302 19.8941
PS1SN PS1SN sdssj163800 0 18.8756 19.2848 19.6287 19.8923
PS1SN PS1SN sdssj181424 0 16.5772 17.009 17.3741 17.6574
PS1SN PS1SN sdssj181424 0 16.5772 17.0083 17.373 17.6563
PS1SN PS1SN sdssj181424 0 16.5781 17.0089 17.3736 17.6569
PS1SN PS1SN sdssj181424 0 16.5778 17.008 17.3721 17.655
PS1SN PS1SN sdssj181424 0 16.5779 17.0087 17.3737 17.6574
PS1SN PS1SN sdssj181424 0 16.5788 17.0086 17.372 17.6543
PS1SN PS1SN sdssj181424 0 16.5779 17.0088 17.3735 17.657
PS1SN PS1SN sdssj181424 0 16.5789 17.009 17.3728 17.6554
PS1SN PS1SN sdssj181424 0 16.5782 17.0083 17.3721 17.6548
PS1SN PS1SN sdssj181424 0 16.5786 17.0094 17.3743 17.6579
PS1SN PS1SN sdssj181424 0 16.5785 17.0099 17.3746 17.6576
PS1SN PS1SN sdssj181424 0 16.5791 17.0101 17.3748 17.658
PS1SN PS1SN sdssj181424 0 16.5782 17.009 17.3734 17.6565
PS1SN PS1SN sdssj181424 0 16.5787 17.0093 17.3738 17.657
PS1SN PS1SN sdssj181424 0 16.5773 17.0087 17.3732 17.6562
PS1SN PS1SN sdssj181424 0 16.5785 17.0094 17.3742 17.6578
PS1SN PS1SN sdssj181424 0 16.5775 17.0092 17.3746 17.6584
PS1SN PS1SN sdssj181424 0 16.5774 17.0079 17.3717 17.6543
PS1SN PS1SN sdssj181424 0 16.5768 17.0084 17.3739 17.6579
PS1SN PS1SN sdssj181424 0 16.5783 17.0093 17.3745 17.6584
PS1SN PS1SN sdssj181424 0 16.5782 17.0093 17.3744 17.6581
PS1SN PS1SN sdssj181424 0 16.5775 17.0086 17.3735 17.6569
PS1SN PS1SN sdssj181424 0 16.5785 17.0088 17.3728 17.6557
PS1SN PS1SN sdssj181424 0 16.578 17.0083 17.3727 17.6561
PS1SN PS1SN sdssj181424 0 16.5793 17.0099 17.3742 17.6571
PS1SN PS1SN sdssj181424 0 16.5793 17.01 17.3745 17.6576
PS1SN PS1SN sdssj181424 0 16.5799 17.0108 17.3757 17.6593
PS1SN PS1SN sdssj181424 0 16.5777 17.0086 17.3735 17.657
PS1SN PS1SN sdssj181424 0 16.5791 17.0101 17.3749 17.6585
PS1SN PS1SN sdssj181424 0 16.5781 17.0088 17.3732 17.6563
PS1SN PS1SN sdssj181424 0 16.5794 17.01 17.3746 17.6578
PS1SN PS1SN sdssj181424 0 16.5803 17.0112 17.3757 17.659
PS1SN PS1SN sdssj181424 0 16.5807 17.0109 17.3747 17.6571
PS1SN PS1SN sdssj181424 0 16.5794 17.0098 17.3737 17.6565
PS1SN PS1SN sdssj181424 0 16.5778 17.0085 17.3731 17.6565
PS1SN PS1SN sdssj181424 0 16.5792 17.0097 17.3744 17.6579
PS1SN PS1SN sdssj181424 0 16.5774 17.008 17.3722 17.6551
PS1SN PS1SN sdssj181424 0 16.5791 17.01 17.3744 17.6575
PS1SN PS1SN sdssj181424 0 16.5782 17.0083 17.3725 17.6558
PS1SN PS1SN sdssj181424 0 16.5785 17.0101 17.3748 17.6577
PS1SN PS1SN sdssj181424 0 16.5796 17.0098 17.3744 17.6579
PS1SN PS1SN sdssj181424 0 16.5792 17.0095 17.3742 17.6576
PS1SN PS1SN sdssj181424 0 16.5788 17.0102 17.3751 17.6585
PS1SN PS1SN sdssj181424 0 16.5783 17.0095 17.3744 17.6578
PS1SN PS1SN sdssj181424 0 16.5771 17.0087 17.3737 17.6571
PS1SN PS1SN sdssj181424 0 16.5794 17.0095 17.3735 17.6563
PS1SN PS1SN sdssj181424 0 16.5815 17.0102 17.3733 17.6557
PS1SN PS1SN sdssj181424 0 16.5786 17.0097 17.3746 17.658
PS1SN PS1SN sdssj181424 0 16.5786 17.0108 17.3761 17.6597
PS1SN PS1SN sdssj181424 0 16.5782 17.0098 17.3747 17.658
PS1SN PS1SN sdssj181424 0 16.5776 17.0077 17.3723 17.6557
PS1SN PS1SN sdssj181424 0 16.5791 17.01 17.3749 17.6585
PS1SN PS1SN sdssj181424 0 16.5783 17.0082 17.3726 17.656
PS1SN PS1SN sdssj181424 0 16.5787 17.0101 17.3744 17.6573
PS1SN PS1SN sdssj181424 0 16.5782 17.0085 17.3726 17.6555
PS1SN PS1SN sdssj181424 0 16.5787 17.01 17.3748 17.6581
PS1SN PS1SN sdssj181424 0 16.5766 17.008 17.3732 17.6569
PS1SN PS1SN sdssj181424 0 16.5787 17.0101 17.3752 17.6588
PS1SN PS1SN sdssj181424 0 16.577 17.0078 17.3728 17.6565
PS1SN PS1SN sdssj181424 0 16.5787 17.0102 17.375 17.6582
PS1SN PS1SN sdssj181424 0 16.5791 17.0097 17.3738 17.6566
PS1SN PS1SN sdssj181424 0 16.5783 17.0102 17.3757 17.6596
PS1SN PS1SN sdssj181424 0 16.5785 17.0093 17.3741 17.6576
PS1SN PS1SN sdssj181424 0 16.5791 17.0102 17.3749 17.658
PS1SN PS1SN sdssj181424 0 16.5793 17.0097 17.374 17.6572
PS1SN PS1SN sdssj181424 0 16.5771 17.0086 17.3737 17.6573
PS1SN PS1SN sdssj181424 0 16.5801 17.0105 17.3744 17.657
PS1SN PS1SN sdssj181424 0 16.5773 17.0087 17.3737 17.6573
PS1SN PS1SN sdssj181424 0 16.5781 17.0093 17.3744 17.6579
PS1SN PS1SN sdssj181424 0 16.5793 17.0103 17.3744 17.6571
PS1SN PS1SN sdssj181424 0 16.5791 17.0099 17.3744 17.6576
PS1SN PS1SN sdssj181424 0 16.5786 17.0094 17.3741 17.6574
PS1SN PS1SN sdssj181424 0 16.5787 17.0095 17.374 17.6573
PS1SN PS1SN sdssj181424 0 16.5781 17.0089 17.3734 17.6566
PS1SN PS1SN sdssj181424 0 16.5789 17.0101 17.3749 17.6582
PS1SN PS1SN sdssj181424 0 16.5764 17.0082 17.3734 17.6569
PS1SN PS1SN sdssj181424 0 16.5786 17.0095 17.374 17.6572
PS1SN PS1SN sdssj181424 0 16.5781 17.0093 17.3739 17.6569
PS1SN PS1SN sdssj181424 0 16.5793 17.0092 17.3735 17.6568
PS1SN PS1SN sdssj181424 0 16.5776 17.0094 17.3742 17.6574
PS1SN PS1SN sdssj181424 0 16.5792 17.009 17.373 17.6559
PS1SN PS1SN sdssj181424 0 16.5785 17.01 17.3751 17.6586
PS1SN PS1SN sdssj181424 0 16.5785 17.0094 17.3739 17.6571
PS1SN PS1SN sdssj181424 0 16.5781 17.0087 17.373 17.656
PS1SN PS1SN sdssj181424 0 16.5779 17.0094 17.3739 17.6568
PS1SN PS1SN sdssj181424 0 16.5783 17.0095 17.3744 17.6579
PS1SN PS1SN sdssj181424 0 16.5768 17.008 17.3731 17.6567
PS1SN PS1SN sdssj181424 0 16.5795 17.0108 17.3754 17.6585
PS1SN PS1SN sdssj181424 0 16.5793 17.0098 17.3742 17.6575
PS1SN PS1SN sdssj181424 0 16.5798 17.0097 17.3734 17.6561
PS1SN PS1SN sdssj181424 0 16.577 17.0086 17.3737 17.6573
PS1SN PS1SN sdssj181424 0 16.5771 17.0084 17.3737 17.6577
PS1SN PS1SN sdssj181424 0 16.5786 17.0091 17.3731 17.6558
PS1SN PS1SN sdssj181424 0 16.5778 17.009 17.3734 17.6564
PS1SN PS1SN sdssj181424 0 16.5781 17.009 17.3735 17.6566
PS1SN PS1SN sdssj181424 0 16.5782 17.0088 17.3729 17.6558
PS1SN PS1SN sdssj181424 0 16.5795 17.0106 17.3754 17.6587
PS1SN PS1SN sdssj181424 0 16.5793 17.0106 17.3754 17.6589
PS1SN PS1SN sdssj210150 0 18.6864 19.0676 19.4004 19.6659
PS1SN PS1SN sdssj210150 0 18.6852 19.0656 19.3959 19.6589
PS1SN PS1SN sdssj210150 0 18.684 19.0628 19.3956 19.6617
PS1SN PS1SN sdssj210150 0 18.6858 19.0666 19.3983 19.6623
PS1SN PS1SN sdssj210150 0 18.6858 19.0657 19.3982 19.6637
PS1SN PS1SN sdssj210150 0 18.6878 19.0668 19.3991 19.6647
PS1SN PS1SN sdssj210150 0 18.6858 19.0647 19.3961 19.6606
PS1SN PS1SN sdssj210150 0 18.6853 19.0668 19.3988 19.6629
PS1SN PS1SN sdssj210150 0 18.6853 19.067 19.3991 19.6633
PS1SN PS1SN sdssj210150 0 18.6878 19.0665 19.3977 19.662
PS1SN PS1SN sdssj210150 0 18.6848 19.0662 19.3983 19.6628
PS1SN PS1SN sdssj210150 0 18.6861 19.0663 19.3983 19.663
PS1SN PS1SN sdssj210150 0 18.6859 19.0658 19.3991 19.665
PS1SN PS1SN sdssj210150 0 18.6889 19.0671 19.3965 19.6593
PS1SN PS1SN sdssj210150 0 18.6826 19.066 19.3998 19.6652
PS1SN PS1SN sdssj210150 0 18.6836 19.0677 19.4015 19.6669
PS1SN PS1SN sdssj210150 0 18.6853 19.0665 19.4002 19.6664
PS1SN PS1SN sdssj210150 0 18.688 19.0667 19.3974 19.6609
PS1SN PS1SN sdssj210150 0 18.6866 19.067 19.3979 19.6615
PS1SN PS1SN sdssj210150 0 18.6861 19.0645 19.396 19.6609
PS1SN PS1SN sdssj210150 0 18.687 19.0669 19.4007 19.6677
PS1SN PS1SN sdssj210150 0 18.6856 19.0662 19.3983 19.6627
PS1SN PS1SN sdssj210150 0 18.6855 19.0659 19.3978 19.6625
PS1SN PS1SN sdssj210150 0 18.6881 19.0668 19.3971 19.6605
PS1SN PS1SN sdssj210150 0 18.6858 19.0655 19.3978 19.6627
PS1SN PS1SN sdssj210150 0 18.6874 19.0669 19.3985 19.6629
PS1SN PS1SN sdssj210150 0 18.6868 19.0684 19.3995 19.6627
PS1SN PS1SN sdssj210150 0 18.6859 19.0664 19.3973 19.6609
PS1SN PS1SN sdssj210150 0 18.6853 19.0646 19.3962 19.6609
PS1SN PS1SN sdssj210150 0 18.6879 19.068 19.401 19.6668
PS1SN PS1SN sdssj210150 0 18.6872 19.0686 19.3994 19.6624
PS1SN PS1SN sdssj210150 0 18.686 19.0654 19.397 19.6616
PS1SN PS1SN sdssj210150 0 18.6879 19.0678 19.3983 19.6615
PS1SN PS1SN sdssj210150 0 18.6885 19.0674 19.3975 19.6607
PS1SN PS1SN sdssj210150 0 18.6865 19.0672 19.3987 19.6626
PS1SN PS1SN sdssj210150 0 18.6868 19.0646 19.3952 19.6589
PS1SN PS1SN sdssj210150 0 18.6912 19.0687 19.3988 19.6624
PS1SN PS1SN sdssj210150 0 18.6901 19.0679 19.3982 19.6617
PS1SN PS1SN sdssj210150 0 18.6868 19.0675 19.399 19.6629
PS1SN PS1SN sdssj210150 0 18.6877 19.0665 19.398 19.663
PS1SN PS1SN sdssj210150 0 18.6837 19.0662 19.4001 19.6663
PS1SN PS1SN sdssj210150 0 18.6831 19.0649 19.3986 19.6644
PS1SN PS1SN sdssj210150 0 18.6881 19.068 19.4003 19.6654
PS1SN PS1SN sdssj210150 0 18.6879 19.0669 19.3982 19.6624
PS1SN PS1SN sdssj210150 0 18.6862 19.0657 19.397 19.6611
PS1SN PS1SN sdssj210150 0 18.6863 19.065 19.3962 19.661
PS1SN PS1SN sdssj210150 0 18.6909 19.069 19.3992 19.6627
PS1SN PS1SN sdssj210150 0 18.6872 19.0689 19.4017 19.6666
PS1SN PS1SN sdssj210150 0 18.6882 19.0648 19.3959 19.661
PS1SN PS1SN sdssj210150 0 18.6881 19.0687 19.3996 19.6627
PS1SN PS1SN sdssj210150 0 18.6853 19.064 19.3967 19.6629
PS1SN PS1SN sdssj210150 0 18.6862 19.064 19.3956 19.6604
PS1SN PS1SN sdssj210150 0 18.6867 19.0648 19.3961 19.6607
PS1SN PS1SN sdssj210150 0 18.6832 19.0646 19.3964 19.6601
PS1SN PS1SN sdssj210150 0 18.6874 19.0682 19.4011 19.6667
PS1SN PS1SN sdssj210150 0 18.6872 19.0691 19.4022 19.6675
PS1SN PS1SN sdssj210150 0 18.6914 19.0687 19.3989 19.6626
PS1SN PS1SN sdssj210150 0 18.6828 19.0648 19.3988 19.6645
PS1SN PS1SN sdssj210150 0 18.6893 19.0696 19.4011 19.6649
PS1SN PS1SN sdssj210150 0 18.6876 19.0645 19.3937 19.6565
PS1SN PS1SN sdssj210150 0 18.6848 19.0663 19.3994 19.6649
PS1SN PS1SN sdssj210150 0 18.689 19.0673 19.397 19.6597
PS1SN PS1SN sdssj210150 0 18.687 19.0662 19.3989 19.6647
PS1SN PS1SN sdssj210150 0 18.6855 19.0668 19.3972 19.6597
PS1SN PS1SN sdssj210150 0 18.683 19.0664 19.4007 19.6666
PS1SN PS1SN sdssj210150 0 18.687 19.0667 19.4 19.6663
PS1SN PS1SN sdssj210150 0 18.6886 19.0692 19.3993 19.6616
PS1SN PS1SN sdssj210150 0 18.6862 19.0634 19.3946 19.6593
PS1SN PS1SN sdssj210150 0 18.6847 19.0655 19.3975 19.662
PS1SN PS1SN sdssj210150 0 18.6882 19.0665 19.3971 19.6611
PS1SN PS1SN sdssj210150 0 18.6841 19.0657 19.4013 19.6696
PS1SN PS1SN sdssj210150 0 18.6853 19.0662 19.4005 19.6675
PS1SN PS1SN sdssj210150 0 18.6842 19.0668 19.4017 19.6687
PS1SN PS1SN sdssj210150 0 18.6873 19.066 19.3969 19.6611
PS1SN PS1SN sdssj210150 0 18.6862 19.0673 19.3994 19.6637
PS1SN PS1SN sdssj210150 0 18.6886 19.0677 19.4001 19.6654
PS1SN PS1SN sdssj210150 0 18.6854 19.0675 19.4003 19.665
PS1SN PS1SN sdssj210150 0 18.6851 19.0652 19.3958 19.6588
PS1SN PS1SN sdssj210150 0 18.6909 19.0692 19.3999 19.6638
PS1SN PS1SN sdssj210150 0 18.6875 19.068 19.3999 19.6643
PS1SN PS1SN sdssj210150 0 18.6879 19.0679 19.3996 19.6642
PS1SN PS1SN sdssj210150 0 18.6884 19.0688 19.4004 19.6643
PS1SN PS1SN sdssj210150 0 18.6848 19.0645 19.3963 19.661
PS1SN PS1SN sdssj210150 0 18.687 19.0657 19.3972 19.662
PS1SN PS1SN sdssj210150 0 18.6888 19.0666 19.397 19.6609
PS1SN PS1SN sdssj210150 0 18.6887 19.0694 19.4027 19.6684
PS1SN PS1SN sdssj210150 0 18.6878 19.0682 19.4015 19.6674
PS1SN PS1SN sdssj210150 0 18.6841 19.0662 19.4011 19.6684
PS1SN PS1SN sdssj210150 0 18.685 19.0655 19.4005 19.6686
PS1SN PS1SN sdssj210150 0 18.6872 19.0663 19.4001 19.6674
PS1SN PS1SN sdssj210150 0 18.6869 19.0676 19.3972 19.6591
PS1SN PS1SN sdssj210150 0 18.6852 19.0635 19.394 19.6577
PS1SN PS1SN sdssj210150 0 18.6824 19.0637 19.3972 19.6633
PS1SN PS1SN sdssj210150 0 18.6855 19.0674 19.4014 19.6676
PS1SN PS1SN sdssj210150 0 18.6804 19.0628 19.3966 19.6625
PS1SN PS1SN sdssj210150 0 18.69 19.0692 19.4011 19.6659
PS1SN PS1SN sdssj210150 0 18.6845 19.0651 19.3954 19.6579
PS1SN PS1SN sdssj210150 0 18.6889 19.0694 19.3995 19.662
PS1SN PS1SN sdssj232941 0 18.1817 18.4813 18.7655 19.0052
PS1SN PS1SN sdssj232941 0 18.1752 18.4775 18.7623 19.0018
PS1SN PS1SN sdssj232941 0 18.1842 18.4843 18.7659 19.0029
PS1SN PS1SN sdssj232941 0 18.1739 18.4731 18.7574 18.9977
PS1SN PS1SN sdssj232941 0 18.1841 18.4848 18.7683 19.0068
PS1SN PS1SN sdssj232941 0 18.1735 18.4783 18.767 19.0098
PS1SN PS1SN sdssj232941 0 18.1795 18.485 18.7702 19.009
PS1SN PS1SN sdssj232941 0 18.1802 18.4758 18.759 18.9991
PS1SN PS1SN sdssj232941 0 18.1791 18.4755 18.7589 18.9991
PS1SN PS1SN sdssj232941 0 18.179 18.4803 18.7676 19.0103
PS1SN PS1SN sdssj232941 0 18.1781 18.4794 18.7617 18.9987
PS1SN PS1SN sdssj232941 0 18.1777 18.4781 18.7626 19.0027
PS1SN PS1SN sdssj232941 0 18.181 18.4788 18.7618 19.001
PS1SN PS1SN sdssj232941 0 18.1703 18.4748 18.762 19.0032
PS1SN PS1SN sdssj232941 0 18.1867 18.486 18.7686 19.0067
PS1SN PS1SN sdssj232941 0 18.1832 18.4826 18.7655 19.004
PS1SN PS1SN sdssj232941 0 18.1855 18.4818 18.7626 18.9998
PS1SN PS1SN sdssj232941 0 18.1741 18.4788 18.7653 19.006
PS1SN PS1SN sdssj232941 0 18.1817 18.4805 18.7629 19.0012
PS1SN PS1SN sdssj232941 0 18.1829 18.4806 18.7622 18.9997
PS1SN PS1SN sdssj232941 0 18.1816 18.4817 18.7658 19.0054
PS1SN PS1SN sdssj232941 0 18.1739 18.4761 18.7634 19.0053
PS1SN PS1SN sdssj232941 0 18.1802 18.4797 18.7611 18.9981
PS1SN PS1SN sdssj232941 0 18.1751 18.4816 18.77 19.0119
PS1SN PS1SN sdssj232941 0 18.1799 18.4766 18.7575 18.9949
PS1SN PS1SN sdssj232941 0 18.1749 18.4777 18.7628 19.0026
PS1SN PS1SN sdssj232941 0 18.1733 18.476 18.7632 19.0051
PS1SN PS1SN sdssj232941 0 18.1788 18.4821 18.7688 19.0103
PS1SN PS1SN sdssj232941 0 18.1775 18.4798 18.765 19.0051
PS1SN PS1SN sdssj232941 0 18.1778 18.4792 18.7619 18.9997
PS1SN PS1SN sdssj232941 0 18.1726 18.48 18.7688 19.0108
PS1SN PS1SN sdssj232941 0 18.1841 18.4807 18.7622 19.0001
PS1SN PS1SN sdssj232941 0 18.1824 18.487 18.7736 19.0147
PS1SN PS1SN sdssj232941 0 18.1789 18.4795 18.7634 19.0025
PS1SN PS1SN sdssj232941 0 18.1812 18.4835 18.768 19.0072
PS1SN PS1SN sdssj232941 0 18.1714 18.4792 18.7664 19.0064
PS1SN PS1SN sdssj232941 0 18.1814 18.4801 18.7645 19.0048
PS1SN PS1SN sdssj232941 0 18.1835 18.4824 18.7672 19.0078
PS1SN PS1SN sdssj232941 0 18.1766 18.4777 18.7613 19.0
PS1SN PS1SN sdssj232941 0 18.1777 18.4813 18.7661 19.005
PS1SN PS1SN sdssj232941 0 18.1792 18.4809 18.7664 19.0068
PS1SN PS1SN sdssj232941 0 18.1798 18.4829 18.7673 19.006
PS1SN PS1SN sdssj232941 0 18.1773 18.478 18.7641 19.0054
PS1SN PS1SN sdssj232941 0 18.1803 18.4811 18.7665 19.0069
PS1SN PS1SN sdssj232941 0 18.1811 18.4788 18.762 19.0013
PS1SN PS1SN sdssj232941 0 18.1746 18.4794 18.7658 19.0063
PS1SN PS1SN sdssj232941 0 18.1815 18.4848 18.7699 19.0095
PS1SN PS1SN sdssj232941 0 18.1764 18.4776 18.7615 19.0005
PS1SN PS1SN sdssj232941 0 18.1799 18.4801 18.7645 19.0043
PS1SN PS1SN sdssj232941 0 18.1731 18.4759 18.7619 19.0025
PS1SN PS1SN sdssj232941 0 18.1828 18.482 18.7649 19.0035
PS1SN PS1SN sdssj232941 0 18.1822 18.4801 18.7636 19.0032
PS1SN PS1SN sdssj232941 0 18.1827 18.4801 18.7634 19.0029
PS1SN PS1SN sdssj232941 0 18.1776 18.4807 18.7659 19.0059
PS1SN PS1SN sdssj232941 0 18.1765 18.4758 18.7614 19.0028
PS1SN PS1SN sdssj232941 0 18.1816 18.4811 18.7663 19.0075
PS1SN PS1SN sdssj232941 0 18.1792 18.4824 18.768 19.0079
PS1SN PS1SN sdssj232941 0 18.1808 18.4815 18.7637 19.0009
PS1SN PS1SN sdssj232941 0 18.1823 18.4841 18.7669 19.0045
PS1SN PS1SN sdssj232941 0 18.1843 18.4862 18.7698 19.0081
PS1SN PS1SN sdssj232941 0 18.1733 18.4767 18.7634 19.0047
PS1SN PS1SN sdssj232941 0 18.1694 18.4711 18.7582 19.0004
PS1SN PS1SN sdssj232941 0 18.1783 18.4827 18.7687 19.0087
PS1SN PS1SN sdssj232941 0 18.1733 18.4716 18.7548 18.994
PS1SN PS1SN sdssj232941 0 18.18 18.4793 18.7636 19.0038
PS1SN PS1SN sdssj232941 0 18.1782 18.4777 18.7609 18.9998
PS1SN PS1SN sdssj232941 0 18.1782 18.4825 18.7694 19.0103
PS1SN PS1SN sdssj232941 0 18.1787 18.4797 18.7637 19.0027
PS1SN PS1SN sdssj232941 0 18.1819 18.4847 18.7697 19.0095
PS1SN PS1SN sdssj232941 0 18.1794 18.4813 18.7668 19.0072
PS1SN PS1SN sdssj232941 0 18.1815 18.4826 18.7672 19.007
PS1SN PS1SN sdssj232941 0 18.1773 18.4777 18.7617 19.0013
PS1SN PS1SN sdssj232941 0 18.18 18.4785 18.7613 19.0001
PS1SN PS1SN sdssj232941 0 18.1808 18.4808 18.7652 19.0052
PS1SN PS1SN sdssj232941 0 18.1775 18.4798 18.7644 19.0037
PS1SN PS1SN sdssj232941 0 18.1789 18.4748 18.7551 18.9917
PS1SN PS1SN sdssj232941 0 18.175 18.4788 18.7659 19.0073
PS1SN PS1SN sdssj232941 0 18.1812 18.4813 18.7653 19.0045
PS1SN PS1SN sdssj232941 0 18.1794 18.4822 18.7655 19.0035
PS1SN PS1SN sdssj232941 0 18.1781 18.4766 18.7609 19.0012
PS1SN PS1SN sdssj232941 0 18.1808 18.4815 18.7679 19.0101
PS1SN PS1SN sdssj232941 0 18.1753 18.4778 18.7612 18.999
PS1SN PS1SN sdssj232941 0 18.1793 18.483 18.77 19.0114
PS1SN PS1SN sdssj232941 0 18.1777 18.4829 18.7704 19.012
PS1SN PS1SN sdssj232941 0 18.1779 18.4825 18.7695 19.0108
PS1SN PS1SN sdssj232941 0 18.1743 18.4777 18.7646 19.0061
PS1SN PS1SN sdssj232941 0 18.1864 18.4851 18.7674 19.0054
PS1SN PS1SN sdssj232941 0 18.1771 18.4806 18.7667 19.0072
PS1SN PS1SN sdssj232941 0 18.1779 18.4796 18.7637 19.003
PS1SN PS1SN sdssj232941 0 18.1873 18.4891 18.7722 19.0105
PS1SN PS1SN sdssj232941 0 18.1736 18.4733 18.7584 18.9988
PS1SN PS1SN sdssj232941 0 18.1753 18.4749 18.758 18.9966
PS1SN PS1SN sdssj232941 0 18.1788 18.4816 18.7665 19.006
PS1SN PS1SN sdssj232941 0 18.1796 18.4836 18.7693 19.0093
PS1SN PS1SN sdssj232941 0 18.1747 18.4739 18.7578 18.9974
PS1SN PS1SN sdssj232941 0 18.1766 18.4814 18.7661 19.005
PS1SN PS1SN sdssj232941 0 18.173 18.4724 18.7561 18.9952
PS1SN PS1SN sdssj232941 0 18.1735 18.4735 18.7568 18.9954
PS1SN PS1SN sdssj235144 0 18.1132 18.4607 18.7693 19.0152
PS1SN PS1SN sdssj235144 0 18.1131 18.4595 18.7676 19.0132
PS1SN PS1SN sdssj235144 0 18.114 18.4603 18.7694 19.0161
PS1SN PS1SN sdssj235144 0 18.1113 18.4588 18.7697 19.0178
PS1SN PS1SN sdssj235144 0 18.1132 18.4602 18.7675 19.0121
PS1SN PS1SN sdssj235144 0 18.1135 18.4608 18.7678 19.0117
PS1SN PS1SN sdssj235144 0 18.1154 18.4615 18.7691 19.0142
PS1SN PS1SN sdssj235144 0 18.1137 18.4608 18.7692 19.0147
PS1SN PS1SN sdssj235144 0 18.1114 18.4584 18.7667 19.0122
PS1SN PS1SN sdssj235144 0 18.1133 18.4615 18.7711 19.0176
PS1SN PS1SN sdssj235144 0 18.1168 18.4634 18.77 19.0139
PS1SN PS1SN sdssj235144 0 18.113 18.4602 18.7692 19.0153
PS1SN PS1SN sdssj235144 0 18.1129 18.4589 18.7672 19.0129
PS1SN PS1SN sdssj235144 0 18.1146 18.4604 18.7688 19.0147
PS1SN PS1SN sdssj235144 0 18.1106 18.4583 18.7679 19.0145
PS1SN PS1SN sdssj235144 0 18.1129 18.4617 18.7712 19.0174
PS1SN PS1SN sdssj235144 0 18.1132 18.4616 18.7706 19.0165
PS1SN PS1SN sdssj235144 0 18.1137 18.4597 18.7672 19.0122
PS1SN PS1SN sdssj235144 0 18.1156 18.4624 18.7704 19.0155
PS1SN PS1SN sdssj235144 0 18.1116 18.4576 18.7663 19.0123
PS1SN PS1SN sdssj235144 0 18.1125 18.4601 18.7694 19.0156
PS1SN PS1SN sdssj235144 0 18.1167 18.4622 18.7688 19.0131
PS1SN PS1SN sdssj235144 0 18.1122 18.4578 18.766 19.0118
