survey version standard standard_catagory shift DES-g DES-r DES-i DES-z 
DES DES spectra/calspec23/ngc6681_2_stis_002.fits calspec23 -5 16.065 nan nan nan
DES DES spectra/calspec23/hd200775_stis_001.fits calspec23 -5 7.505 7.191 7.076 7.102
DES DES spectra/calspec23/agk_81d266_stisnic_007.fits calspec23 -5 11.647 12.241 12.646 12.977
DES DES spectra/calspec23/hd160617_stis_005.fits calspec23 -5 8.888 8.59 8.505 8.489
DES DES spectra/calspec23/hd142331_stis_005.fits calspec23 -5 8.976 8.514 8.404 8.37
DES DES spectra/calspec23/hd159222_stis_008.fits calspec23 -5 6.755 6.338 6.256 6.24
DES DES spectra/calspec23/bd54d1216_stis_005.fits calspec23 -5 9.863 9.572 9.494 9.484
DES DES spectra/calspec23/hd167060_stis_005.fits calspec23 -5 9.156 8.747 8.653 8.627
DES DES spectra/calspec23/bd21d0607_stis_006.fits calspec23 -5 9.37 9.101 9.029 9.021
DES DES spectra/calspec23/bd29d2091_stis_006.fits calspec23 -5 10.444 10.095 9.988 9.959
DES DES spectra/calspec23/hs2027_stis_006.fits calspec23 -5 16.45 16.897 17.275 17.602
DES DES spectra/calspec23/ngc6681_11_stis_002.fits calspec23 -5 15.668 nan nan nan
DES DES spectra/calspec23/hd074000_stis_006.fits calspec23 -5 9.797 9.549 9.485 9.481
DES DES spectra/calspec23/wd1026_453_stis_007.fits calspec23 -5 15.9 16.441 16.825 17.141
DES DES spectra/calspec23/hd14943_stis_005.fits calspec23 -5 5.898 5.966 6.099 6.18
DES DES spectra/calspec23/ngc6681_5_stis_002.fits calspec23 -5 15.865 nan nan nan
DES DES spectra/calspec23/bd_28d4211_stis_005.fits calspec23 -5 10.242 10.834 11.244 11.581
DES DES spectra/calspec23/bd02d3375_stis_006.fits calspec23 -5 10.109 9.794 9.695 9.667
DES DES spectra/calspec23/hd106252_stis_008.fits calspec23 -5 7.639 7.243 7.159 7.145
DES DES spectra/calspec23/hd111980_stis_006.fits calspec23 -5 8.563 8.213 8.113 8.082
DES DES spectra/calspec23/hd2811_stis_004.fits calspec23 -5 7.496 7.592 7.719 7.767
DES DES spectra/calspec23/delumi_stis_004.fits calspec23 -5 4.235 4.494 4.704 4.792
DES DES spectra/calspec23/hd60753_stis_004.fits calspec23 -5 6.536 6.856 7.101 7.252
DES DES spectra/calspec23/etauma_stis_007.fits calspec23 -5 1.616 2.07 2.39 2.609
DES DES spectra/calspec23/lamlep_stis_007.fits calspec23 -5 4.035 4.548 4.909 5.188
DES DES spectra/calspec23/hd031128_stis_006.fits calspec23 -5 9.301 8.99 8.902 8.886
DES DES spectra/calspec23/hd172728_stis_002.fits calspec23 -5 5.587 5.901 6.145 6.264
DES DES spectra/calspec23/109vir_stis_003.fits calspec23 -5 3.6 3.879 4.099 4.184
DES DES spectra/calspec23/sdssj151421_stis_005.fits calspec23 -5 15.706 16.171 16.516 16.809
DES DES spectra/calspec23/bd_17d4708_stisnic_007.fits calspec23 -5 9.619 9.342 9.266 9.252
DES DES spectra/calspec23/10lac_stis_007.fits calspec23 -5 4.661 5.113 5.443 5.709
DES DES spectra/calspec23/ngc6681_1_stis_002.fits calspec23 -5 15.785 nan nan nan
DES DES spectra/calspec23/sirius_stis_005.fits calspec23 -5 -1.564 -1.267 -1.025 -0.893
DES DES spectra/calspec23/hd93521_stis_007.fits calspec23 -5 6.79 7.27 7.627 7.914
DES DES spectra/calspec23/sigori_stis_001.fits calspec23 -5 3.596 4.09 4.44 4.723
