survey version standard standard_catagory shift ZTF_g ZTF_r ZTF_i 
ZTF ZTF spectra/dilloncalspec/kf06t2_stiswfcnic_002.fits dilloncalspec -20 -14.489 -13.536 -13.201
ZTF ZTF spectra/dilloncalspec/1743045_stisnic_005.fits dilloncalspec -20 -13.546 -13.527 -13.610
ZTF ZTF spectra/dilloncalspec/c26202_stiswfcnic_002.fits dilloncalspec -20 -16.693 -16.336 -16.251
ZTF ZTF spectra/dilloncalspec/hz21_stis_006.fits dilloncalspec -20 -14.401 -14.966 -15.387
ZTF ZTF spectra/dilloncalspec/hd031128_stis_005.fits dilloncalspec -20 -9.296 -8.983 -8.894
ZTF ZTF spectra/dilloncalspec/alpha_lyr_stis_010.fits dilloncalspec -20 0.110 -0.179 -0.423
ZTF ZTF spectra/dilloncalspec/hd163466_stis_005.fits dilloncalspec -20 -6.831 -6.899 -7.030
ZTF ZTF spectra/dilloncalspec/hd111980_stis_005.fits dilloncalspec -20 -8.559 -8.206 -8.104
ZTF ZTF spectra/dilloncalspec/snap1_stisnic_007.fits dilloncalspec -20 -15.459 -15.930 -16.257
ZTF ZTF spectra/dilloncalspec/hd93521_stis_006.fits dilloncalspec -20 -6.775 -7.250 -7.628
ZTF ZTF spectra/dilloncalspec/1805292_stisnic_005.fits dilloncalspec -20 -12.236 -12.394 -12.570
ZTF ZTF spectra/dilloncalspec/p041c_stisnic_008.fits dilloncalspec -20 -12.236 -11.830 -11.745
ZTF ZTF spectra/dilloncalspec/etauma_stis_005.fits dilloncalspec -20 -1.601 -2.053 -2.392
ZTF ZTF spectra/dilloncalspec/hz43b_stis_005.fits dilloncalspec -20 -14.661 -13.576 -12.269
ZTF ZTF spectra/dilloncalspec/hs2027_stis_005.fits dilloncalspec -20 -16.430 -16.875 -17.273
ZTF ZTF spectra/dilloncalspec/hz4_stis_007.fits dilloncalspec -20 -14.414 -14.722 -15.015
ZTF ZTF spectra/dilloncalspec/bd26d2606_stis_005.fits dilloncalspec -20 -9.855 -9.581 -9.502
ZTF ZTF spectra/dilloncalspec/sf1615_001a_stisnic_008.fits dilloncalspec -20 -17.019 -16.519 -16.355
ZTF ZTF spectra/dilloncalspec/lamlep_stis_005.fits dilloncalspec -20 -4.019 -4.528 -4.911
ZTF ZTF spectra/dilloncalspec/hd200654_stis_005.fits dilloncalspec -20 -9.341 -8.860 -8.668
ZTF ZTF spectra/dilloncalspec/agk_81d266_stisnic_007.fits dilloncalspec -20 -11.629 -12.219 -12.649
ZTF ZTF spectra/dilloncalspec/hd160617_stis_005.fits dilloncalspec -20 -8.881 -8.583 -8.496
ZTF ZTF spectra/dilloncalspec/grw_70d5824_stiswfcnic_002.fits dilloncalspec -20 -12.589 -13.015 -13.364
ZTF ZTF spectra/dilloncalspec/hd180609_stis_005.fits dilloncalspec -20 -9.366 -9.519 -9.688
ZTF ZTF spectra/dilloncalspec/p177d_stisnic_008.fits dilloncalspec -20 -13.722 -13.282 -13.169
ZTF ZTF spectra/dilloncalspec/gd153_stiswfcnic_002.fits dilloncalspec -20 -13.088 -13.635 -14.047
ZTF ZTF spectra/dilloncalspec/bd54d1216_stis_005.fits dilloncalspec -20 -9.856 -9.564 -9.485
ZTF ZTF spectra/dilloncalspec/bd29d2091_stis_005.fits dilloncalspec -20 -10.439 -10.088 -9.979
ZTF ZTF spectra/dilloncalspec/wd0947_857_stis_005.fits dilloncalspec -20 -15.499 -16.046 -16.459
ZTF ZTF spectra/dilloncalspec/hd14943_stis_005.fits dilloncalspec -20 -5.879 -5.952 -6.095
ZTF ZTF spectra/dilloncalspec/2m003618_stiswfcnic_003.fits dilloncalspec -20 -20.331 -19.027 -16.616
ZTF ZTF spectra/dilloncalspec/bd_28d4211_stis_005.fits dilloncalspec -20 -10.226 -10.812 -11.248
ZTF ZTF spectra/dilloncalspec/p330e_stiswfcnic_002.fits dilloncalspec -20 -13.248 -12.813 -12.702
ZTF ZTF spectra/dilloncalspec/hd009051_stis_005.fits dilloncalspec -20 -9.277 -8.639 -8.395
ZTF ZTF spectra/dilloncalspec/bd_75d325_stis_005.fits dilloncalspec -20 -9.253 -9.829 -10.255
ZTF ZTF spectra/dilloncalspec/hd074000_stis_005.fits dilloncalspec -20 -9.789 -9.540 -9.476
ZTF ZTF spectra/dilloncalspec/g191b2b_stiswfcnic_002.fits dilloncalspec -20 -11.494 -12.070 -12.493
ZTF ZTF spectra/dilloncalspec/hd185975_stis_005.fits dilloncalspec -20 -8.355 -7.889 -7.777
ZTF ZTF spectra/dilloncalspec/wd1026_453_stis_005.fits dilloncalspec -20 -15.873 -16.410 -16.818
ZTF ZTF spectra/dilloncalspec/bd02d3375_stis_005.fits dilloncalspec -20 -10.104 -9.787 -9.686
ZTF ZTF spectra/dilloncalspec/lds749b_stisnic_007.fits dilloncalspec -20 -14.547 -14.833 -15.084
ZTF ZTF spectra/dilloncalspec/mucol_stis_005.fits dilloncalspec -20 -4.886 -5.416 -5.813
ZTF ZTF spectra/dilloncalspec/1732526_stisnic_005.fits dilloncalspec -20 -12.465 -12.619 -12.799
ZTF ZTF spectra/dilloncalspec/ksi2ceti_stis_005.fits dilloncalspec -20 -4.116 -4.443 -4.710
ZTF ZTF spectra/dilloncalspec/hd165459_stisnic_005.fits dilloncalspec -20 -6.793 -6.947 -7.128
ZTF ZTF spectra/dilloncalspec/bd_17d4708_stisnic_007.fits dilloncalspec -20 -9.611 -9.334 -9.257
ZTF ZTF spectra/dilloncalspec/1812095_stisnic_005.fits dilloncalspec -20 -11.720 -11.788 -11.928
ZTF ZTF spectra/dilloncalspec/hd106252_stis_005.fits dilloncalspec -20 -7.634 -7.236 -7.150
