survey version standard standard_catagory shift CSP_TAMU_20180316_u CSP_TAMU_20180316_g CSP_TAMU_20180316_r CSP_TAMU_20180316_i CSP_TAMU_20180316_B CSP_TAMU_20180316_V CSP_TAMU_20180316_o CSP_TAMU_20180316_m CSP_TAMU_20180316_n CSP_TAMU_20180316_Y CSP_TAMU_20180316_y 
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_bd660268_v2.fits stis_ngsl_v2 -300 -11.744 -10.518 -9.971 -9.791 -10.919 -10.203 -10.192 -10.201 -10.203 -9.016 -8.996
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_g234-28_v2.fits stis_ngsl_v2 -300 -12.530 -11.434 -11.009 -10.901 -11.777 -11.192 -11.184 -11.189 -11.192 -10.428 -10.434
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd190360_v2.fits stis_ngsl_v2 -300 -8.107 -6.320 -5.621 -5.445 -6.861 -5.901 -5.888 -5.897 -5.901 -4.706 -4.686
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd132475_v2.fits stis_ngsl_v2 -300 -10.122 -8.941 -8.449 -8.270 -9.305 -8.672 -8.662 -8.669 -8.672 -7.567 -7.550
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd195434_v2.fits stis_ngsl_v2 -300 -11.858 -9.993 -9.081 -8.736 -10.576 -9.506 -9.487 -9.500 -9.506 -7.810 -7.787
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd185351_v2.fits stis_ngsl_v2 -300 -8.102 -5.880 -4.977 -4.707 -6.530 -5.360 -5.342 -5.356 -5.360 -3.927 -3.907
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd029574_v2.fits stis_ngsl_v2 -300 -12.664 -9.416 -8.005 -7.384 -10.243 -8.693 -8.660 -8.689 -8.693 -6.189 -6.162
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_g196-48_v2.fits stis_ngsl_v2 -300 -11.885 -10.708 -10.231 -10.086 -11.070 -10.442 -10.432 -10.439 -10.442 -9.489 -9.484
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_g114-26_v2.fits stis_ngsl_v2 -300 -11.045 -9.978 -9.552 -9.425 -10.318 -9.739 -9.731 -9.736 -9.739 -8.811 -8.799
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_g019-013_v2.fits stis_ngsl_v2 -300 -11.278 -8.635 -7.367 -6.890 -9.364 -8.001 -7.973 -7.987 -8.001 -5.898 -5.877
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd160346_v2.fits stis_ngsl_v2 -300 -9.470 -7.254 -6.271 -5.936 -7.916 -6.718 -6.698 -6.710 -6.718 -5.065 -5.044
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd003360_v2.fits stis_ngsl_v2 -300 -3.452 -3.392 -3.777 -4.122 -3.455 -3.557 -3.565 -3.549 -3.557 -3.989 -3.986
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd074088_v2.fits stis_ngsl_v2 -300 -12.017 -7.986 -6.324 -5.615 -9.029 -7.123 -7.084 -7.115 -7.123 -4.284 -4.250
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd078479_v2.fits stis_ngsl_v2 -300 -11.225 -8.111 -6.916 -6.531 -8.949 -7.441 -7.417 -7.437 -7.441 -5.587 -5.560
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_bd174708_v2.fits stis_ngsl_v2 -300 -10.915 -9.815 -9.434 -9.353 -10.148 -9.592 -9.585 -9.589 -9.592 -8.821 -8.819
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd188262_v2.fits stis_ngsl_v2 -300 -10.005 -8.321 -7.513 -7.221 -8.830 -7.894 -7.876 -7.891 -7.894 -6.342 -6.318
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_bd+381670_v2.fits stis_ngsl_v2 -300 -11.249 -9.879 -9.297 -9.109 -10.318 -9.539 -9.529 -9.536 -9.539 -8.335 -8.316
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd065714_v2.fits stis_ngsl_v2 -300 -9.174 -6.627 -5.662 -5.365 -7.337 -6.067 -6.049 -6.065 -6.067 -4.529 -4.503
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd201601_v2.fits stis_ngsl_v2 -300 -6.286 -4.899 -4.708 -4.793 -5.240 -4.736 -4.734 -4.729 -4.736 -4.357 -4.348
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd164058_v2.fits stis_ngsl_v2 -300 -7.316 -3.414 -1.892 -1.257 -4.425 -2.600 -2.566 -2.593 -2.600 -0.066 -0.035
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd034078_v2.fits stis_ngsl_v2 -300 -6.439 -6.113 -5.931 -5.923 -6.289 -6.027 -6.021 -6.023 -6.027 -5.416 -5.405
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd115617_v2.fits stis_ngsl_v2 -300 -6.884 -5.259 -4.579 -4.389 -5.765 -4.864 -4.852 -4.860 -4.864 -3.713 -3.697
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd036702_v2.fits stis_ngsl_v2 -300 -12.205 -9.267 -8.058 -7.573 -10.013 -8.624 -8.598 -8.623 -8.624 -6.584 -6.566
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_g021-024_v2.fits stis_ngsl_v2 -300 -12.731 -9.897 -8.469 -7.930 -10.698 -9.192 -9.159 -9.178 -9.192 -6.907 -6.887
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd063791_v2.fits stis_ngsl_v2 -300 -10.561 -8.585 -7.690 -7.335 -9.154 -8.100 -8.082 -8.098 -8.100 -6.454 -6.435
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd215665_v2.fits stis_ngsl_v2 -300 -7.349 -4.773 -3.752 -3.433 -5.516 -4.182 -4.162 -4.180 -4.182 -2.563 -2.536
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd097633_v2.fits stis_ngsl_v2 -300 -4.638 -3.244 -3.375 -3.600 -3.479 -3.251 -3.255 -3.243 -3.251 -3.191 -3.182
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd112413_v2.fits stis_ngsl_v2 -300 -3.528 -2.751 -2.993 -3.267 -2.916 -2.832 -2.839 -2.824 -2.832 -2.977 -2.970
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd200905_v2.fits stis_ngsl_v2 -300 -8.740 -4.948 -3.319 -2.635 -6.012 -4.081 -4.043 -4.076 -4.081 -1.426 -1.394
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd008724_v2.fits stis_ngsl_v2 -300 -11.309 -9.110 -8.103 -7.691 -9.734 -8.572 -8.550 -8.570 -8.572 -6.744 -6.725
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd031421_v2.fits stis_ngsl_v2 -300 -7.822 -4.970 -3.840 -3.440 -5.766 -4.331 -4.308 -4.328 -4.331 -2.479 -2.453
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd212516_v2.fits stis_ngsl_v2 -300 -14.267 -10.037 -8.343 -7.460 -11.087 -9.156 -9.115 -9.147 -9.156 -6.021 -5.988
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd200081_v2.fits stis_ngsl_v2 -300 -10.508 -8.547 -7.784 -7.535 -9.099 -8.112 -8.097 -8.109 -8.112 -6.728 -6.705
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_bd-122669_v2.fits stis_ngsl_v2 -300 -11.508 -10.426 -10.179 -10.173 -10.721 -10.270 -10.265 -10.265 -10.270 -9.737 -9.733
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd012533_v2.fits stis_ngsl_v2 -300 -6.765 -3.287 -1.964 -1.527 -4.242 -2.535 -2.507 -2.533 -2.535 -0.535 -0.508
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd196662_v2.fits stis_ngsl_v2 -300 -6.116 -5.632 -5.894 -6.217 -5.767 -5.723 -5.729 -5.716 -5.723 -6.023 -6.023
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd008890_v2.fits stis_ngsl_v2 -300 -4.435 -2.430 -1.891 -1.788 -2.907 -2.093 -2.084 -2.091 -2.093 -1.189 -1.179
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd174966_v2.fits stis_ngsl_v2 -300 -9.355 -7.897 -7.712 -7.789 -8.221 -7.748 -7.745 -7.742 -7.748 -7.330 -7.322
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd191026_v2.fits stis_ngsl_v2 -300 -8.060 -6.022 -5.188 -4.940 -6.624 -5.543 -5.527 -5.539 -5.543 -4.145 -4.122
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd004128_v2.fits stis_ngsl_v2 -300 -5.369 -2.896 -1.959 -1.696 -3.593 -2.343 -2.325 -2.341 -2.343 -0.907 -0.888
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd114330_v2.fits stis_ngsl_v2 -300 -5.889 -4.511 -4.615 -4.871 -4.741 -4.519 -4.522 -4.511 -4.519 -4.546 -4.543
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd164353_v2.fits stis_ngsl_v2 -300 -4.343 -3.899 -4.003 -4.183 -4.038 -3.938 -3.940 -3.932 -3.938 -3.818 -3.812
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd183915_v2.fits stis_ngsl_v2 -300 -11.073 -8.309 -7.031 -6.604 -9.191 -7.590 -7.563 -7.587 -7.590 -5.580 -5.548
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd138749_v2.fits stis_ngsl_v2 -300 -4.535 -4.084 -4.372 -4.665 -4.205 -4.194 -4.200 -4.186 -4.194 -4.449 -4.445
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd019308_v2.fits stis_ngsl_v2 -300 -9.436 -7.868 -7.253 -7.118 -8.349 -7.502 -7.491 -7.498 -7.502 -6.532 -6.522
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd163346_v2.fits stis_ngsl_v2 -300 -9.092 -7.279 -6.709 -6.500 -7.705 -6.974 -6.962 -6.968 -6.974 -5.716 -5.696
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd033793_v2.fits stis_ngsl_v2 -300 -13.137 -10.101 -8.405 -7.593 -10.986 -9.274 -9.232 -9.259 -9.274 -6.244 -6.221
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_bd092860_v2.fits stis_ngsl_v2 -300 -12.936 -11.400 -10.846 -10.667 -11.812 -11.089 -11.078 -11.087 -11.089 -9.932 -9.916
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd000358_v2.fits stis_ngsl_v2 -300 -2.507 -1.907 -2.153 -2.435 -2.057 -1.988 -1.994 -1.980 -1.988 -2.199 -2.196
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd106516_v2.fits stis_ngsl_v2 -300 -7.572 -6.419 -6.025 -5.918 -6.764 -6.188 -6.180 -6.184 -6.188 -5.307 -5.292
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd126661_v2.fits stis_ngsl_v2 -300 -7.123 -5.515 -5.385 -5.497 -5.843 -5.378 -5.378 -5.372 -5.378 -4.992 -4.980
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd037828_v2.fits stis_ngsl_v2 -300 -10.416 -7.742 -6.633 -6.176 -8.476 -7.132 -7.109 -7.131 -7.132 -5.172 -5.150
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd005916_v2.fits stis_ngsl_v2 -300 -9.533 -7.531 -6.676 -6.383 -8.129 -7.042 -7.026 -7.040 -7.042 -5.530 -5.507
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd006755_v2.fits stis_ngsl_v2 -300 -9.802 -8.288 -7.590 -7.330 -8.755 -7.902 -7.888 -7.900 -7.902 -6.548 -6.532
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd183324_v2.fits stis_ngsl_v2 -300 -7.340 -5.969 -6.022 -6.247 -6.234 -5.927 -5.929 -5.918 -5.927 -5.875 -5.870
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd037216_v2.fits stis_ngsl_v2 -300 -10.133 -8.418 -7.707 -7.530 -8.957 -7.996 -7.984 -7.993 -7.996 -6.870 -6.858
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_viwcom_v2.fits stis_ngsl_v2 -300 -13.380 -9.314 -7.687 -6.269 -10.270 -8.476 -8.438 -8.472 -8.476 -4.381 -4.345
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd109995_v2.fits stis_ngsl_v2 -300 -9.153 -7.567 -7.624 -7.795 -7.827 -7.538 -7.540 -7.530 -7.538 -7.315 -7.306
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd123657_v2.fits stis_ngsl_v2 -300 -10.407 -6.318 -4.713 -3.277 -7.264 -5.488 -5.451 -5.485 -5.488 -1.346 -1.308
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd018907_v2.fits stis_ngsl_v2 -300 -8.295 -6.458 -5.707 -5.462 -7.010 -6.019 -6.005 -6.016 -6.019 -4.650 -4.630
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd087140_v2.fits stis_ngsl_v2 -300 -10.998 -9.505 -8.832 -8.560 -9.957 -9.138 -9.124 -9.135 -9.138 -7.772 -7.753
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd095418_v2.fits stis_ngsl_v2 -300 -3.614 -2.338 -2.447 -2.656 -2.562 -2.351 -2.354 -2.342 -2.351 -2.326 -2.320
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd148513_v2.fits stis_ngsl_v2 -300 -10.287 -6.518 -5.040 -4.485 -7.497 -5.725 -5.691 -5.718 -5.725 -3.309 -3.275
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd169191_v2.fits stis_ngsl_v2 -300 -9.316 -6.209 -4.956 -4.521 -7.061 -5.520 -5.493 -5.516 -5.520 -3.546 -3.521
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd095241_v2.fits stis_ngsl_v2 -300 -7.844 -6.426 -5.906 -5.759 -6.847 -6.118 -6.108 -6.115 -6.118 -5.087 -5.069
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd023439_v2.fits stis_ngsl_v2 -300 -10.256 -8.701 -7.966 -7.716 -9.205 -8.292 -8.278 -8.288 -8.292 -6.931 -6.912
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_lhs10_v2.fits stis_ngsl_v2 -300 -17.707 -14.035 -12.177 -10.155 -15.171 -13.050 -13.010 -13.048 -13.050 -7.624 -7.590
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_g260-36_v2.fits stis_ngsl_v2 -300 -14.125 -11.945 -11.040 -10.751 -12.592 -11.433 -11.416 -11.427 -11.433 -9.965 -9.946
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd128987_v2.fits stis_ngsl_v2 -300 -9.534 -7.859 -7.177 -7.007 -8.379 -7.457 -7.444 -7.453 -7.457 -6.359 -6.348
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd025975_v2.fits stis_ngsl_v2 -300 -9.079 -6.799 -5.886 -5.628 -7.465 -6.270 -6.253 -6.267 -6.270 -4.852 -4.833
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd022049_v2.fits stis_ngsl_v2 -300 -6.377 -4.388 -3.507 -3.240 -5.006 -3.894 -3.877 -3.888 -3.894 -2.496 -2.480
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd119971_v2.fits stis_ngsl_v2 -300 -9.853 -6.498 -5.129 -4.590 -7.389 -5.766 -5.736 -5.761 -5.766 -3.499 -3.474
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd073710_v2.fits stis_ngsl_v2 -300 -9.727 -7.192 -6.214 -5.918 -7.907 -6.625 -6.606 -6.622 -6.625 -5.061 -5.035
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd149161_v2.fits stis_ngsl_v2 -300 -9.871 -6.019 -4.468 -3.824 -7.004 -5.206 -5.170 -5.197 -5.206 -2.641 -2.613
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd079349_v2.fits stis_ngsl_v2 -300 -13.660 -9.711 -8.120 -7.404 -10.714 -8.881 -8.844 -8.872 -8.881 -6.099 -6.067
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd217357_v2.fits stis_ngsl_v2 -300 -11.901 -8.997 -7.473 -6.824 -9.816 -8.261 -8.224 -8.245 -8.261 -5.691 -5.668
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd111786_v2.fits stis_ngsl_v2 -300 -7.565 -6.264 -6.124 -6.163 -6.555 -6.149 -6.147 -6.143 -6.149 -5.646 -5.633
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd166991_v2.fits stis_ngsl_v2 -300 -8.269 -6.856 -6.855 -7.019 -7.133 -6.791 -6.792 -6.783 -6.791 -6.585 -6.574
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd059612_v2.fits stis_ngsl_v2 -300 -7.108 -4.988 -4.859 -4.910 -5.299 -4.876 -4.875 -4.872 -4.876 -4.223 -4.212
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd093329_v2.fits stis_ngsl_v2 -300 -10.401 -8.772 -8.804 -8.970 -9.036 -8.734 -8.735 -8.726 -8.734 -8.481 -8.473
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd086986_v2.fits stis_ngsl_v2 -300 -9.662 -8.029 -8.010 -8.132 -8.302 -7.971 -7.971 -7.964 -7.971 -7.606 -7.594
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd039833_v2.fits stis_ngsl_v2 -300 -9.607 -8.098 -7.508 -7.362 -8.559 -7.749 -7.738 -7.745 -7.749 -6.724 -6.709
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_gl15b_v2.fits stis_ngsl_v2 -300 -12.430 -9.352 -7.686 -6.766 -10.239 -8.557 -8.517 -8.544 -8.557 -5.338 -5.315
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd001461_v2.fits stis_ngsl_v2 -300 -8.572 -6.951 -6.329 -6.175 -7.446 -6.576 -6.565 -6.572 -6.576 -5.484 -5.466
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_g18-54_v2.fits stis_ngsl_v2 -300 -12.226 -11.084 -10.617 -10.482 -11.443 -10.821 -10.811 -10.817 -10.821 -9.750 -9.722
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd124425_v2.fits stis_ngsl_v2 -300 -7.613 -6.221 -5.812 -5.728 -6.601 -5.969 -5.962 -5.965 -5.969 -5.144 -5.129
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd068988_v2.fits stis_ngsl_v2 -300 -10.270 -8.683 -8.072 -7.928 -9.161 -8.321 -8.310 -8.317 -8.321 -7.302 -7.287
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd155763_v2.fits stis_ngsl_v2 -300 -3.663 -2.973 -3.238 -3.533 -3.122 -3.063 -3.069 -3.055 -3.063 -3.244 -3.237
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd058551_v2.fits stis_ngsl_v2 -300 -8.050 -6.846 -6.445 -6.354 -7.206 -6.604 -6.596 -6.600 -6.604 -5.745 -5.731
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd017072_v2.fits stis_ngsl_v2 -300 -8.666 -7.063 -6.448 -6.225 -7.507 -6.719 -6.707 -6.717 -6.719 -5.470 -5.452
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd284248_v2.fits stis_ngsl_v2 -300 -10.590 -9.543 -9.165 -9.084 -9.867 -9.327 -9.319 -9.324 -9.327 -8.519 -8.509
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd037202_v2.fits stis_ngsl_v2 -300 -2.828 -2.642 -2.987 -3.302 -2.717 -2.795 -2.802 -2.788 -2.795 -3.071 -3.069
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd018078_v2.fits stis_ngsl_v2 -300 -10.057 -8.371 -8.223 -8.300 -8.686 -8.257 -8.256 -8.250 -8.257 -7.752 -7.740
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_mmj6490_v2.fits stis_ngsl_v2 -300 -12.409 -10.962 -10.978 -11.164 -11.236 -10.903 -10.905 -10.895 -10.903 -10.675 -10.659
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd126511_v2.fits stis_ngsl_v2 -300 -10.683 -8.921 -8.200 -7.998 -9.460 -8.500 -8.487 -8.496 -8.500 -7.300 -7.282
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd079158_v2.fits stis_ngsl_v2 -300 -5.697 -5.116 -5.375 -5.673 -5.253 -5.213 -5.219 -5.205 -5.213 -5.470 -5.469
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd110073_v2.fits stis_ngsl_v2 -300 -5.239 -4.535 -4.748 -5.046 -4.697 -4.599 -4.603 -4.591 -4.599 -4.824 -4.822
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_cd-691618_v2.fits stis_ngsl_v2 -300 -9.132 -9.073 -9.381 -9.700 -9.149 -9.196 -9.202 -9.189 -9.196 -9.535 -9.532
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_bd423607_v2.fits stis_ngsl_v2 -300 -11.610 -10.585 -10.189 -10.096 -10.916 -10.352 -10.344 -10.349 -10.352 -9.538 -9.537
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd187879_v2.fits stis_ngsl_v2 -300 -5.719 -5.530 -5.736 -5.980 -5.632 -5.610 -5.614 -5.604 -5.610 -5.711 -5.706
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd203638_v2.fits stis_ngsl_v2 -300 -9.177 -6.234 -5.100 -4.744 -7.042 -5.591 -5.568 -5.587 -5.591 -3.795 -3.765
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_vgkcom_v2.fits stis_ngsl_v2 -300 -12.120 -8.047 -6.439 -4.987 -8.968 -7.227 -7.190 -7.223 -7.227 -3.033 -2.997
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_mmj6476_v2.fits stis_ngsl_v2 -300 -13.068 -11.498 -11.280 -11.336 -11.840 -11.330 -11.326 -11.324 -11.330 -10.828 -10.821
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd055496_v2.fits stis_ngsl_v2 -300 -11.297 -9.109 -8.224 -7.933 -9.733 -8.600 -8.583 -8.599 -8.600 -7.128 -7.111
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd126614_v2.fits stis_ngsl_v2 -300 -11.449 -9.406 -8.628 -8.435 -9.990 -8.950 -8.935 -8.946 -8.950 -7.710 -7.690
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd099648_v2.fits stis_ngsl_v2 -300 -8.112 -5.710 -4.756 -4.471 -6.405 -5.156 -5.137 -5.154 -5.156 -3.660 -3.638
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_bd+413306_v2.fits stis_ngsl_v2 -300 -11.272 -9.480 -8.698 -8.434 -10.027 -9.041 -9.026 -9.036 -9.041 -7.618 -7.597
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd170737_v2.fits stis_ngsl_v2 -300 -10.471 -8.724 -7.942 -7.656 -9.260 -8.286 -8.271 -8.283 -8.286 -6.821 -6.800
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_g63-26_v2.fits stis_ngsl_v2 -300 -13.641 -12.559 -12.158 -12.065 -12.896 -12.326 -12.319 -12.323 -12.326 -11.659 -11.672
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd076291_v2.fits stis_ngsl_v2 -300 -9.315 -6.567 -5.474 -5.106 -7.330 -5.954 -5.932 -5.950 -5.954 -4.188 -4.164
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd345957_v2.fits stis_ngsl_v2 -300 -10.414 -9.257 -8.793 -8.630 -9.612 -9.001 -8.992 -8.998 -9.001 -7.993 -7.980
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd078362_v2.fits stis_ngsl_v2 -300 -6.414 -4.883 -4.599 -4.634 -5.243 -4.685 -4.681 -4.679 -4.685 -4.126 -4.113
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_bd442051_v2.fits stis_ngsl_v2 -300 -13.022 -9.975 -8.316 -7.435 -10.854 -9.158 -9.117 -9.144 -9.158 -6.016 -5.989
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_hd142703_v2.fits stis_ngsl_v2 -300 -7.504 -6.249 -6.083 -6.119 -6.542 -6.122 -6.119 -6.117 -6.122 -5.599 -5.586
CSP CSP_TAMU_20180316 spectra/stis_ngsl_v2/h_stis_ngsl_vbnvul_v2.fits stis_ngsl_v2 -300 -13.373 -11.075 -10.443 -10.178 -11.498 -10.753 -10.737 -10.748 -10.753 -9.233 -9.216
