survey version standard standard_catagory shift CFA4P1-B CFA4P1-V CFA4P1-r CFA4P1-i 
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd019019_v2.fits stis_ngsl_v2 0 7.44 6.905 6.759 6.679
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd190073_v2.fits stis_ngsl_v2 0 7.935 7.821 7.87 7.993
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd175805_v2.fits stis_ngsl_v2 0 8.196 7.669 7.549 7.508
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd194453_v2.fits stis_ngsl_v2 0 6.735 6.741 6.884 7.104
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd061064_v2.fits stis_ngsl_v2 0 5.494 5.041 4.967 4.982
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd134439_v2.fits stis_ngsl_v2 0 10.164 9.502 9.28 9.098
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd026630_v2.fits stis_ngsl_v2 0 5.065 4.136 3.813 3.553
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd096446_v2.fits stis_ngsl_v2 0 6.526 6.664 6.85 7.132
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_g180-24_v2.fits stis_ngsl_v2 0 10.319 9.878 9.75 9.639
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd080607_v2.fits stis_ngsl_v2 0 9.865 9.107 8.877 8.741
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd141795_v2.fits stis_ngsl_v2 0 3.859 3.692 3.762 3.918
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd157244_v2.fits stis_ngsl_v2 0 4.247 2.838 2.349 1.964
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd111515_v2.fits stis_ngsl_v2 0 8.776 8.112 7.913 7.753
CFA4P1 CFA4P1 spectra/stis_ngsl_v2/h_stis_ngsl_hd107582_v2.fits stis_ngsl_v2 0 8.797 8.195 8.017 7.881
CFA4P1 CFA4P1 spectra/calspec23/bd26d2606_stis_006.fits calspec23 0 10.123 9.717 9.598 9.5
CFA4P1 CFA4P1 spectra/calspec23/wd0308_565_stis_009.fits calspec23 0 13.985 14.106 14.319 14.627
CFA4P1 CFA4P1 spectra/calspec23/sdss132811_stis_004.fits calspec23 0 17.181 17.063 17.249 17.473
CFA4P1 CFA4P1 spectra/calspec23/hz21_stis_007.fits calspec23 0 14.339 14.665 14.928 15.319
CFA4P1 CFA4P1 spectra/calspec23/gj7541a_stis_004.fits calspec23 0 12.319 12.292 12.385 12.565
CFA4P1 CFA4P1 spectra/calspec23/ngc6681_3_stis_002.fits calspec23 0 nan nan nan nan
CFA4P1 CFA4P1 spectra/calspec23/16cygb_stis_004.fits calspec23 0 6.86 6.232 6.045 5.917
CFA4P1 CFA4P1 spectra/calspec23/hd38949_stis_007.fits calspec23 0 8.333 7.798 7.646 7.552
CFA4P1 CFA4P1 spectra/calspec23/hd115169_stis_003.fits calspec23 0 9.858 9.252 9.07 8.941
CFA4P1 CFA4P1 spectra/calspec23/feige34_stis_006.fits calspec23 0 10.817 11.154 11.416 11.775
CFA4P1 CFA4P1 spectra/calspec23/18sco_stis_005.fits calspec23 0 6.099 5.494 5.317 5.193
CFA4P1 CFA4P1 spectra/calspec23/ngc6681_9_stis_002.fits calspec23 0 nan nan nan nan
CFA4P1 CFA4P1 spectra/calspec23/hd209458_stisnic_008.fits calspec23 0 8.173 7.652 7.512 7.429
CFA4P1 CFA4P1 spectra/calspec23/wd0320_539_stis_005.fits calspec23 0 14.686 14.931 15.187 15.562
CFA4P1 CFA4P1 spectra/calspec23/mucol_stis_007.fits calspec23 0 4.857 5.13 5.378 5.747
CFA4P1 CFA4P1 spectra/calspec23/ngc6681_12_stis_002.fits calspec23 0 nan nan nan nan
CFA4P1 CFA4P1 spectra/calspec23/hz43_stis_005.fits calspec23 0 12.594 12.899 13.163 13.548
CFA4P1 CFA4P1 spectra/calspec23/hd101452_stis_003.fits calspec23 0 7.817 7.53 7.52 7.576
CFA4P1 CFA4P1 spectra/calspec23/ngc2506g31_stis_003.fits calspec23 0 18.578 17.929 17.722 17.566
CFA4P1 CFA4P1 spectra/calspec23/hd158485_stis_005.fits calspec23 0 6.624 6.483 6.558 6.696
CFA4P1 CFA4P1 spectra/calspec23/ksi2ceti_stis_006.fits calspec23 0 4.224 4.262 4.419 4.662
CFA4P1 CFA4P1 spectra/calspec23/hd37962_stis_010.fits calspec23 0 8.452 7.849 7.67 7.542
CFA4P1 CFA4P1 spectra/calspec23/ngc6681_10_stis_002.fits calspec23 0 nan nan nan nan
CFA4P1 CFA4P1 spectra/calspec23/hd116405_stis_006.fits calspec23 0 8.26 8.309 8.47 8.72
CFA4P1 CFA4P1 spectra/calspec23/hd009051_stis_007.fits calspec23 0 9.719 8.951 8.678 8.414
CFA4P1 CFA4P1 spectra/calspec23/ngc6681_4_stis_002.fits calspec23 0 nan nan nan nan
CFA4P1 CFA4P1 spectra/calspec23/hd55677_stis_004.fits calspec23 0 9.527 9.446 9.538 9.699
CFA4P1 CFA4P1 spectra/calspec23/feige110_stisnic_008.fits calspec23 0 11.512 11.818 12.078 12.458
CFA4P1 CFA4P1 spectra/calspec23/hd185975_stis_007.fits calspec23 0 8.754 8.108 7.914 7.777
CFA4P1 CFA4P1 spectra/calspec23/hd200654_stis_007.fits calspec23 0 9.68 9.105 8.892 8.681
CFA4P1 CFA4P1 spectra/calspec23/hz44_stis_006.fits calspec23 0 11.35 11.641 11.904 12.297
CFA4P1 CFA4P1 spectra/calspec23/ngc6681_7_stis_002.fits calspec23 0 nan nan nan nan
CFA4P1 CFA4P1 spectra/calspec23/ngc6681_6_stis_002.fits calspec23 0 nan nan nan nan
CFA4P1 CFA4P1 spectra/calspec23/wd0947_857_stis_007.fits calspec23 0 15.468 15.751 16.012 16.395
CFA4P1 CFA4P1 spectra/calspec23/hd205905_stis_009.fits calspec23 0 7.332 6.745 6.577 6.47
CFA4P1 CFA4P1 spectra/calspec23/eta1dor_stis_004.fits calspec23 0 5.668 5.678 5.831 6.063
CFA4P1 CFA4P1 spectra/calspec23/sun_reference_stis_002.fits calspec23 0 -26.113 -26.736 -26.931 -27.051
CFA4P1 CFA4P1 spectra/calspec23/hd163466_stis_005.fits calspec23 0 7.039 6.851 6.893 7.0
CFA4P1 CFA4P1 spectra/calspec23/hz4_stis_008.fits calspec23 0 14.575 14.496 14.694 14.961
CFA4P1 CFA4P1 spectra/calspec23/bd_75d325_stis_006.fits calspec23 0 9.182 9.517 9.785 10.182
CFA4P1 CFA4P1 spectra/calspec23/alpha_lyr_stis_011.fits calspec23 0 0.025 0.014 0.158 0.378
CFA4P1 CFA4P1 spectra/calspec23/hd180609_stis_006.fits calspec23 0 9.549 9.424 9.508 9.653
CFA4P1 CFA4P1 spectra/calspec23/bd11d3759_stis_003.fits calspec23 0 12.864 11.369 10.647 9.104
CFA4P1 CFA4P1 spectra/calspec23/hz43b_stis_005.fits calspec23 0 15.073 14.28 13.69 12.422
CFA4P1 CFA4P1 spectra/calspec23/hd128998_stis_003.fits calspec23 0 5.811 5.804 5.948 6.164
CFA4P1 CFA4P1 spectra/calspec23/ngc6681_8_stis_002.fits calspec23 0 nan nan nan nan
CFA4P1 CFA4P1 spectra/calspec23/ngc6681_2_stis_002.fits calspec23 0 nan nan nan nan
CFA4P1 CFA4P1 spectra/calspec23/hd200775_stis_001.fits calspec23 0 7.729 7.383 7.208 7.079
CFA4P1 CFA4P1 spectra/calspec23/agk_81d266_stisnic_007.fits calspec23 0 11.569 11.907 12.179 12.578
CFA4P1 CFA4P1 spectra/calspec23/hd160617_stis_005.fits calspec23 0 9.163 8.733 8.602 8.495
CFA4P1 CFA4P1 spectra/calspec23/hd142331_stis_005.fits calspec23 0 9.371 8.729 8.533 8.396
CFA4P1 CFA4P1 spectra/calspec23/hd159222_stis_008.fits calspec23 0 7.134 6.528 6.354 6.244
CFA4P1 CFA4P1 spectra/calspec23/bd54d1216_stis_005.fits calspec23 0 10.14 9.709 9.583 9.482
CFA4P1 CFA4P1 spectra/calspec23/hd167060_stis_005.fits calspec23 0 9.529 8.935 8.763 8.643
CFA4P1 CFA4P1 spectra/calspec23/bd21d0607_stis_006.fits calspec23 0 9.636 9.227 9.11 9.018
CFA4P1 CFA4P1 spectra/calspec23/bd29d2091_stis_006.fits calspec23 0 10.74 10.263 10.11 9.98
CFA4P1 CFA4P1 spectra/calspec23/hs2027_stis_006.fits calspec23 0 16.399 16.643 16.844 17.209
CFA4P1 CFA4P1 spectra/calspec23/ngc6681_11_stis_002.fits calspec23 0 nan nan nan nan
CFA4P1 CFA4P1 spectra/calspec23/hd074000_stis_006.fits calspec23 0 10.053 9.664 9.557 9.472
CFA4P1 CFA4P1 spectra/calspec23/wd1026_453_stis_007.fits calspec23 0 15.861 16.122 16.38 16.76
CFA4P1 CFA4P1 spectra/calspec23/hd14943_stis_005.fits calspec23 0 6.092 5.899 5.945 6.062
CFA4P1 CFA4P1 spectra/calspec23/ngc6681_5_stis_002.fits calspec23 0 nan nan nan nan
CFA4P1 CFA4P1 spectra/calspec23/bd_28d4211_stis_005.fits calspec23 0 10.166 10.499 10.772 11.176
CFA4P1 CFA4P1 spectra/calspec23/bd02d3375_stis_006.fits calspec23 0 10.386 9.947 9.808 9.686
CFA4P1 CFA4P1 spectra/calspec23/hd106252_stis_008.fits calspec23 0 8.0 7.424 7.258 7.147
CFA4P1 CFA4P1 spectra/calspec23/hd111980_stis_006.fits calspec23 0 8.873 8.379 8.228 8.104
CFA4P1 CFA4P1 spectra/calspec23/hd2811_stis_004.fits calspec23 0 7.666 7.516 7.57 7.684
CFA4P1 CFA4P1 spectra/calspec23/delumi_stis_004.fits calspec23 0 4.358 4.327 4.458 4.659
CFA4P1 CFA4P1 spectra/calspec23/hd60753_stis_004.fits calspec23 0 6.584 6.668 6.818 7.054
CFA4P1 CFA4P1 spectra/calspec23/etauma_stis_007.fits calspec23 0 1.635 1.805 2.02 2.333
CFA4P1 CFA4P1 spectra/calspec23/lamlep_stis_007.fits calspec23 0 4.003 4.253 4.492 4.847
CFA4P1 CFA4P1 spectra/calspec23/hd031128_stis_006.fits calspec23 0 9.587 9.136 9.003 8.892
CFA4P1 CFA4P1 spectra/calspec23/hd172728_stis_002.fits calspec23 0 5.672 5.711 5.862 6.097
CFA4P1 CFA4P1 spectra/calspec23/109vir_stis_003.fits calspec23 0 3.708 3.704 3.843 4.054
CFA4P1 CFA4P1 spectra/calspec23/sdssj151421_stis_005.fits calspec23 0 15.715 15.879 16.114 16.455
CFA4P1 CFA4P1 spectra/calspec23/bd_17d4708_stisnic_007.fits calspec23 0 9.886 9.474 9.352 9.255
CFA4P1 CFA4P1 spectra/calspec23/10lac_stis_007.fits calspec23 0 4.641 4.85 5.063 5.384
CFA4P1 CFA4P1 spectra/calspec23/ngc6681_1_stis_002.fits calspec23 0 nan nan nan nan
CFA4P1 CFA4P1 spectra/calspec23/sirius_stis_005.fits calspec23 0 -1.457 -1.454 -1.307 -1.073
CFA4P1 CFA4P1 spectra/calspec23/hd93521_stis_007.fits calspec23 0 6.758 6.994 7.217 7.565
CFA4P1 CFA4P1 spectra/calspec23/sigori_stis_001.fits calspec23 0 3.571 3.804 4.036 4.378
