survey version standard shift  DES-g DES-r DES-i DES-z 
DES DES sdssj163800 0 18.8626 19.3495 19.7 19.9963
DES DES sdssj163800 0 18.861 19.3506 19.6997 19.9942
DES DES sdssj163800 0 18.8591 19.3468 19.6972 19.9932
DES DES sdssj163800 0 18.8606 19.3484 19.6937 19.9849
DES DES sdssj163800 0 18.8577 19.3458 19.6994 19.9984
DES DES sdssj163800 0 18.8623 19.3491 19.7021 20.0009
DES DES sdssj163800 0 18.8613 19.3479 19.6993 19.9966
DES DES sdssj163800 0 18.861 19.3472 19.6928 19.9844
DES DES sdssj163800 0 18.8594 19.3454 19.6941 19.9886
DES DES sdssj163800 0 18.8612 19.3487 19.7009 19.9985
DES DES sdssj163800 0 18.8599 19.349 19.7018 20.0001
DES DES sdssj163800 0 18.8587 19.3466 19.6941 19.9872
DES DES sdssj163800 0 18.8645 19.3529 19.6982 19.9888
DES DES sdssj163800 0 18.863 19.3492 19.6985 19.9936
DES DES sdssj163800 0 18.8603 19.3449 19.6914 19.9842
DES DES sdssj163800 0 18.8567 19.3456 19.6961 19.9922
DES DES sdssj163800 0 18.8638 19.3525 19.703 19.9993
DES DES sdssj163800 0 18.859 19.3452 19.6925 19.9859
DES DES sdssj163800 0 18.8621 19.3481 19.6973 19.9925
DES DES sdssj163800 0 18.8594 19.3449 19.6965 19.9943
DES DES sdssj163800 0 18.8596 19.3524 19.7033 19.9988
DES DES sdssj163800 0 18.859 19.3421 19.6867 19.9787
DES DES sdssj163800 0 18.8551 19.3468 19.6964 19.9914
DES DES sdssj163800 0 18.8599 19.346 19.6963 19.9926
DES DES sdssj163800 0 18.8597 19.3471 19.6982 19.9948
DES DES sdssj163800 0 18.8631 19.3504 19.6996 19.9947
DES DES sdssj163800 0 18.8581 19.3456 19.6967 19.9939
DES DES sdssj163800 0 18.859 19.3459 19.6928 19.986
DES DES sdssj163800 0 18.8622 19.3495 19.6995 19.9954
DES DES sdssj163800 0 18.8625 19.3495 19.697 19.9901
DES DES sdssj163800 0 18.8599 19.3475 19.6981 19.9946
DES DES sdssj163800 0 18.8564 19.3431 19.6956 19.994
DES DES sdssj163800 0 18.8646 19.3488 19.6924 19.9822
DES DES sdssj163800 0 18.8584 19.3429 19.6928 19.9892
DES DES sdssj163800 0 18.8615 19.3484 19.6974 19.9922
DES DES sdssj163800 0 18.8607 19.3489 19.6982 19.9935
DES DES sdssj163800 0 18.8602 19.3517 19.7039 20.0011
DES DES sdssj163800 0 18.8574 19.3445 19.6959 19.9933
DES DES sdssj163800 0 18.8611 19.3478 19.6989 19.9964
DES DES sdssj163800 0 18.8613 19.3499 19.6979 19.9915
DES DES sdssj163800 0 18.8628 19.352 19.7024 19.9981
DES DES sdssj163800 0 18.86 19.3465 19.6931 19.986
DES DES sdssj163800 0 18.8611 19.3482 19.6974 19.9923
DES DES sdssj163800 0 18.8625 19.3529 19.7051 20.0026
DES DES sdssj163800 0 18.8612 19.3454 19.6911 19.9832
DES DES sdssj163800 0 18.8576 19.3435 19.692 19.9861
DES DES sdssj163800 0 18.8629 19.3501 19.7004 19.9969
DES DES sdssj163800 0 18.8596 19.3467 19.6975 19.9941
DES DES sdssj163800 0 18.857 19.3466 19.6976 19.994
DES DES sdssj163800 0 18.859 19.347 19.6958 19.9902
DES DES sdssj163800 0 18.8584 19.3451 19.6952 19.9911
DES DES sdssj163800 0 18.8585 19.3441 19.6936 19.9892
DES DES sdssj181424 0 16.5626 17.074 17.4437 17.7581
DES DES sdssj181424 0 16.5627 17.0732 17.4427 17.757
DES DES sdssj181424 0 16.5636 17.0739 17.4433 17.7577
DES DES sdssj181424 0 16.5632 17.0727 17.4417 17.7556
DES DES sdssj181424 0 16.5634 17.0736 17.4435 17.7583
DES DES sdssj181424 0 16.5643 17.0734 17.4415 17.7548
DES DES sdssj181424 0 16.5634 17.0737 17.4432 17.7578
DES DES sdssj181424 0 16.5644 17.0738 17.4423 17.756
DES DES sdssj181424 0 16.5637 17.0732 17.4416 17.7554
DES DES sdssj181424 0 16.564 17.0743 17.4441 17.7588
DES DES sdssj181424 0 16.564 17.0749 17.4442 17.7582
DES DES sdssj181424 0 16.5646 17.0751 17.4444 17.7587
DES DES sdssj181424 0 16.5637 17.0739 17.443 17.7572
DES DES sdssj181424 0 16.5642 17.0741 17.4434 17.7578
DES DES sdssj181424 0 16.5628 17.0736 17.4428 17.7568
DES DES sdssj181424 0 16.564 17.0744 17.444 17.7587
DES DES sdssj181424 0 16.5629 17.0741 17.4444 17.7592
DES DES sdssj181424 0 16.563 17.0727 17.4412 17.7548
DES DES sdssj181424 0 16.5623 17.0734 17.4437 17.7588
DES DES sdssj181424 0 16.5639 17.0743 17.4443 17.7594
DES DES sdssj181424 0 16.5638 17.0743 17.4442 17.759
DES DES sdssj181424 0 16.5629 17.0735 17.4432 17.7577
DES DES sdssj181424 0 16.5641 17.0737 17.4424 17.7563
DES DES sdssj181424 0 16.5635 17.0731 17.4424 17.7569
DES DES sdssj181424 0 16.5648 17.0748 17.4438 17.7578
DES DES sdssj181424 0 16.5648 17.0749 17.4441 17.7584
DES DES sdssj181424 0 16.5654 17.0757 17.4455 17.7602
DES DES sdssj181424 0 16.5632 17.0736 17.4432 17.7578
DES DES sdssj181424 0 16.5646 17.075 17.4447 17.7593
DES DES sdssj181424 0 16.5636 17.0737 17.4428 17.757
DES DES sdssj181424 0 16.5649 17.0749 17.4442 17.7586
DES DES sdssj181424 0 16.5658 17.0761 17.4454 17.7599
DES DES sdssj181424 0 16.5661 17.0757 17.4442 17.7576
DES DES sdssj181424 0 16.5649 17.0746 17.4433 17.757
DES DES sdssj181424 0 16.5632 17.0733 17.4428 17.7572
DES DES sdssj181424 0 16.5647 17.0746 17.4441 17.7588
DES DES sdssj181424 0 16.563 17.0729 17.4417 17.7556
DES DES sdssj181424 0 16.5647 17.0749 17.444 17.7582
DES DES sdssj181424 0 16.5638 17.0732 17.4422 17.7566
DES DES sdssj181424 0 16.5639 17.075 17.4444 17.7582
DES DES sdssj181424 0 16.5651 17.0747 17.4441 17.7587
DES DES sdssj181424 0 16.5647 17.0743 17.4439 17.7585
DES DES sdssj181424 0 16.5643 17.0751 17.4448 17.7592
DES DES sdssj181424 0 16.5637 17.0744 17.4441 17.7586
DES DES sdssj181424 0 16.5626 17.0737 17.4434 17.7578
DES DES sdssj181424 0 16.5649 17.0743 17.443 17.757
DES DES sdssj181424 0 16.567 17.0748 17.4427 17.7563
DES DES sdssj181424 0 16.5641 17.0747 17.4443 17.7587
DES DES sdssj181424 0 16.564 17.0758 17.4459 17.7605
DES DES sdssj181424 0 16.5637 17.0748 17.4443 17.7587
DES DES sdssj181424 0 16.5631 17.0725 17.442 17.7566
DES DES sdssj181424 0 16.5646 17.075 17.4446 17.7594
DES DES sdssj181424 0 16.5639 17.0731 17.4423 17.7568
DES DES sdssj181424 0 16.5641 17.075 17.444 17.7579
DES DES sdssj181424 0 16.5637 17.0733 17.4422 17.7562
DES DES sdssj181424 0 16.5642 17.075 17.4445 17.7589
DES DES sdssj181424 0 16.5621 17.073 17.4429 17.7578
DES DES sdssj181424 0 16.5641 17.0751 17.4449 17.7596
DES DES sdssj181424 0 16.5625 17.0727 17.4426 17.7574
DES DES sdssj181424 0 16.5641 17.0752 17.4446 17.7589
DES DES sdssj181424 0 16.5646 17.0745 17.4433 17.7572
DES DES sdssj181424 0 16.5637 17.0753 17.4455 17.7605
DES DES sdssj181424 0 16.564 17.0743 17.4438 17.7585
DES DES sdssj181424 0 16.5645 17.0751 17.4445 17.7587
DES DES sdssj181424 0 16.5648 17.0745 17.4437 17.7581
DES DES sdssj181424 0 16.5626 17.0736 17.4434 17.758
DES DES sdssj181424 0 16.5656 17.0753 17.4439 17.7576
DES DES sdssj181424 0 16.5627 17.0736 17.4434 17.7581
DES DES sdssj181424 0 16.5636 17.0743 17.4441 17.7587
DES DES sdssj181424 0 16.5648 17.0751 17.4439 17.7576
DES DES sdssj181424 0 16.5646 17.0748 17.4441 17.7583
DES DES sdssj181424 0 16.5641 17.0744 17.4437 17.7582
DES DES sdssj181424 0 16.5643 17.0744 17.4437 17.7581
DES DES sdssj181424 0 16.5636 17.0738 17.443 17.7572
DES DES sdssj181424 0 16.5644 17.0751 17.4446 17.759
DES DES sdssj181424 0 16.5619 17.0732 17.4431 17.7576
DES DES sdssj181424 0 16.5641 17.0744 17.4436 17.758
DES DES sdssj181424 0 16.5636 17.0742 17.4435 17.7575
DES DES sdssj181424 0 16.5648 17.0741 17.4432 17.7577
DES DES sdssj181424 0 16.563 17.0744 17.4439 17.758
DES DES sdssj181424 0 16.5648 17.0738 17.4425 17.7567
DES DES sdssj181424 0 16.564 17.075 17.4448 17.7594
DES DES sdssj181424 0 16.564 17.0743 17.4436 17.7577
DES DES sdssj181424 0 16.5637 17.0736 17.4426 17.7565
DES DES sdssj181424 0 16.5634 17.0743 17.4435 17.7573
DES DES sdssj181424 0 16.5638 17.0745 17.4442 17.7588
DES DES sdssj181424 0 16.5623 17.073 17.4428 17.7575
DES DES sdssj181424 0 16.565 17.0757 17.445 17.7593
DES DES sdssj181424 0 16.5648 17.0747 17.4439 17.7582
DES DES sdssj181424 0 16.5653 17.0745 17.4429 17.7567
DES DES sdssj181424 0 16.5624 17.0735 17.4435 17.758
DES DES sdssj181424 0 16.5626 17.0734 17.4435 17.7587
DES DES sdssj181424 0 16.5641 17.0739 17.4426 17.7564
DES DES sdssj181424 0 16.5633 17.0739 17.443 17.757
DES DES sdssj181424 0 16.5636 17.0739 17.4431 17.7573
DES DES sdssj181424 0 16.5637 17.0736 17.4425 17.7564
DES DES sdssj181424 0 16.565 17.0756 17.445 17.7596
DES DES sdssj181424 0 16.5648 17.0755 17.4451 17.7597
DES DES sdssj210150 0 18.6752 19.1272 19.4655 19.7603
DES DES sdssj210150 0 18.6739 19.1248 19.4604 19.7523
DES DES sdssj210150 0 18.6728 19.1222 19.4608 19.7564
DES DES sdssj210150 0 18.6743 19.1258 19.463 19.756
DES DES sdssj210150 0 18.6745 19.1252 19.4633 19.7582
DES DES sdssj210150 0 18.6766 19.1262 19.4642 19.7593
DES DES sdssj210150 0 18.6745 19.1238 19.4609 19.7545
DES DES sdssj210150 0 18.6739 19.1261 19.4635 19.7565
DES DES sdssj210150 0 18.6739 19.1263 19.4639 19.7569
DES DES sdssj210150 0 18.6764 19.1256 19.4625 19.7561
DES DES sdssj210150 0 18.6735 19.1257 19.4631 19.7567
DES DES sdssj210150 0 18.6747 19.1255 19.4632 19.7571
DES DES sdssj210150 0 18.6744 19.125 19.4643 19.7595
DES DES sdssj210150 0 18.6777 19.1262 19.4609 19.7528
DES DES sdssj210150 0 18.6712 19.1255 19.4649 19.7592
DES DES sdssj210150 0 18.6721 19.1274 19.4666 19.7609
DES DES sdssj210150 0 18.6741 19.1262 19.4654 19.7608
DES DES sdssj210150 0 18.6766 19.1258 19.462 19.7547
DES DES sdssj210150 0 18.6754 19.1263 19.4625 19.7553
DES DES sdssj210150 0 18.6749 19.1238 19.4609 19.7552
DES DES sdssj210150 0 18.6758 19.1266 19.4661 19.7627
DES DES sdssj210150 0 18.6742 19.1255 19.4631 19.7566
DES DES sdssj210150 0 18.6743 19.1253 19.4627 19.7566
DES DES sdssj210150 0 18.6769 19.1259 19.4616 19.7542
DES DES sdssj210150 0 18.6743 19.1246 19.4628 19.7568
DES DES sdssj210150 0 18.6761 19.1261 19.4633 19.757
DES DES sdssj210150 0 18.6754 19.1277 19.464 19.7561
DES DES sdssj210150 0 18.6746 19.1256 19.4619 19.7545
DES DES sdssj210150 0 18.6742 19.1239 19.4611 19.755
DES DES sdssj210150 0 18.6766 19.1275 19.4661 19.7615
DES DES sdssj210150 0 18.6757 19.1278 19.4638 19.7559
DES DES sdssj210150 0 18.6748 19.1248 19.4619 19.7557
DES DES sdssj210150 0 18.6766 19.1269 19.4628 19.755
DES DES sdssj210150 0 18.6773 19.1264 19.462 19.7542
DES DES sdssj210150 0 18.6751 19.1265 19.4634 19.7565
DES DES sdssj210150 0 18.6754 19.1236 19.4598 19.7528
DES DES sdssj210150 0 18.6799 19.1276 19.4634 19.7563
DES DES sdssj210150 0 18.6788 19.1269 19.4627 19.7556
DES DES sdssj210150 0 18.6754 19.1267 19.4637 19.7567
DES DES sdssj210150 0 18.6766 19.1259 19.4629 19.7574
DES DES sdssj210150 0 18.6724 19.1259 19.4654 19.7607
DES DES sdssj210150 0 18.6717 19.1245 19.4637 19.7588
DES DES sdssj210150 0 18.6767 19.1273 19.4653 19.7598
DES DES sdssj210150 0 18.6765 19.1261 19.4629 19.7566
DES DES sdssj210150 0 18.6749 19.1249 19.4618 19.755
DES DES sdssj210150 0 18.6752 19.1244 19.4611 19.7554
DES DES sdssj210150 0 18.6798 19.1282 19.4638 19.7566
DES DES sdssj210150 0 18.6757 19.1282 19.4667 19.7605
DES DES sdssj210150 0 18.6772 19.124 19.4608 19.7554
DES DES sdssj210150 0 18.6767 19.1279 19.4641 19.7561
DES DES sdssj210150 0 18.6741 19.1234 19.4619 19.7577
DES DES sdssj210150 0 18.6749 19.1231 19.4604 19.7547
DES DES sdssj210150 0 18.6754 19.1239 19.4609 19.7549
DES DES sdssj210150 0 18.6717 19.1237 19.461 19.7536
DES DES sdssj210150 0 18.6761 19.1276 19.4662 19.761
DES DES sdssj210150 0 18.6759 19.1287 19.4672 19.7616
DES DES sdssj210150 0 18.6801 19.1276 19.4635 19.7565
DES DES sdssj210150 0 18.6711 19.1241 19.4639 19.7587
DES DES sdssj210150 0 18.6778 19.1288 19.4658 19.7587
DES DES sdssj210150 0 18.6763 19.1233 19.4581 19.7501
DES DES sdssj210150 0 18.6736 19.126 19.4644 19.7593
DES DES sdssj210150 0 18.6775 19.1261 19.4614 19.7532
DES DES sdssj210150 0 18.6757 19.1255 19.464 19.7593
DES DES sdssj210150 0 18.6741 19.1259 19.4616 19.7529
DES DES sdssj210150 0 18.6715 19.1261 19.4659 19.7608
DES DES sdssj210150 0 18.6757 19.1261 19.4652 19.7611
DES DES sdssj210150 0 18.6772 19.1282 19.4636 19.7546
DES DES sdssj210150 0 18.6749 19.1224 19.4594 19.7536
DES DES sdssj210150 0 18.6733 19.1248 19.4624 19.7559
DES DES sdssj210150 0 18.6769 19.1256 19.4618 19.7552
DES DES sdssj210150 0 18.6728 19.1255 19.4671 19.7649
DES DES sdssj210150 0 18.674 19.1258 19.4659 19.7623
DES DES sdssj210150 0 18.6728 19.1266 19.4672 19.7635
DES DES sdssj210150 0 18.6761 19.1252 19.4617 19.7551
DES DES sdssj210150 0 18.6747 19.1265 19.4642 19.7576
DES DES sdssj210150 0 18.6772 19.127 19.4651 19.7599
DES DES sdssj210150 0 18.674 19.1268 19.4652 19.7589
DES DES sdssj210150 0 18.6737 19.1242 19.4603 19.7521
DES DES sdssj210150 0 18.6796 19.1283 19.4645 19.758
DES DES sdssj210150 0 18.6762 19.1273 19.4647 19.7582
DES DES sdssj210150 0 18.6768 19.1274 19.4644 19.7583
DES DES sdssj210150 0 18.6768 19.1278 19.4651 19.7581
DES DES sdssj210150 0 18.6735 19.1237 19.4611 19.7551
DES DES sdssj210150 0 18.6758 19.1249 19.4621 19.7563
DES DES sdssj210150 0 18.6776 19.1256 19.4617 19.7548
DES DES sdssj210150 0 18.6774 19.1289 19.4678 19.7627
DES DES sdssj210150 0 18.6765 19.1277 19.4666 19.7618
DES DES sdssj210150 0 18.6729 19.126 19.4666 19.7633
DES DES sdssj210150 0 18.6739 19.1254 19.4662 19.764
DES DES sdssj210150 0 18.6761 19.1259 19.4656 19.7626
DES DES sdssj210150 0 18.6755 19.1266 19.4614 19.752
DES DES sdssj210150 0 18.674 19.1225 19.4586 19.7515
DES DES sdssj210150 0 18.6712 19.1233 19.4624 19.7578
DES DES sdssj210150 0 18.6742 19.1271 19.4666 19.7621
DES DES sdssj210150 0 18.6692 19.1225 19.4618 19.7569
DES DES sdssj210150 0 18.6786 19.1284 19.466 19.7602
DES DES sdssj210150 0 18.6731 19.1242 19.4597 19.7511
DES DES sdssj210150 0 18.6775 19.1285 19.4639 19.7553
DES DES sdssj232941 0 18.1769 18.533 18.8239 19.0888
DES DES sdssj232941 0 18.1705 18.5295 18.8206 19.0851
DES DES sdssj232941 0 18.1795 18.5357 18.8237 19.0853
DES DES sdssj232941 0 18.1694 18.5249 18.816 19.0815
DES DES sdssj232941 0 18.1791 18.5363 18.8264 19.0897
DES DES sdssj232941 0 18.1686 18.5306 18.8262 19.0939
DES DES sdssj232941 0 18.1746 18.537 18.8284 19.0917
DES DES sdssj232941 0 18.1756 18.5272 18.8174 19.0832
DES DES sdssj232941 0 18.1745 18.527 18.8174 19.0832
DES DES sdssj232941 0 18.1743 18.5324 18.8267 19.0951
DES DES sdssj232941 0 18.1731 18.5308 18.8195 19.0809
DES DES sdssj232941 0 18.1731 18.53 18.8211 19.0865
DES DES sdssj232941 0 18.1764 18.5302 18.8201 19.0843
DES DES sdssj232941 0 18.1654 18.5269 18.8208 19.0868
DES DES sdssj232941 0 18.1819 18.5374 18.8266 19.0897
DES DES sdssj232941 0 18.1784 18.534 18.8236 19.0873
DES DES sdssj232941 0 18.1808 18.5328 18.8203 19.0828
DES DES sdssj232941 0 18.1693 18.531 18.824 19.0895
DES DES sdssj232941 0 18.1771 18.5321 18.8209 19.0845
DES DES sdssj232941 0 18.1782 18.5318 18.82 19.0825
DES DES sdssj232941 0 18.1768 18.5334 18.8242 19.0889
DES DES sdssj232941 0 18.169 18.528 18.8223 19.0893
DES DES sdssj232941 0 18.1757 18.5313 18.8188 19.0807
DES DES sdssj232941 0 18.1701 18.534 18.8289 19.0957
DES DES sdssj232941 0 18.1755 18.5279 18.8153 19.0778
DES DES sdssj232941 0 18.1701 18.5296 18.8213 19.0858
DES DES sdssj232941 0 18.1685 18.5282 18.8221 19.0891
DES DES sdssj232941 0 18.174 18.5343 18.8276 19.0943
DES DES sdssj232941 0 18.1728 18.5318 18.8235 19.0885
DES DES sdssj232941 0 18.1731 18.5309 18.8199 19.0824
DES DES sdssj232941 0 18.1676 18.5324 18.8278 19.0944
DES DES sdssj232941 0 18.1794 18.5319 18.8201 19.0833
DES DES sdssj232941 0 18.1777 18.5393 18.8324 19.0986
DES DES sdssj232941 0 18.1742 18.5313 18.8217 19.0858
DES DES sdssj232941 0 18.1763 18.5352 18.8263 19.0903
DES DES sdssj232941 0 18.1663 18.5315 18.8249 19.0892
DES DES sdssj232941 0 18.1768 18.5318 18.823 19.0885
DES DES sdssj232941 0 18.1788 18.5341 18.8258 19.0916
DES DES sdssj232941 0 18.1718 18.5293 18.8194 19.0832
DES DES sdssj232941 0 18.1727 18.533 18.8243 19.0877
DES DES sdssj232941 0 18.1744 18.5328 18.825 19.0904
DES DES sdssj232941 0 18.175 18.5348 18.8255 19.0889
DES DES sdssj232941 0 18.1723 18.5297 18.8229 19.0893
DES DES sdssj232941 0 18.1754 18.5328 18.8251 19.0906
DES DES sdssj232941 0 18.1763 18.5302 18.8203 19.0849
DES DES sdssj232941 0 18.1697 18.5315 18.8245 19.0896
DES DES sdssj232941 0 18.1768 18.5369 18.8283 19.0929
DES DES sdssj232941 0 18.1716 18.5293 18.8198 19.0837
DES DES sdssj232941 0 18.1752 18.5318 18.8229 19.0879
DES DES sdssj232941 0 18.1683 18.5279 18.8205 19.086
DES DES sdssj232941 0 18.1781 18.5335 18.823 19.0867
DES DES sdssj232941 0 18.1775 18.5317 18.8219 19.0868
DES DES sdssj232941 0 18.178 18.5314 18.8217 19.0865
DES DES sdssj232941 0 18.1729 18.5328 18.8244 19.0893
DES DES sdssj232941 0 18.1718 18.5276 18.8202 19.0869
DES DES sdssj232941 0 18.1771 18.5331 18.8251 19.0917
DES DES sdssj232941 0 18.1743 18.5343 18.8265 19.0912
DES DES sdssj232941 0 18.176 18.533 18.8215 19.0834
DES DES sdssj232941 0 18.1774 18.5357 18.8248 19.0872
DES DES sdssj232941 0 18.1794 18.5379 18.8279 19.091
DES DES sdssj232941 0 18.1685 18.5288 18.8222 19.0886
DES DES sdssj232941 0 18.1647 18.5232 18.8172 19.0846
DES DES sdssj232941 0 18.1733 18.5346 18.8272 19.092
DES DES sdssj232941 0 18.1686 18.5231 18.8131 19.0772
DES DES sdssj232941 0 18.1754 18.531 18.8221 19.0877
DES DES sdssj232941 0 18.1735 18.5294 18.8191 19.0832
DES DES sdssj232941 0 18.1732 18.5345 18.8281 19.0938
DES DES sdssj232941 0 18.1739 18.5313 18.822 19.0858
DES DES sdssj232941 0 18.177 18.5366 18.8282 19.0928
DES DES sdssj232941 0 18.1746 18.5332 18.8254 19.0907
DES DES sdssj232941 0 18.1768 18.5345 18.8256 19.0905
DES DES sdssj232941 0 18.1727 18.5295 18.8201 19.0847
DES DES sdssj232941 0 18.1754 18.5301 18.8195 19.0833
DES DES sdssj232941 0 18.1761 18.5326 18.8237 19.0889
DES DES sdssj232941 0 18.1725 18.5316 18.8227 19.0869
DES DES sdssj232941 0 18.1741 18.5256 18.8127 19.0741
DES DES sdssj232941 0 18.1701 18.5309 18.8248 19.0911
DES DES sdssj232941 0 18.1763 18.5328 18.8236 19.0878
DES DES sdssj232941 0 18.1747 18.534 18.8235 19.0861
DES DES sdssj232941 0 18.1734 18.5283 18.8194 19.085
DES DES sdssj232941 0 18.1762 18.5337 18.8269 19.0947
DES DES sdssj232941 0 18.1704 18.5294 18.8192 19.0813
DES DES sdssj232941 0 18.1745 18.5352 18.8288 19.0952
DES DES sdssj232941 0 18.1728 18.5353 18.8293 19.0958
DES DES sdssj232941 0 18.1732 18.5348 18.8283 19.0946
DES DES sdssj232941 0 18.1695 18.5298 18.8235 19.09
DES DES sdssj232941 0 18.1816 18.5364 18.8254 19.0884
DES DES sdssj232941 0 18.1723 18.5327 18.8253 19.0907
DES DES sdssj232941 0 18.1733 18.5315 18.822 19.0862
DES DES sdssj232941 0 18.1827 18.541 18.8303 19.0935
DES DES sdssj232941 0 18.1688 18.525 18.817 19.0823
DES DES sdssj232941 0 18.1705 18.5264 18.8162 19.0795
DES DES sdssj232941 0 18.1739 18.5334 18.8249 19.0892
DES DES sdssj232941 0 18.1747 18.5357 18.8278 19.0926
DES DES sdssj232941 0 18.1701 18.5256 18.8162 19.0808
DES DES sdssj232941 0 18.1718 18.5335 18.8243 19.0878
DES DES sdssj232941 0 18.1683 18.5239 18.8143 19.0782
DES DES sdssj232941 0 18.1687 18.5249 18.8149 19.0781
DES DES sdssj235144 0 18.0998 18.5137 18.8296 19.1064
DES DES sdssj235144 0 18.0998 18.5124 18.8278 19.1043
DES DES sdssj235144 0 18.1006 18.5133 18.8299 19.1077
DES DES sdssj235144 0 18.0979 18.512 18.8305 19.1097
DES DES sdssj235144 0 18.0998 18.5131 18.8274 19.1029
DES DES sdssj235144 0 18.1001 18.5136 18.8276 19.1021
DES DES sdssj235144 0 18.102 18.5143 18.8291 19.1052
DES DES sdssj235144 0 18.1003 18.5137 18.8293 19.1058
DES DES sdssj235144 0 18.0981 18.5113 18.8268 19.1033
DES DES sdssj235144 0 18.0998 18.5146 18.8315 19.1089
DES DES sdssj235144 0 18.1034 18.5162 18.8298 19.1045
DES DES sdssj235144 0 18.0996 18.5131 18.8295 19.1067
DES DES sdssj235144 0 18.0995 18.5117 18.8274 19.104
DES DES sdssj235144 0 18.1013 18.5133 18.829 19.106
DES DES sdssj235144 0 18.0973 18.5114 18.8283 19.1058
DES DES sdssj235144 0 18.0995 18.5148 18.8315 19.1086
DES DES sdssj235144 0 18.0997 18.5146 18.8309 19.1075
DES DES sdssj235144 0 18.1003 18.5126 18.8272 19.1032
DES DES sdssj235144 0 18.1021 18.5152 18.8305 19.1065
DES DES sdssj235144 0 18.0982 18.5105 18.8265 19.1036
DES DES sdssj235144 0 18.099 18.5131 18.8297 19.1069
DES DES sdssj235144 0 18.1033 18.5149 18.8286 19.1039
DES DES sdssj235144 0 18.0989 18.5107 18.8262 19.1029
DES DES sdssj235144 0 18.103 18.5164 18.8295 19.1035
DES DES sdssj235144 0 18.1007 18.5139 18.8307 19.1087
DES DES sdssj235144 0 18.1005 18.5131 18.8269 19.1016
DES DES sdssj235144 0 18.1006 18.5129 18.8274 19.1032
DES DES sdssj235144 0 18.1017 18.514 18.8299 19.1069
DES DES sdssj235144 0 18.1026 18.5158 18.8312 19.108
DES DES sdssj235144 0 18.0987 18.5128 18.8293 19.1067
DES DES sdssj235144 0 18.1017 18.5121 18.8252 19.1
DES DES sdssj235144 0 18.0993 18.5132 18.8286 19.1048
DES DES sdssj235144 0 18.0986 18.5125 18.829 19.1061
DES DES sdssj235144 0 18.1044 18.5163 18.8291 19.1036
DES DES sdssj235144 0 18.1008 18.5137 18.8298 19.1064
DES DES sdssj235144 0 18.1024 18.5138 18.8271 19.1019
DES DES sdssj235144 0 18.1005 18.5156 18.8313 19.1076
DES DES sdssj235144 0 18.1014 18.516 18.8315 19.1076
DES DES sdssj235144 0 18.1035 18.5143 18.8278 19.103
DES DES sdssj235144 0 18.0984 18.5101 18.8257 19.1024
DES DES sdssj235144 0 18.1006 18.5139 18.8292 19.1053
DES DES sdssj235144 0 18.1003 18.513 18.8291 19.1063
DES DES sdssj235144 0 18.1004 18.5136 18.8296 19.1067
DES DES sdssj235144 0 18.1003 18.5129 18.8294 19.1069
DES DES sdssj235144 0 18.0993 18.5126 18.8288 19.1062
DES DES sdssj235144 0 18.1015 18.514 18.8283 19.1037
DES DES sdssj235144 0 18.1008 18.5115 18.8264 19.1029
DES DES sdssj235144 0 18.1036 18.5164 18.8305 19.1055
DES DES sdssj235144 0 18.1018 18.513 18.8275 19.1036
DES DES sdssj235144 0 18.0971 18.5098 18.8261 19.1033
DES DES sdssj235144 0 18.0999 18.5131 18.8293 19.1068
DES DES sdssj235144 0 18.0984 18.5133 18.8294 19.1063
DES DES sdssj235144 0 18.0992 18.5122 18.8281 19.1051
DES DES sdssj235144 0 18.0965 18.5111 18.828 19.1052
DES DES sdssj235144 0 18.1008 18.5145 18.8317 19.1099
DES DES sdssj235144 0 18.0981 18.5113 18.8287 19.1073
DES DES sdssj235144 0 18.1015 18.5125 18.8256 19.1003
DES DES sdssj235144 0 18.0987 18.5127 18.8293 19.1069
DES DES sdssj235144 0 18.1005 18.5153 18.8317 19.109
DES DES sdssj235144 0 18.0968 18.5111 18.8282 19.1064
DES DES sdssj235144 0 18.0995 18.5135 18.8281 19.1037
DES DES sdssj235144 0 18.0982 18.5127 18.8288 19.1059
DES DES sdssj235144 0 18.0971 18.5097 18.8242 19.0998
DES DES sdssj235144 0 18.1026 18.5151 18.8301 19.1062
DES DES sdssj235144 0 18.1003 18.5118 18.8279 19.1057
DES DES sdssj235144 0 18.0985 18.5114 18.8286 19.1069
DES DES sdssj235144 0 18.1027 18.5152 18.83 19.1056
DES DES sdssj235144 0 18.1011 18.5126 18.8276 19.1042
DES DES sdssj235144 0 18.0995 18.5129 18.8281 19.1044
DES DES sdssj235144 0 18.1017 18.515 18.8301 19.106
DES DES sdssj235144 0 18.1003 18.5133 18.8283 19.1044
DES DES sdssj235144 0 18.0982 18.512 18.8291 19.1071
DES DES sdssj235144 0 18.0981 18.5117 18.8284 19.106
DES DES sdssj235144 0 18.1014 18.5142 18.8284 19.1038
DES DES sdssj235144 0 18.1007 18.5153 18.8299 19.1052
DES DES sdssj235144 0 18.0995 18.513 18.8271 19.102
DES DES sdssj235144 0 18.1021 18.5145 18.8296 19.1059
DES DES sdssj235144 0 18.0982 18.5116 18.8265 19.1027
DES DES sdssj235144 0 18.1003 18.5139 18.8291 19.1049
DES DES sdssj235144 0 18.0983 18.5134 18.8292 19.106
DES DES sdssj235144 0 18.101 18.5141 18.8286 19.1044
DES DES sdssj235144 0 18.0986 18.5116 18.8286 19.1067
