survey version standard standard_catagory shift ZTF-g ZTF-r ZTF-i 
ZTF ZTF spectra/calspec23/ngc6681_2_stis_002.fits calspec23 -50 16.048 nan nan
ZTF ZTF spectra/calspec23/hd200775_stis_001.fits calspec23 -50 7.51 7.194 7.073
ZTF ZTF spectra/calspec23/agk_81d266_stisnic_007.fits calspec23 -50 11.607 12.201 12.638
ZTF ZTF spectra/calspec23/hd160617_stis_005.fits calspec23 -50 8.899 8.588 8.497
ZTF ZTF spectra/calspec23/hd142331_stis_005.fits calspec23 -50 9.002 8.515 8.397
ZTF ZTF spectra/calspec23/hd159222_stis_008.fits calspec23 -50 6.778 6.338 6.248
ZTF ZTF spectra/calspec23/bd54d1216_stis_005.fits calspec23 -50 9.874 9.569 9.486
ZTF ZTF spectra/calspec23/hd167060_stis_005.fits calspec23 -50 9.178 8.747 8.646
ZTF ZTF spectra/calspec23/bd21d0607_stis_006.fits calspec23 -50 9.379 9.097 9.021
ZTF ZTF spectra/calspec23/bd29d2091_stis_006.fits calspec23 -50 10.459 10.095 9.979
ZTF ZTF spectra/calspec23/hs2027_stis_006.fits calspec23 -50 16.415 16.862 17.267
ZTF ZTF spectra/calspec23/ngc6681_11_stis_002.fits calspec23 -50 15.664 nan nan
ZTF ZTF spectra/calspec23/hd074000_stis_006.fits calspec23 -50 9.805 9.545 9.477
ZTF ZTF spectra/calspec23/wd1026_453_stis_007.fits calspec23 -50 15.865 16.401 16.818
ZTF ZTF spectra/calspec23/hd14943_stis_005.fits calspec23 -50 5.887 5.947 6.091
ZTF ZTF spectra/calspec23/ngc6681_5_stis_002.fits calspec23 -50 15.859 nan nan
ZTF ZTF spectra/calspec23/bd_28d4211_stis_005.fits calspec23 -50 10.202 10.793 11.237
ZTF ZTF spectra/calspec23/bd02d3375_stis_006.fits calspec23 -50 10.122 9.793 9.687
ZTF ZTF spectra/calspec23/hd106252_stis_008.fits calspec23 -50 7.66 7.243 7.151
ZTF ZTF spectra/calspec23/hd111980_stis_006.fits calspec23 -50 8.578 8.213 8.105
ZTF ZTF spectra/calspec23/hd2811_stis_004.fits calspec23 -50 7.482 7.573 7.71
ZTF ZTF spectra/calspec23/delumi_stis_004.fits calspec23 -50 4.213 4.467 4.695
ZTF ZTF spectra/calspec23/hd60753_stis_004.fits calspec23 -50 6.509 6.829 7.093
ZTF ZTF spectra/calspec23/etauma_stis_007.fits calspec23 -50 1.583 2.036 2.382
ZTF ZTF spectra/calspec23/lamlep_stis_007.fits calspec23 -50 4.0 4.511 4.901
ZTF ZTF spectra/calspec23/hd031128_stis_006.fits calspec23 -50 9.313 8.988 8.894
ZTF ZTF spectra/calspec23/hd172728_stis_002.fits calspec23 -50 5.561 5.873 6.137
ZTF ZTF spectra/calspec23/109vir_stis_003.fits calspec23 -50 3.577 3.852 4.09
ZTF ZTF spectra/calspec23/sdssj151421_stis_005.fits calspec23 -50 15.676 16.133 16.508
ZTF ZTF spectra/calspec23/bd_17d4708_stisnic_007.fits calspec23 -50 9.629 9.339 9.258
ZTF ZTF spectra/calspec23/10lac_stis_007.fits calspec23 -50 4.628 5.079 5.435
ZTF ZTF spectra/calspec23/ngc6681_1_stis_002.fits calspec23 -50 15.772 nan nan
ZTF ZTF spectra/calspec23/sirius_stis_005.fits calspec23 -50 -1.589 -1.296 -1.033
ZTF ZTF spectra/calspec23/hd93521_stis_007.fits calspec23 -50 6.755 7.235 7.619
ZTF ZTF spectra/calspec23/sigori_stis_001.fits calspec23 -50 3.563 4.055 4.432
