survey version standard standard_catagory shift ZTFD-g ZTFD-r ZTFD-i 
ZTFD ZTFD spectra/calspec23/ngc6681_7_stis_002.fits calspec23 -15 15.359 nan nan
ZTFD ZTFD spectra/calspec23/ngc6681_6_stis_002.fits calspec23 -15 15.936 nan nan
ZTFD ZTFD spectra/calspec23/wd0947_857_stis_007.fits calspec23 -15 15.494 16.05 16.463
ZTFD ZTFD spectra/calspec23/hd205905_stis_009.fits calspec23 -15 6.971 6.556 6.475
ZTFD ZTFD spectra/calspec23/eta1dor_stis_004.fits calspec23 -15 5.539 5.852 6.109
ZTFD ZTFD spectra/calspec23/sun_reference_stis_002.fits calspec23 -15 -26.482 -26.954 -27.051
ZTFD ZTFD spectra/calspec23/hd163466_stis_005.fits calspec23 -15 6.833 6.898 7.03
ZTFD ZTFD spectra/calspec23/hz4_stis_008.fits calspec23 -15 14.415 14.722 15.016
ZTFD ZTFD spectra/calspec23/bd_75d325_stis_006.fits calspec23 -15 9.234 9.824 10.251
ZTFD ZTFD spectra/calspec23/alpha_lyr_stis_011.fits calspec23 -15 -0.113 0.178 0.423
ZTFD ZTFD spectra/calspec23/hd180609_stis_006.fits calspec23 -15 9.367 9.519 9.688
ZTFD ZTFD spectra/calspec23/bd11d3759_stis_003.fits calspec23 -15 12.086 10.508 8.93
ZTFD ZTFD spectra/calspec23/hz43b_stis_005.fits calspec23 -15 14.681 13.579 12.271
ZTFD ZTFD spectra/calspec23/hd128998_stis_003.fits calspec23 -15 5.675 5.967 6.208
ZTFD ZTFD spectra/calspec23/ngc6681_8_stis_002.fits calspec23 -15 16.62 nan nan
ZTFD ZTFD spectra/calspec23/ngc6681_2_stis_002.fits calspec23 -15 16.047 nan nan
ZTFD ZTFD spectra/calspec23/hd200775_stis_001.fits calspec23 -15 7.502 7.187 7.07
ZTFD ZTFD spectra/calspec23/agk_81d266_stisnic_007.fits calspec23 -15 11.618 12.218 12.648
ZTFD ZTFD spectra/calspec23/hd160617_stis_005.fits calspec23 -15 8.89 8.583 8.496
ZTFD ZTFD spectra/calspec23/hd142331_stis_005.fits calspec23 -15 8.988 8.508 8.395
ZTFD ZTFD spectra/calspec23/hd159222_stis_008.fits calspec23 -15 6.764 6.332 6.247
ZTFD ZTFD spectra/calspec23/bd54d1216_stis_005.fits calspec23 -15 9.865 9.564 9.485
ZTFD ZTFD spectra/calspec23/hd167060_stis_005.fits calspec23 -15 9.165 8.74 8.645
ZTFD ZTFD spectra/calspec23/bd21d0607_stis_006.fits calspec23 -15 9.37 9.093 9.021
ZTFD ZTFD spectra/calspec23/bd29d2091_stis_006.fits calspec23 -15 10.449 10.088 9.978
ZTFD ZTFD spectra/calspec23/hs2027_stis_006.fits calspec23 -15 16.427 16.877 17.277
ZTFD ZTFD spectra/calspec23/ngc6681_11_stis_002.fits calspec23 -15 15.658 nan nan
ZTFD ZTFD spectra/calspec23/hd074000_stis_006.fits calspec23 -15 9.796 9.541 9.476
ZTFD ZTFD spectra/calspec23/wd1026_453_stis_007.fits calspec23 -15 15.871 16.418 16.827
ZTFD ZTFD spectra/calspec23/hd14943_stis_005.fits calspec23 -15 5.881 5.952 6.095
ZTFD ZTFD spectra/calspec23/ngc6681_5_stis_002.fits calspec23 -15 15.855 nan nan
ZTFD ZTFD spectra/calspec23/bd_28d4211_stis_005.fits calspec23 -15 10.214 10.811 11.247
ZTFD ZTFD spectra/calspec23/bd02d3375_stis_006.fits calspec23 -15 10.112 9.787 9.685
ZTFD ZTFD spectra/calspec23/hd106252_stis_008.fits calspec23 -15 7.647 7.237 7.15
ZTFD ZTFD spectra/calspec23/hd111980_stis_006.fits calspec23 -15 8.567 8.206 8.103
ZTFD ZTFD spectra/calspec23/hd2811_stis_004.fits calspec23 -15 7.479 7.578 7.713
ZTFD ZTFD spectra/calspec23/delumi_stis_004.fits calspec23 -15 4.212 4.476 4.701
ZTFD ZTFD spectra/calspec23/hd60753_stis_004.fits calspec23 -15 6.513 6.839 7.099
ZTFD ZTFD spectra/calspec23/etauma_stis_007.fits calspec23 -15 1.588 2.05 2.39
ZTFD ZTFD spectra/calspec23/lamlep_stis_007.fits calspec23 -15 4.008 4.526 4.91
ZTFD ZTFD spectra/calspec23/hd031128_stis_006.fits calspec23 -15 9.303 8.983 8.893
ZTFD ZTFD spectra/calspec23/hd172728_stis_002.fits calspec23 -15 5.563 5.883 6.143
ZTFD ZTFD spectra/calspec23/109vir_stis_003.fits calspec23 -15 3.577 3.862 4.095
ZTFD ZTFD spectra/calspec23/sdssj151421_stis_005.fits calspec23 -15 15.678 16.149 16.517
ZTFD ZTFD spectra/calspec23/bd_17d4708_stisnic_007.fits calspec23 -15 9.62 9.334 9.257
ZTFD ZTFD spectra/calspec23/10lac_stis_007.fits calspec23 -15 4.636 5.093 5.444
ZTFD ZTFD spectra/calspec23/ngc6681_1_stis_002.fits calspec23 -15 15.769 nan nan
ZTFD ZTFD spectra/calspec23/sirius_stis_005.fits calspec23 -15 -1.589 -1.286 -1.026
ZTFD ZTFD spectra/calspec23/hd93521_stis_007.fits calspec23 -15 6.764 7.249 7.628
ZTFD ZTFD spectra/calspec23/sigori_stis_001.fits calspec23 -15 3.571 4.069 4.441
